from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ohgishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang,Bahrain,Guanabara
Golden Pass,9758.000,11960.000,6830.000,6433.000,516.000,13792.000,7111.000,11751.000,5047.000,6800.000,6744.000,8387.000,5308.000,13581.000,5046.000,4794.000,12097.000,6222.000,13553.000,6156.000,351.000,12857.000,65.000,15030.000,5033.000,1647.000,15022.000,11956.000,13672.000,7919.000,1554.000,14294.000,246.000,13444.000,1798.000,9939.000,9887.000,14906.000,12667.000,14791.000,9886.000,13630.000,13480.000,14918.000,4650.000,6575.000,4958.000,1350.000,11269.000,6477.000,2168.000,6404.000,4569.000,2144.000,5485.000,120.000,9517.000,14262.000,15136.000,11521.000,5814.000,13577.000,,13672.000,1832.000,1798.000,14697.000,15480.000,13573.000,11843.000,2350.000,5444.000,14851.000,9911.000,15127.000,14943.000,15217.000,12873.000,4705.000,4725.000,6607.000,14821.000,15487.000,5018.000,9695.000,14551.000,12255.000,4659.000,12215.000,14620.000,11481.000,9611.000,10075.000,10109.000,14758.000,14937.000,5684.000,6526.000,6357.000,6471.000,15586.000,13519.000,71.000,4862.000,14787.000,6701.000,4497.000,5660.000,12951.000,13804.000,12480.000,12974.000,6570.000,6185.000,9752.000,10055.000,14897.000,10033.000,6336.000,4793.000,7770.000,9324.000,9708.000,14632.000,15170.000,15174.000,15118.000,12146.000,15222.000,2156.000,11771.000,15122.000,14782.000,14309.000,6331.000,5886.000,10293.000,12427.000,9821.000,474.000,3841.000,9804.000,387.000,12664.000,2241.000,2116.000,1251.000,14384.000,5710.000,15682.000,14974.000,6290.000,14813.000,9288.000,14774.000,15009.000,13594.000,9164.000,9826.000,6301.000,6060.000,13467.000,5661.000,5462.000,5056.000,4.000,5188.000,2319.000,14920.000,14893.000,4664.000,4408.000,5687.000,1356.000,12769.000,14921.000,15327.000,14479.000,13655.000,15048.000,15181.000,4596.000,5394.000,15131.000,15310.000,4646.000,6645.000,12100.000,5492.000,14181.000,8934.000,14171.000,6072.000,5074.000,15055.000,14756.000,9833.000,14742.000,6526.000,6825.000,15244.000,6045.000,14891.000,5280.000,14809.000,14407.000,15005.000,13840.000,6963.000,4995.000,14546.000,9919.000,
Guanabara,,,6253.000,,,,6517.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14408.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,5015.000,8524.000,6861.000,7586.000,13796.000,2086.000,6808.000,1947.000,8661.000,7101.000,10759.000,5369.000,8567.000,689.000,8660.000,9803.000,1591.000,9509.000,1582.000,9495.000,13760.000,1015.000,13676.000,1576.000,8668.000,12455.000,1589.000,2985.000,71.000,6691.000,13226.000,5920.000,13778.000,6605.000,12331.000,3826.000,4121.000,1453.000,2788.000,1337.000,6876.000,2576.000,2204.000,1465.000,10033.000,12662.000,10208.000,12591.000,3045.000,10773.000,11932.000,8175.000,9569.000,12170.000,8563.000,13707.000,4789.000,809.000,1705.000,3026.000,8248.000,3975.000,13672.000,,12295.000,12333.000,1260.000,2046.000,309.000,3050.000,11607.000,11560.000,1414.000,4047.000,1710.000,1511.000,1802.000,1047.000,10166.000,9032.000,7143.000,1383.000,2049.000,10316.000,4976.000,1113.000,1454.000,9152.000,1472.000,1182.000,3056.000,4370.000,3649.000,5391.000,1320.000,5644.000,11263.000,8313.000,9434.000,8258.000,,1261.000,13697.000,10161.000,,7188.000,10144.000,8443.000,1181.000,1850.000,7613.000,1575.000,7760.000,7783.000,10568.000,5337.000,1460.000,7034.000,10637.000,9939.000,6879.000,6331.000,4250.000,1194.000,1733.000,1737.000,1702.000,5120.000,1785.000,11923.000,2974.000,1705.000,1345.000,893.000,8118.000,11464.000,10096.000,2103.000,5103.000,13472.000,10771.000,4068.000,13499.000,2785.000,12356.000,12129.000,12844.000,3345.000,8004.000,2244.000,5458.000,9491.000,1375.000,4593.000,,,516.000,10257.000,5108.000,7593.000,10541.000,6591.000,8442.000,11040.000,10355.000,13684.000,8654.000,11875.000,1492.000,1455.000,10415.000,9632.000,10524.000,12606.000,1980.000,1493.000,1913.000,1042.000,71.000,1632.000,1743.000,9211.000,8327.000,1715.000,,10067.000,8896.000,1595.000,11071.000,743.000,10068.000,2122.000,7928.000,10517.000,1617.000,1318.000,5114.000,1304.000,8314.000,7249.000,1807.000,11624.000,1463.000,10588.000,1371.000,969.000,1588.000,343.000,8153.000,10294.000,,5176.000,
Guayama,8365.000,10207.000,5438.000,5041.000,1925.000,12039.000,5719.000,10359.000,3654.000,5407.000,4991.000,6995.000,3915.000,12189.000,3654.000,3541.000,10705.000,4466.000,11837.000,4401.000,1893.000,11464.000,1836.000,13637.000,3641.000,218.000,13629.000,10563.000,12280.000,6166.000,962.000,12541.000,1922.000,11691.000,1419.000,8547.000,8495.000,13514.000,10914.000,13398.000,8133.000,11878.000,11728.000,13525.000,3530.000,5625.000,3809.000,1219.000,9877.000,4724.000,1591.000,5012.000,3309.000,,4093.000,1863.000,8125.000,12870.000,13743.000,10129.000,4421.000,11824.000,1832.000,12295.000,,48.000,13305.000,14088.000,12181.000,10451.000,1660.000,4494.000,13459.000,8519.000,13735.000,13551.000,13825.000,11482.000,3586.000,3336.000,5216.000,13429.000,14095.000,3870.000,8303.000,13159.000,10863.000,3224.000,10824.000,13228.000,10089.000,8219.000,8683.000,8717.000,13366.000,13184.000,4636.000,5134.000,4601.000,5079.000,14194.000,12127.000,1842.000,3715.000,13396.000,5309.000,3420.000,4268.000,11559.000,12051.000,10727.000,11583.000,5178.000,4793.000,7999.000,8663.000,13506.000,8280.000,4583.000,3600.000,6017.000,7571.000,8316.000,13240.000,13779.000,13783.000,13727.000,10393.000,13831.000,1578.000,10380.000,13730.000,13390.000,12917.000,4939.000,4837.000,8540.000,10858.000,8429.000,1706.000,2089.000,8413.000,1687.000,10911.000,546.000,,655.000,12631.000,4318.000,14290.000,13221.000,4534.000,13421.000,7896.000,13383.000,13617.000,12202.000,7411.000,8434.000,4909.000,4307.000,11715.000,4270.000,4413.000,3909.000,1829.000,3796.000,1719.000,13528.000,13501.000,2911.000,2901.000,3934.000,1225.000,11189.000,13529.000,13936.000,13087.000,12264.000,13657.000,13789.000,3233.000,4003.000,13739.000,13918.000,3526.000,4877.000,10708.000,4444.000,12789.000,7181.000,12419.000,4680.000,4026.000,13663.000,13364.000,8441.000,13350.000,5135.000,5433.000,13852.000,4997.000,13500.000,4142.000,13417.000,13015.000,13614.000,12449.000,5571.000,3848.000,13155.000,8527.000,
Guayanilla,8403.000,10235.000,5476.000,5079.000,1891.000,12067.000,5757.000,10397.000,3692.000,5445.000,5019.000,7033.000,3953.000,12227.000,3692.000,3579.000,10743.000,4502.000,11864.000,4437.000,1860.000,11502.000,1803.000,13675.000,3679.000,184.000,13667.000,10601.000,12318.000,6194.000,932.000,12569.000,1888.000,11719.000,1386.000,8585.000,8533.000,13552.000,10942.000,13436.000,8161.000,11906.000,11756.000,13563.000,3567.000,5663.000,3847.000,1185.000,9915.000,4752.000,1582.000,5050.000,3347.000,392.000,4131.000,1829.000,8163.000,12908.000,13781.000,10167.000,4459.000,11852.000,1798.000,12333.000,48.000,,13343.000,14126.000,12219.000,10489.000,1678.000,4532.000,13497.000,8557.000,13773.000,13589.000,13863.000,11520.000,3624.000,3374.000,5254.000,13467.000,14133.000,3908.000,8341.000,13197.000,10901.000,3262.000,10862.000,13266.000,10127.000,8257.000,8721.000,8755.000,13404.000,13212.000,4674.000,5172.000,4637.000,5117.000,14232.000,12165.000,1808.000,3752.000,13433.000,5347.000,3458.000,4306.000,11597.000,12079.000,10755.000,11620.000,5216.000,4831.000,8027.000,8701.000,13544.000,8308.000,4611.000,3638.000,6045.000,7599.000,8354.000,13278.000,13817.000,13821.000,13765.000,10421.000,13869.000,1570.000,10418.000,13768.000,13428.000,12955.000,4977.000,4875.000,8568.000,10886.000,8467.000,1672.000,2117.000,8451.000,1653.000,10939.000,568.000,,622.000,12659.000,4356.000,14328.000,13249.000,4570.000,13459.000,7934.000,13421.000,13655.000,12240.000,7439.000,8472.000,4947.000,4335.000,11742.000,4307.000,4451.000,3947.000,1795.000,3834.000,1734.000,13566.000,13539.000,2939.000,2939.000,3962.000,1191.000,11217.000,13567.000,13974.000,13125.000,12302.000,13695.000,13827.000,3271.000,4041.000,13777.000,13956.000,3564.000,4913.000,10746.000,4482.000,12827.000,7209.000,12447.000,4718.000,4064.000,13701.000,13402.000,8479.000,13388.000,5173.000,5471.000,13890.000,5034.000,13538.000,4180.000,13455.000,13053.000,13652.000,12487.000,5609.000,3886.000,13193.000,8565.000,
Gwangyang,6040.000,7414.000,7886.000,8612.000,14822.000,2565.000,7834.000,2972.000,9687.000,8127.000,10758.000,6394.000,9593.000,1426.000,9686.000,10829.000,2617.000,10535.000,2323.000,10521.000,14785.000,2045.000,14702.000,644.000,9693.000,13480.000,620.000,4011.000,1295.000,7716.000,14251.000,4768.000,14803.000,5479.000,13356.000,4851.000,5146.000,521.000,3530.000,346.000,7902.000,3055.000,2683.000,284.000,11059.000,13687.000,11234.000,13616.000,4070.000,11216.000,12957.000,9201.000,10595.000,13195.000,9588.000,14732.000,5815.000,809.000,736.000,4052.000,9274.000,4065.000,14697.000,1260.000,13305.000,13343.000,,877.000,1504.000,4076.000,12633.000,12585.000,308.000,5073.000,741.000,410.000,845.000,2078.000,11191.000,10058.000,8168.000,399.000,916.000,11342.000,6002.000,409.000,2480.000,10177.000,2498.000,327.000,4081.000,5395.000,4674.000,6416.000,187.000,4475.000,12288.000,9339.000,10460.000,9284.000,980.000,2002.000,14723.000,11186.000,491.000,8214.000,11170.000,9469.000,2000.000,2329.000,6502.000,2606.000,8786.000,8809.000,9677.000,6362.000,359.000,8059.000,11074.000,10964.000,7904.000,7357.000,5275.000,175.000,575.000,579.000,733.000,5155.000,624.000,12949.000,3999.000,736.000,263.000,532.000,9144.000,12490.000,9030.000,3090.000,6128.000,14498.000,11797.000,5093.000,14525.000,3527.000,13382.000,13155.000,13870.000,3522.000,9030.000,1065.000,4290.000,10517.000,391.000,5619.000,472.000,648.000,1711.000,9912.000,6133.000,8619.000,11238.000,5467.000,9468.000,12066.000,11380.000,14710.000,9679.000,12900.000,436.000,355.000,11441.000,10658.000,11550.000,13632.000,2967.000,437.000,955.000,453.000,1295.000,665.000,586.000,10237.000,9353.000,745.000,938.000,11092.000,9922.000,2620.000,12096.000,761.000,9857.000,2550.000,8954.000,11542.000,694.000,184.000,6140.000,123.000,9339.000,8275.000,626.000,12649.000,450.000,11614.000,264.000,445.000,618.000,997.000,9179.000,11320.000,520.000,6202.000,
Hachinohe,6823.000,6635.000,8669.000,9395.000,15605.000,3063.000,8617.000,3755.000,10469.000,8909.000,10519.000,7177.000,10376.000,2191.000,10469.000,11612.000,3400.000,11318.000,2927.000,11304.000,15568.000,2831.000,15484.000,1453.000,10476.000,14263.000,579.000,4794.000,2082.000,8499.000,15034.000,3985.000,15586.000,4696.000,14139.000,5634.000,5929.000,1330.000,4088.000,1155.000,8685.000,3553.000,3181.000,695.000,11842.000,14470.000,12017.000,14399.000,4853.000,10977.000,13740.000,9984.000,11378.000,13978.000,10371.000,15515.000,6597.000,1611.000,446.000,4835.000,10057.000,4092.000,15480.000,2046.000,14088.000,14126.000,877.000,,2290.000,4859.000,13416.000,13368.000,894.000,5855.000,459.000,761.000,282.000,2864.000,11974.000,10840.000,8951.000,1208.000,328.000,12125.000,6785.000,1216.000,3263.000,10960.000,3280.000,966.000,4864.000,6178.000,5457.000,7199.000,782.000,3693.000,13071.000,10122.000,11243.000,10067.000,,2681.000,15505.000,11969.000,1300.000,8997.000,11953.000,10252.000,2765.000,2827.000,5723.000,3392.000,9568.000,9592.000,8913.000,7145.000,805.000,8842.000,10835.000,11747.000,8687.000,8140.000,6058.000,896.000,429.000,395.000,450.000,5140.000,339.000,13731.000,4782.000,454.000,859.000,1197.000,9927.000,13273.000,8251.000,3869.000,6911.000,15280.000,12580.000,5876.000,15308.000,4083.000,14164.000,13937.000,14653.000,3575.000,9813.000,560.000,3507.000,11300.000,1199.000,6402.000,1281.000,1456.000,2497.000,9162.000,6916.000,9402.000,10999.000,4685.000,10251.000,12849.000,12163.000,15493.000,10462.000,13683.000,739.000,795.000,12224.000,11441.000,11417.000,14414.000,3663.000,739.000,194.000,1259.000,2081.000,501.000,439.000,11019.000,10135.000,463.000,203.000,11875.000,10705.000,3403.000,12879.000,1561.000,,2965.000,9737.000,12325.000,1502.000,780.000,6923.000,828.000,10122.000,9058.000,533.000,13432.000,710.000,12397.000,860.000,1252.000,583.000,1783.000,9962.000,12102.000,1327.000,6985.000,14408.000
Haikou,4916.000,8766.000,6762.000,7488.000,13698.000,2168.000,6710.000,1848.000,8562.000,7002.000,10684.000,5270.000,8469.000,777.000,8562.000,9704.000,1497.000,9411.000,1664.000,9397.000,13661.000,916.000,13577.000,1820.000,8569.000,12356.000,1831.000,2887.000,,6592.000,13127.000,6162.000,13679.000,6846.000,12232.000,3727.000,4022.000,1697.000,2870.000,1581.000,6778.000,2662.000,2286.000,1709.000,9935.000,12563.000,10110.000,12492.000,2946.000,10674.000,11833.000,8077.000,9471.000,12071.000,8464.000,13608.000,4690.000,1053.000,1947.000,2928.000,8150.000,4189.000,13573.000,309.000,12181.000,12219.000,1504.000,2290.000,,2956.000,11513.000,11465.000,1662.000,3952.000,1958.000,1759.000,2048.000,953.000,10071.000,8937.000,7048.000,1632.000,2298.000,10222.000,4882.000,1362.000,1360.000,9057.000,1378.000,1430.000,2961.000,4275.000,3554.000,5296.000,1569.000,5892.000,11168.000,8219.000,9340.000,8164.000,2397.000,1347.000,13603.000,10066.000,1598.000,7094.000,10050.000,8349.000,1116.000,1937.000,7858.000,1481.000,7665.000,7689.000,10786.000,5242.000,1708.000,6939.000,10543.000,9844.000,6784.000,6237.000,4155.000,1442.000,1981.000,1985.000,1949.000,5338.000,2033.000,11828.000,2879.000,1953.000,1593.000,1139.000,8024.000,11370.000,10342.000,2021.000,5008.000,13377.000,10677.000,3973.000,13405.000,2871.000,12262.000,12035.000,12750.000,3431.000,7910.000,2493.000,5707.000,9397.000,1623.000,4499.000,1585.000,1820.000,223.000,10475.000,5013.000,7499.000,10446.000,6837.000,8348.000,10946.000,10260.000,13590.000,8559.000,11780.000,1740.000,1704.000,10321.000,9538.000,10429.000,12511.000,1899.000,1741.000,2158.000,1290.000,,1878.000,1991.000,9117.000,8232.000,1962.000,2141.000,9972.000,8802.000,1500.000,10976.000,991.000,10286.000,2208.000,7834.000,10418.000,1866.000,1566.000,5020.000,1553.000,8219.000,7155.000,2055.000,11529.000,1712.000,10494.000,1620.000,1217.000,1835.000,598.000,8059.000,10200.000,1357.000,5077.000,
Haldia,3186.000,11312.000,5033.000,5758.000,11968.000,3349.000,4980.000,1156.000,6833.000,5273.000,9173.000,3540.000,6739.000,2944.000,6832.000,7975.000,1468.000,7896.000,3018.000,7882.000,11931.000,2220.000,11848.000,4392.000,6839.000,10626.000,4385.000,345.000,3035.000,5080.000,11397.000,8714.000,11950.000,9399.000,10502.000,1997.000,2293.000,4269.000,3141.000,4154.000,5266.000,3580.000,3154.000,4281.000,8205.000,10834.000,8380.000,10763.000,731.000,9162.000,10104.000,6347.000,7741.000,10341.000,6734.000,11878.000,2961.000,3625.000,4499.000,422.000,6420.000,5546.000,11843.000,3050.000,10451.000,10489.000,4076.000,4859.000,2956.000,,9773.000,9725.000,4223.000,2213.000,4498.000,4315.000,4589.000,2245.000,8332.000,7198.000,5309.000,4193.000,4859.000,8482.000,3142.000,3923.000,1627.000,7317.000,1587.000,3991.000,489.000,2536.000,1814.000,3556.000,4130.000,8434.000,9429.000,6479.000,7817.000,6424.000,4958.000,2891.000,11863.000,8326.000,4159.000,5354.000,8310.000,6609.000,2322.000,3305.000,10394.000,2346.000,5926.000,5949.000,11016.000,3503.000,4269.000,5416.000,9020.000,8105.000,5261.000,4714.000,2416.000,4003.000,4542.000,4546.000,4490.000,6580.000,4594.000,10089.000,77.000,4493.000,4154.000,3681.000,6284.000,9630.000,11557.000,2117.000,3269.000,11638.000,9154.000,2234.000,11665.000,3138.000,10522.000,10295.000,11010.000,4493.000,6170.000,5054.000,8248.000,7874.000,4184.000,2759.000,4146.000,4381.000,2966.000,10428.000,3274.000,5759.000,8923.000,9379.000,6608.000,9206.000,8521.000,11850.000,6820.000,10040.000,4292.000,4265.000,8798.000,7798.000,8906.000,10772.000,2318.000,4293.000,4699.000,3851.000,3027.000,4420.000,4552.000,7377.000,6493.000,4503.000,4682.000,8232.000,7279.000,1472.000,9237.000,3552.000,10198.000,3672.000,6094.000,8688.000,4427.000,4127.000,3280.000,4114.000,6480.000,5415.000,4616.000,9789.000,4263.000,8754.000,4181.000,3778.000,4377.000,3212.000,6319.000,8460.000,3918.000,3348.000,
Halifax,7678.000,11244.000,4750.000,4353.000,2475.000,11805.000,5032.000,9672.000,2967.000,4720.000,6028.000,6307.000,3228.000,11501.000,2966.000,2578.000,10008.000,4770.000,11473.000,4704.000,2438.000,10777.000,2354.000,12950.000,2954.000,1702.000,12942.000,9876.000,11592.000,6926.000,2322.000,13577.000,2456.000,12727.000,859.000,7859.000,7807.000,12827.000,11331.000,12711.000,8894.000,11887.000,11597.000,12838.000,2372.000,4304.000,2693.000,1157.000,9189.000,5761.000,388.000,4324.000,2365.000,1830.000,3405.000,2385.000,7438.000,12182.000,13056.000,9442.000,3734.000,12861.000,2350.000,11607.000,1660.000,1678.000,12633.000,13416.000,11513.000,9773.000,,3170.000,12762.000,7822.000,13038.000,12854.000,13128.000,10785.000,2424.000,2628.000,4519.000,12732.000,13398.000,2749.000,7606.000,12462.000,10166.000,2643.000,10127.000,12531.000,9392.000,7522.000,7986.000,8020.000,12669.000,14220.000,3330.000,4437.000,4905.000,4382.000,13497.000,11430.000,2363.000,2593.000,12699.000,4612.000,2223.000,3571.000,10862.000,11751.000,11763.000,10886.000,4481.000,4096.000,9035.000,7966.000,12809.000,9040.000,5619.000,2543.000,6777.000,8331.000,7619.000,12543.000,13082.000,13086.000,13030.000,11429.000,13134.000,368.000,9683.000,13033.000,12693.000,12220.000,4242.000,3532.000,9576.000,10338.000,7732.000,2137.000,3182.000,7716.000,2165.000,11312.000,2083.000,1760.000,1848.000,12897.000,3621.000,13593.000,14257.000,4837.000,12724.000,7199.000,12686.000,12920.000,11505.000,8447.000,7737.000,4212.000,5343.000,12751.000,3573.000,3108.000,2787.000,2350.000,3099.000,318.000,12831.000,12804.000,3947.000,2522.000,4970.000,1168.000,10680.000,12832.000,13239.000,12390.000,11567.000,12960.000,13092.000,2477.000,3306.000,13042.000,13221.000,2365.000,5193.000,10011.000,3138.000,12092.000,8217.000,12118.000,3983.000,2724.000,12966.000,12667.000,7744.000,12653.000,4438.000,4736.000,13155.000,3691.000,12803.000,2926.000,12720.000,12318.000,12917.000,11752.000,4874.000,2726.000,12458.000,7840.000,
Hammerfest,7630.000,13010.000,4702.000,4305.000,5569.000,11757.000,4984.000,9624.000,2919.000,4672.000,7789.000,6260.000,3180.000,11453.000,2918.000,2099.000,9954.000,5674.000,11425.000,5608.000,5532.000,10729.000,5449.000,12902.000,2906.000,4601.000,12894.000,9828.000,11545.000,7840.000,5321.000,15344.000,5551.000,14494.000,3975.000,7811.000,7759.000,12779.000,11283.000,12663.000,9808.000,11832.000,11550.000,12790.000,1603.000,1176.000,1459.000,4269.000,9141.000,7522.000,3524.000,4276.000,2053.000,4548.000,3357.000,5479.000,7390.000,12134.000,13008.000,9394.000,3686.000,13911.000,5444.000,11560.000,4494.000,4532.000,12585.000,13368.000,11465.000,9725.000,3170.000,,12708.000,7768.000,12984.000,12800.000,13074.000,10730.000,1469.000,2574.000,4464.000,12678.000,13344.000,1441.000,7552.000,12408.000,10112.000,2677.000,10072.000,12477.000,9338.000,7467.000,7932.000,7966.000,12615.000,15984.000,1648.000,4383.000,5806.000,4328.000,13443.000,11376.000,5454.000,1585.000,12644.000,4557.000,1547.000,3517.000,10808.000,11696.000,13527.000,10831.000,4426.000,4042.000,10799.000,7912.000,12754.000,9952.000,7378.000,1965.000,7689.000,9243.000,7565.000,12489.000,13027.000,13031.000,12975.000,13193.000,13079.000,3500.000,9628.000,12979.000,12639.000,12166.000,4188.000,1850.000,11341.000,10284.000,7678.000,5229.000,5114.000,7661.000,5256.000,11257.000,4794.000,4479.000,4843.000,12842.000,3567.000,13539.000,16021.000,5739.000,12670.000,7145.000,12631.000,12866.000,11451.000,10211.000,7683.000,4158.000,7101.000,14515.000,3518.000,1426.000,1398.000,5441.000,3045.000,3451.000,12777.000,12750.000,5706.000,2975.000,6729.000,4275.000,10626.000,12778.000,13184.000,12336.000,11512.000,12905.000,13038.000,2393.000,3251.000,12988.000,13167.000,1592.000,6094.000,9957.000,1456.000,12038.000,9981.000,12064.000,3929.000,1227.000,12912.000,12613.000,7690.000,12599.000,4383.000,4682.000,13101.000,2009.000,12748.000,1294.000,12666.000,12264.000,12862.000,11697.000,4820.000,1457.000,12403.000,7792.000,
Hatsukaichi,6194.000,7357.000,8040.000,8766.000,14976.000,2568.000,7988.000,3126.000,9841.000,8281.000,10601.000,6548.000,9747.000,1569.000,9840.000,10983.000,2771.000,10689.000,2408.000,10675.000,14939.000,2199.000,14856.000,867.000,9847.000,13634.000,407.000,4165.000,1449.000,7870.000,14405.000,4750.000,14957.000,5436.000,13510.000,5005.000,5300.000,744.000,3592.000,569.000,8056.000,3058.000,2686.000,365.000,11213.000,13841.000,11388.000,13770.000,4224.000,11059.000,13111.000,9355.000,10749.000,13349.000,9742.000,14886.000,5969.000,1006.000,522.000,4206.000,9428.000,3958.000,14851.000,1414.000,13459.000,13497.000,308.000,894.000,1662.000,4223.000,12762.000,12708.000,,5226.000,523.000,156.000,627.000,2231.000,11345.000,10211.000,8322.000,621.000,913.000,11496.000,6156.000,621.000,2634.000,10331.000,2652.000,303.000,4235.000,5549.000,4828.000,6570.000,128.000,4472.000,12442.000,9493.000,10614.000,9438.000,1006.000,2135.000,14877.000,11340.000,714.000,8368.000,11324.000,9623.000,2143.000,2332.000,6441.000,2759.000,8939.000,8963.000,9573.000,6516.000,105.000,8213.000,10917.000,11118.000,8058.000,7511.000,5429.000,288.000,587.000,591.000,515.000,5021.000,639.000,13102.000,4153.000,518.000,93.000,574.000,9298.000,12644.000,8960.000,3244.000,6282.000,14651.000,11951.000,5247.000,14679.000,3587.000,13536.000,13308.000,14024.000,3417.000,9184.000,1108.000,4286.000,10671.000,613.000,5773.000,695.000,870.000,1865.000,9712.000,6287.000,8773.000,11081.000,5421.000,9622.000,12220.000,11534.000,14864.000,9833.000,13054.000,182.000,101.000,11595.000,10812.000,11499.000,13785.000,3126.000,183.000,737.000,663.000,1449.000,447.000,597.000,10391.000,9506.000,527.000,719.000,11246.000,10076.000,2774.000,12250.000,950.000,9666.000,2529.000,9108.000,11696.000,916.000,126.000,6294.000,274.000,9493.000,8429.000,690.000,12803.000,197.000,11768.000,60.000,656.000,400.000,1151.000,9333.000,11473.000,731.000,6356.000,
