from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bahrain,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guanabara,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ogishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang
Guangdong,5015,8524,6861,13855,14664,2086,6808,1947,12469,14222,10759,5176,5369,12730,689,12468,12798,1591,9509,1582,9495,14633,1015,14576,1576,12456,12999,1589,2985,71,6691,13525,5920,14661,6605,13948,3826,4121,1453,2788,1337,6876,2576,2204,1465,13028,15624,13203,13940,3045,10773,13819,13826,12564,12484,12907,14603,4789,809,1705,3026,13236,3975,14572,10279,,12825,12852,1260,2046,309,3050,13585,14499,1414,4047,1710,1511,1802,1047,13130,12219,14037,1383,2049,13280,4976,1113,1454,11975,1472,1182,3056,4370,3649,5391,1320,5644,14227,13956,9434,13901,2077,1261,14587,13124,1170,14130,13084,13090,1181,1850,7613,1575,13999,13614,10568,5337,1460,7034,10637,12903,6879,6331,4250,1194,1733,1737,1702,5120,1785,13814,2974,1705,1345,893,13761,14428,10096,2103,5103,14451,10771,4068,14432,2785,12469,12554,13382,3345,13139,2244,5458,9491,1375,4593,1183,1442,516,10257,5108,13731,10541,6591,13091,14004,13319,14574,12617,13789,1492,1455,10415,11557,10524,13951,1980,1493,1913,1042,71,1632,1743,12210,12824,1715,1835,13031,8896,1595,14035,743,10068,2122,13501,13511,1617,1318,5114,1304,13956,14254,1807,14588,1463,13552,1371,969,1588,343,14392,13258,969
Guayama,11895,10207,13741,5041,1925,12039,13689,10889,3654,5407,4991,12056,12249,3915,12697,3654,3541,11244,4466,11837,4401,1893,11994,1836,14167,3641,218,14159,11309,12809,6166,962,12541,1922,11691,1419,10720,11016,14044,10914,13928,8133,11878,11728,14055,3530,5625,3809,1219,10623,4724,1591,5012,3309,370,4093,1863,11669,13399,14273,10875,4421,11824,1832,3586,12825,,48,13844,14627,12720,11205,1660,4494,13998,10931,14274,14090,14364,12020,3586,3336,5216,13968,14634,3870,11849,13698,11402,3224,11362,13767,10843,11242,10546,12264,13905,13184,4636,5134,4601,5079,14733,12147,1842,3715,13934,5309,3420,4268,12088,12051,10727,12121,5178,4793,7999,12210,14044,8280,4583,3600,6017,7571,11124,13779,14317,14321,14266,10393,14370,1578,11134,14269,13929,13456,4939,4837,8540,10858,11976,1706,2089,10952,1687,10911,546,370,655,12631,4318,14829,13221,4534,13960,11464,13921,14156,12741,7411,11981,4909,4307,11715,4270,4413,3909,1829,3796,1719,14067,14040,2911,2901,3934,1225,11189,14068,14474,13626,12802,14196,14328,3233,4003,14278,14457,3526,4877,11247,4444,13328,7181,12419,4680,4026,14202,13903,11987,13889,5135,5433,14391,4997,14038,4142,13956,13554,14152,12988,5571,3848,13693
Guayanilla,11923,10235,13769,5079,1891,12067,13717,10917,3692,5445,5019,12084,12277,3953,12725,3692,3579,11272,4502,11864,4437,1860,12022,1803,14195,3679,184,14187,11337,12837,6194,932,12569,1888,11719,1386,10748,11044,14072,10942,13956,8161,11906,11756,14083,3567,5663,3847,1185,10651,4752,1582,5050,3347,392,4131,1829,11697,13427,14301,10903,4459,11852,1798,3620,12852,48,,13872,14655,12748,11233,1678,4532,14026,10959,14302,14118,14392,12048,3624,3374,5254,13996,14662,3908,11877,13726,11430,3262,11390,13795,10871,11270,10574,12291,13933,13212,4674,5172,4637,5117,14761,12175,1808,3752,13962,5347,3458,4306,12116,12079,10755,12149,5216,4831,8027,12238,14072,8308,4611,3638,6045,7599,11151,13807,14345,14349,14293,10421,14397,1570,11162,14297,13957,13484,4977,4875,8568,10886,12004,1672,2117,10980,1653,10939,568,370,622,12659,4356,14857,13249,4570,13988,11491,13949,14184,12769,7439,12009,4947,4335,11742,4307,4451,3947,1795,3834,1734,14095,14068,2939,2939,3962,1191,11217,14096,14502,13654,12830,14223,14356,3271,4041,14306,14485,3564,4913,11275,4482,13356,7209,12447,4718,4064,14230,13931,12015,13917,5173,5471,14419,5034,14066,4180,13984,13582,14180,13015,5609,3886,13721
Gwangyang,6040,7414,7886,14881,15690,2565,7834,2972,13494,15247,10758,6202,6394,13755,1426,13494,13823,2617,10535,2323,10521,15658,2045,15601,644,13481,14024,620,4011,1295,7716,14550,4768,15687,5479,14974,4851,5146,521,3530,346,7902,3055,2683,284,14053,16649,14228,14965,4070,11216,14844,14852,13589,13510,13933,15628,5815,809,736,4052,14261,4065,15597,11244,1260,13844,13872,,877,1504,4076,14611,15525,308,5073,741,410,845,2078,14155,13245,15062,399,916,14306,6002,409,2480,13001,2498,327,4081,5395,4674,6416,187,4475,15252,14981,10460,14926,980,2002,15613,14150,491,15156,14110,14115,2000,2329,6502,2606,15025,14640,9677,6362,359,8059,11074,13928,7904,7357,5275,175,575,579,733,5155,624,14840,3999,736,263,532,14786,15454,9030,3090,6128,15477,11797,5093,15458,3527,13494,13579,14408,3522,14165,1065,4290,10517,391,5619,472,648,1711,9912,6133,14756,11238,5467,14116,15030,14344,15600,13643,14815,436,355,11441,12583,11550,14977,2967,437,955,453,1295,665,586,13236,13849,745,938,14056,9922,2620,15060,761,9857,2550,14527,14537,694,184,6140,123,14982,15280,626,15613,450,14578,264,445,618,997,15418,14284,520
Hachinohe,6823,6635,8669,15664,16473,3063,8617,3755,14277,16030,10519,6985,7177,14538,2191,14277,14606,3400,11318,2927,11304,16441,2831,16384,1453,14264,14807,579,4794,2082,8499,15333,3985,16470,4696,15757,5634,5929,1330,4088,1155,8685,3553,3181,695,14836,17432,15011,15748,4853,10977,15627,15635,14372,14293,14716,16411,6597,1611,446,4835,15044,4092,16380,11615,2046,14627,14655,877,,2290,4859,15393,16307,894,5855,459,761,282,2864,14938,14028,15845,1208,328,15089,6785,1216,3263,13783,3280,966,4864,6178,5457,7199,782,3693,16035,15764,11243,15709,195,2681,16396,14933,1300,15938,14893,14898,2765,2827,5723,3392,15807,15422,8913,7145,805,8842,10835,14711,8687,8140,6058,896,429,395,450,5140,339,15622,4782,454,859,1197,15569,16237,8251,3869,6911,16260,12580,5876,16240,4083,14277,14362,15191,3575,14948,560,3507,11300,1199,6402,1281,1456,2497,9162,6916,15539,10999,4685,14899,15813,15127,16383,14426,15598,739,795,12224,13366,11417,15760,3663,739,194,1259,2081,501,439,14019,14632,463,203,14839,10705,3403,15843,1561,9184,2965,15309,15320,1502,780,6923,828,15764,16063,533,16396,710,15361,860,1252,583,1783,16201,15066,1327
Haikou,4916,8766,6762,13757,14566,2168,6710,1848,12370,14123,10684,5077,5270,12631,777,12370,12699,1497,9411,1664,9397,14534,916,14477,1820,12357,12900,1831,2887,266,6592,13426,6162,14563,6846,13850,3727,4022,1697,2870,1581,6778,2662,2286,1709,12929,15525,13104,13841,2946,10674,13720,13728,12465,12385,12809,14504,4690,1053,1947,2928,13137,4189,14473,10133,309,12720,12748,1504,2290,,2956,13491,14405,1662,3952,1958,1759,2048,953,13035,12125,13942,1632,2298,13186,4882,1362,1360,11881,1378,1430,2961,4275,3554,5296,1569,5892,14132,13861,9340,13806,2397,1347,14493,13030,1598,14035,12990,12995,1116,1937,7858,1481,13904,13520,10786,5242,1708,6939,10543,12808,6784,6237,4155,1442,1981,1985,1949,5338,2033,13720,2879,1953,1593,1139,13666,14334,10342,2021,5008,14357,10677,3973,14338,2871,12374,12459,13288,3431,13045,2493,5707,9397,1623,4499,1585,1820,223,10475,5013,13636,10446,6837,12996,13910,13224,14480,12523,13695,1740,1704,10321,11463,10429,13857,1899,1741,2158,1290,271,1878,1991,12116,12729,1962,2141,12936,8802,1500,13940,991,10286,2208,13407,13412,1866,1566,5020,1553,13861,14160,2055,14493,1712,13458,1620,1217,1835,598,14298,13163,1357
Haldia,3186,11312,5033,12242,13051,3349,4980,1156,10856,12609,9173,3348,3540,11116,2944,10855,11184,1468,7896,3018,7882,13019,2220,12963,4392,10842,11385,4385,345,3035,5080,11912,8714,13048,9399,12335,1997,2293,4269,3141,4154,5266,3580,3154,4281,11414,14011,11590,12326,731,9162,12206,12213,10951,10871,11294,12989,2961,3625,4499,422,11623,5546,12958,8655,3050,11205,11233,4076,4859,2956,,11967,12881,4223,2213,4498,4315,4589,2245,11512,10602,12419,4193,4859,11663,3142,3923,1627,10357,1587,3991,489,2536,1814,3556,4130,8434,12609,12338,7817,12283,4958,2891,12969,11507,4159,12512,11467,11472,2322,3305,10394,2346,12381,11996,11016,3503,4269,5416,9020,11285,5261,4714,2416,4003,4542,4546,4490,6580,4594,12196,77,4493,4154,3681,12143,12811,11557,2117,3269,12834,9154,2234,12814,3138,10851,10936,11765,4493,11522,5054,8248,7874,4184,2759,4146,4381,2966,10428,3274,12113,8923,9379,11473,12387,11701,12957,11000,12172,4292,4265,8798,9940,8906,12334,2318,4293,4699,3851,3027,4420,4552,10593,11206,4503,4682,11413,7279,1472,12417,3552,10198,3672,11883,11898,4427,4127,3280,4114,12338,12637,4616,12970,4263,11935,4181,3778,4377,3212,12775,11640,3918
Halifax,12655,11244,14502,4353,2475,12799,14449,11649,2967,4720,6028,12817,13009,3228,13457,2966,2578,12004,4770,12597,4704,2438,12754,2354,14927,2954,1702,14919,12070,13570,6926,2322,13577,2456,12727,859,11481,11776,14804,11675,14688,8894,12638,12488,14815,2372,4304,2693,1157,11383,5761,388,4324,2365,1830,3405,2385,12430,14160,15033,11636,3734,12861,2350,4638,13585,1660,1678,14611,15393,13491,11967,,3170,14758,11692,15034,14850,15124,12781,2424,2628,4519,14728,15394,2749,12610,14458,12162,2643,12123,14527,11603,12002,11306,13024,14665,14220,3330,4437,4905,4382,15493,12907,2363,2593,14695,4612,2223,3571,12848,12812,11763,12882,4481,4096,9035,12970,14805,9040,5619,2543,6777,8331,11884,14539,15078,15082,15026,11429,15130,368,11894,15029,14689,14216,4242,3532,9576,11618,12736,2137,3182,11713,2165,11671,2083,1760,1848,13667,3621,15589,14257,4837,14720,12224,14682,14916,13501,8447,12741,4212,5343,12751,3573,3108,2787,2350,3099,318,14827,14800,3947,2522,4970,1168,11949,14828,15235,14386,13563,14956,15088,2477,3306,15039,15217,2365,5193,12007,3138,14088,8217,13179,3983,2724,14962,14663,12748,14649,4438,4736,15151,3691,14799,2926,14716,14314,14913,13748,4874,2726,14454
Hammerfest,13569,13010,15416,4305,5569,13713,15363,12563,2919,4672,7789,13731,13923,3180,14371,2918,2099,12916,5674,13511,5608,5532,13668,5449,15841,2906,4601,15834,12984,14484,7840,5321,15344,5551,14494,3975,12395,12690,15718,12589,15602,9808,13549,13402,15729,1603,1176,1459,4269,12297,7522,3524,4276,2053,4548,3357,5479,13344,15074,15947,12550,3686,14628,5444,6376,14499,4494,4532,15525,16307,14405,12881,3170,,15670,12603,15946,15762,16036,13692,1469,2574,4464,15640,16306,1441,13521,15370,13074,2677,13034,15439,12515,12914,12218,13935,15577,15984,1648,4383,5806,4328,16405,13819,5454,1585,15606,4557,1547,3517,13760,13723,13527,13793,4426,4042,10799,13882,15716,9952,7378,1965,7689,9243,12795,15451,15989,15993,15937,13193,16041,3500,12806,15941,15601,15128,4188,1850,11341,12530,13648,5229,5114,12624,5256,12583,4794,4479,4843,14586,3567,16501,16021,5739,15632,13135,15593,15828,14413,10211,13653,4158,7101,14515,3518,1426,1398,5441,3045,3451,15739,15712,5706,2975,6729,4275,12861,15740,16146,15298,14474,15867,16000,2393,3251,15950,16129,1592,6094,12919,1456,15000,9981,14091,3929,1227,15874,15575,13659,15561,4383,4682,16063,2009,15710,1294,15628,15226,15824,14659,4820,1457,15365
Hatsukaichi,6194,7357,8040,15035,15844,2568,7988,3126,13648,15401,10601,6356,6548,13909,1569,13648,13977,2771,10689,2408,10675,15812,2199,15755,867,13635,14178,407,4165,1449,7870,14704,4750,15841,5436,15128,5005,5300,744,3592,569,8056,3058,2686,365,14207,16803,14382,15119,4224,11059,14998,15006,13743,13664,14087,15782,5969,1006,522,4206,14415,3958,15751,11397,1414,13998,14026,308,894,1662,4223,14758,15670,,5226,523,156,627,2231,14309,13399,15216,621,913,14460,6156,621,2634,13154,2652,303,4235,5549,4828,6570,128,4472,15406,15135,10614,15080,1006,2135,15767,14304,714,15309,14264,14269,2143,2332,6441,2759,15178,14794,9573,6516,105,8213,10917,14082,8058,7511,5429,288,587,591,515,5021,639,14994,4153,518,93,574,14940,15608,8960,3244,6282,15631,11951,5247,15612,3587,13648,13733,14562,3417,14319,1108,4286,10671,613,5773,695,870,1865,9712,6287,14910,11081,5421,14270,15184,14498,15754,13797,14969,182,101,11595,12737,11499,15131,3126,183,737,663,1449,447,597,13390,14003,527,719,14210,10076,2774,15214,950,9666,2529,14680,14691,916,126,6294,274,15135,15434,690,15767,197,14732,60,656,400,1151,15572,14437,731
Hazira,1233,12309,3100,11968,12777,4244,3048,2111,10582,12335,8899,1394,1607,10843,3941,10581,10910,2463,7622,3912,7608,12746,3216,12689,5389,10568,11112,5381,2315,4032,4806,11638,9710,12774,10395,12061,216,48,5266,3770,5150,2603,4342,4037,5277,11141,13737,11316,12052,1629,8888,11932,11939,10677,10597,11020,12715,1011,4622,5495,1881,11349,6398,12684,7927,4047,10931,10959,5073,5855,3952,2213,11692,12603,5226,,5493,5309,5584,3240,11238,10328,12145,5188,5854,11389,1190,4918,2621,10083,2582,4986,1848,532,400,1604,5125,9429,12335,12064,7543,12009,5953,3886,12696,11233,5154,12238,11193,11198,3317,4206,11389,3341,12107,11722,10743,1551,5264,2485,8746,11011,4987,4440,408,4998,5537,5541,5485,7032,5589,11922,2138,5488,5149,4676,11869,12537,11284,2794,1317,12560,8880,110,12540,3767,10577,10662,11491,5352,11248,6049,9243,7600,5179,822,5141,5376,3961,10154,1322,11839,8649,10374,11199,12113,11427,12683,10726,11898,5287,5260,8524,9666,8632,12060,3135,5287,5694,4846,4022,5415,5547,10319,10932,5498,5677,11139,7005,2467,12143,4547,9925,4573,11609,11624,5422,5122,1328,5109,12064,12363,5611,12696,5258,11661,5176,4773,5372,4207,12501,11366,4913
Higashi-Ogishima,6470,6922,8316,15310,16119,2718,8263,3402,13924,15677,10360,6631,6824,14185,1838,13923,14253,3045,10964,2579,10950,16088,2486,16031,1300,13911,14454,213,4440,1746,8146,14980,4314,16116,5000,15403,5281,5576,1177,3742,1002,8332,3206,2836,798,14483,17079,14658,15395,4500,10818,15274,15281,14019,13939,14362,16058,6244,1302,14,4482,14691,3846,16027,11480,1710,14274,14302,741,459,1958,4498,15034,15946,523,5493,,395,189,2518,14584,13673,15491,1055,762,14734,6430,1041,2908,13429,2926,599,4510,5824,5103,6844,561,4034,15681,15410,10888,15354,600,2327,16041,14578,1147,15584,14538,14544,2410,2481,6006,3046,15453,15068,9151,6791,439,8488,10673,14357,8333,7785,5704,706,864,830,16,4891,774,15268,4427,8,495,842,15215,15882,8525,3514,6557,15905,12225,5522,15886,3736,13923,14008,14836,3327,14593,954,3848,10945,1046,6047,1128,1304,2160,9297,6562,15185,10838,4983,14545,15458,14773,16028,14071,15243,372,429,11869,13011,11255,15405,3314,373,299,1044,1746,134,874,13664,14278,13,282,14484,10350,3049,15489,1247,9273,2626,14955,14966,1350,559,6568,707,15410,15708,968,16042,343,15006,521,1016,216,1448,15846,14712,1112
Himeji,6286,7224,8132,15127,15936,2619,8080,3218,13740,15493,10632,6447,6640,14001,1654,13740,14069,2864,10780,2466,10766,15904,2297,15847,969,13727,14270,274,4257,1547,7962,14796,4617,15933,5302,15219,5097,5392,846,3643,671,8148,3109,2737,467,14299,16895,14474,15211,4316,11090,15090,15098,13835,13755,14179,15874,6060,1103,389,4298,14507,3915,15843,11473,1511,14090,14118,410,761,1759,4315,14850,15762,156,5309,395,,492,2331,14403,13492,15310,725,1017,14553,6249,725,2727,13248,2745,402,4329,5643,4922,6663,232,4337,15500,15229,10707,15173,903,2203,15860,14397,818,15403,14357,14363,2230,2384,6306,2859,15272,14887,9438,6610,69,8307,10946,14176,8152,7604,5523,392,691,695,380,4974,743,15087,4246,383,193,661,15034,15701,8825,3333,6376,15724,12044,5341,15705,3639,13742,13827,14655,3384,14412,1212,4151,10764,717,5866,799,974,1965,9577,6381,15004,11110,5286,14364,15277,14592,15847,13890,15062,47,59,11688,12830,11528,15224,3220,48,602,768,1549,312,701,13483,14097,392,585,14303,10169,2868,15308,1050,9531,2563,14774,14782,1020,230,6387,378,15229,15527,794,15861,62,14825,164,760,265,1250,15665,14531,835
Hitachi,6560,6787,8406,15401,16210,2800,8354,3492,14014,15767,10387,6722,6914,14275,1928,14014,14343,3137,11055,2664,11041,16178,2577,16122,1404,14001,14544,317,4531,1838,8236,15070,4162,16207,4859,15494,5371,5667,1281,3825,1106,8422,3290,2919,902,14573,17170,14748,15485,4590,10845,15365,15372,14109,14030,14453,16148,6335,1406,183,4572,14781,3866,16117,11478,1802,14364,14392,845,282,2048,4589,15124,16036,627,5584,189,492,,2609,14675,13765,15582,1158,593,14826,6522,1145,3000,13521,3018,703,4601,5915,5194,6936,665,3908,15772,15501,10980,15446,429,2418,16133,14670,1251,15675,14630,14635,2502,2565,5875,3137,15544,15160,9065,6882,542,8579,10703,14448,8424,7877,5795,809,694,661,187,4914,604,15360,4519,191,598,934,15306,15974,8403,3606,6648,15997,12317,5613,15978,3820,14014,14099,14928,3349,14685,791,3717,11037,1150,6139,1232,1407,2251,9244,6653,15276,10867,4847,14636,15550,14864,16120,14163,15335,476,532,11961,13103,11285,15497,3400,476,134,1148,1838,238,704,13756,14369,200,89,14576,10442,3140,15580,1350,9209,2702,15047,15057,1453,662,6660,811,15501,15800,798,16133,447,15098,625,1120,320,1539,15938,14803,1215
Ho Chi Min City,4216,9319,6063,13057,13866,2072,6010,1148,11671,13424,9985,4378,4570,11932,957,11670,11999,793,8711,1436,8697,13835,50,13778,2394,11657,12200,2397,2187,1032,5892,12727,6727,13863,7407,13150,3027,3323,2271,2251,2155,6078,2495,2063,2282,12229,14826,12405,13141,2247,9974,13021,13028,11766,11686,12109,13804,3991,1627,2431,2228,12438,4136,13773,9488,1047,12020,12048,2078,2864,953,2245,12781,13692,2231,3240,2518,2331,2609,,12331,11421,13238,2201,2867,12482,4178,1931,656,11177,674,2000,2258,3571,2850,4592,2138,6454,13428,13157,8636,13102,2966,1115,13789,12326,2168,13332,12286,12291,626,1836,8407,758,13201,12816,10796,4539,2278,6236,9839,12105,6081,5533,3451,2012,2551,2555,2510,5281,2603,13016,2175,2514,2163,1700,12962,13630,10754,1356,4305,13653,9973,3270,13634,2248,11670,11756,12584,3332,12341,3062,6269,8693,2193,3795,2155,2389,970,10418,4309,12932,9742,7395,12292,13206,12521,13776,11819,12991,2310,2273,9617,10759,9726,13153,1233,2311,2719,1859,1031,2439,2561,11412,12026,2523,2702,12232,8098,796,13236,1561,10229,2108,12703,12713,2435,2136,4316,2122,13158,13456,2624,13789,2281,12754,2189,1787,2396,1220,13594,12460,1927
Holyhead,12200,11708,14046,2912,4830,12344,13994,11194,1525,3278,6467,12362,12554,1786,13002,1525,654,11549,4304,12142,4239,4793,12299,4710,14472,1512,3721,14464,11615,13115,6471,4489,14042,4812,13192,3229,11025,11321,14349,11219,14233,8438,12183,12033,14360,158,2602,568,3523,10928,6200,2778,2883,633,3584,1964,4741,11975,13704,14578,11180,2292,13259,4705,5082,13130,3586,3624,14155,14938,13035,11512,2424,1469,14309,11238,14584,14403,14675,12331,,1175,3065,14273,14939,623,12155,14003,11707,1278,11668,14072,11148,11547,10851,12569,14210,14690,1448,2984,4439,2929,15038,12452,4719,467,14240,3158,411,2118,12393,12356,12232,12427,3027,2642,9505,12515,14350,8585,6059,519,6322,7876,11429,14084,14623,14627,14571,11899,14675,2759,11439,14574,14234,13761,2789,1650,10046,11163,12281,4494,3830,11258,4521,11216,3803,3505,4015,13220,2168,15134,14726,4372,14265,11769,14227,14461,13046,8917,12286,2759,5782,13220,2119,1226,661,4706,1646,2709,14372,14345,4388,1610,5409,3534,11494,14373,14780,13931,13108,14501,14633,994,1852,14583,14762,145,4727,11552,1256,13633,8687,12724,2529,841,14507,14208,12293,14194,2984,3283,14696,1809,14344,895,14261,13859,14458,13293,3421,601,13999
Huelva,11290,10807,13136,1778,4850,11433,13083,10283,391,2144,5605,11451,11644,652,12091,391,849,10638,3394,11231,3328,4813,11389,4729,13561,378,3510,13554,10704,12204,5561,4281,13141,4831,12291,3382,10115,10410,13438,10309,13322,7528,11272,11122,13450,1079,3707,1254,3636,10017,5338,2980,1749,615,3241,830,4760,11064,12794,13667,10270,1158,12348,4725,4227,12219,3336,3374,13245,14028,12125,10602,2628,2574,13399,10328,13673,13492,13765,11421,1175,,1951,13363,14029,1352,11244,13093,10797,265,10757,13161,10238,10637,9941,11658,13300,13784,2299,1869,3529,1814,14128,11542,4733,1196,13329,2044,1180,1003,11483,11446,11327,11516,1913,1528,8599,11605,13439,7675,5197,975,5412,6966,10518,13173,13712,13716,13660,10993,13764,2959,10528,13663,13324,12851,1674,2500,9140,10252,11370,4508,3028,10347,4536,10306,3406,3222,3882,12309,1053,14224,13821,3462,13354,10858,13316,13551,12136,8011,11375,1644,4921,12315,1005,2076,1391,4721,531,2910,13462,13435,3532,724,4548,3642,10584,13463,13869,13021,12197,13590,13722,247,738,13673,13852,1103,3817,10642,2107,12722,7781,11813,1415,1562,13597,13297,11382,13284,1870,2168,13786,2660,13433,1624,13351,12948,13547,12382,2306,1330,13088
Idku,13107,12625,14953,566,6732,13251,14901,12101,1597,268,7423,13269,13461,1499,13909,1596,2739,12452,5211,13049,5146,6695,13206,6612,15379,1603,5390,15371,12522,14022,7378,6162,14958,6714,14109,5266,11932,12228,15256,12126,15140,9346,13086,12940,15267,2969,5598,3144,5527,11835,7156,4868,1121,2505,5106,1495,6643,12882,14611,15485,12087,1184,14166,6607,6018,14037,5216,5254,15062,15845,13942,12419,4519,4464,15216,12145,15491,15310,15582,13238,3065,1951,,15176,15842,3234,13058,14906,12610,2069,12571,14975,12051,12450,11754,13472,15113,15598,4180,1240,5342,1185,15941,13355,6614,3078,15143,266,3061,1360,13296,13259,13140,13330,720,693,10413,13418,15253,9488,7010,2856,7225,8779,12332,14987,15526,15530,15474,12807,15578,4840,12342,15477,15137,14664,1045,4382,10954,12066,13184,6389,4849,12161,6417,12119,5273,5046,5761,14123,922,16037,15634,5275,15168,12672,15130,15364,13949,9825,13189,539,6734,14128,1360,3958,3272,6602,1571,4792,15275,15248,5346,2550,6362,5523,12397,15276,15683,14834,14011,15404,15536,2128,1244,15486,15665,2984,5630,12455,3988,14536,9595,13627,855,3452,15410,15111,13195,15097,1241,368,15599,4541,15247,3506,15164,14762,15361,14196,1114,3211,14902
Inchon,6164,7744,8010,15005,15814,2741,7958,3096,13618,15371,10997,6326,6518,13879,1558,13618,13947,2728,10659,2456,10645,15782,2169,15725,424,13605,14148,933,4135,1419,7840,14674,5098,15811,5809,15098,4975,5270,290,3662,62,8026,3217,2860,614,14177,16773,14352,15089,4194,11456,14968,14976,13713,13634,14057,15752,5938,907,1049,4176,14385,4294,15721,11327,1383,13968,13996,399,1208,1632,4193,14728,15640,621,5188,1055,725,1158,2201,14273,13363,15176,,1210,14417,6113,422,2591,13111,2608,572,4192,5506,4785,6527,481,4786,15363,15092,10571,15037,1291,2121,15724,14261,399,15266,14221,14226,2119,2491,6813,2716,15135,14751,9988,6473,653,8170,11299,14039,8015,7468,5386,481,887,891,1027,5381,936,14950,4110,1030,557,712,14897,15565,9341,3201,6239,15588,11908,5204,15569,3646,13605,13690,14519,3736,14276,1376,4601,10628,47,5730,332,410,1822,10206,6244,14867,11463,5778,14227,15141,14455,15711,13754,14926,730,649,11552,12694,11660,15088,3078,731,1249,502,1406,959,897,13347,13960,1039,1232,14167,10033,2731,15171,852,10151,2732,14637,14661,456,478,6251,434,15092,15391,937,15724,744,14689,558,495,912,1108,15529,14394,570
Ishikariwan-Shinko,6830,6702,8676,15671,16480,3336,8624,3762,14284,16037,10816,6991,7184,14545,2216,14284,14613,3406,11325,3113,11311,16448,2835,16391,1475,14271,14814,890,4801,2085,8506,15340,4036,16477,4763,15764,5641,5936,1352,4319,1177,8692,3825,3454,766,14843,17439,15018,15755,4860,11274,15634,15642,14379,14299,14723,16418,6604,1614,757,4842,15051,4402,16387,11890,2049,14634,14662,916,328,2298,4859,15394,16306,913,5854,762,1017,593,2867,14939,14029,15842,1210,,15096,6792,1228,3269,13790,3287,1086,4871,6185,5464,7206,792,3746,16042,15771,11250,15716,430,2791,16402,14940,1321,15945,14899,14905,2789,3100,5798,3395,15814,15429,8988,7152,964,8849,11132,14718,8694,8146,6065,903,449,435,761,5450,389,15629,4789,764,868,1302,15576,16244,8326,3879,6918,16266,12587,5883,16247,4316,14284,14369,15198,3886,14955,284,3561,11307,1221,6408,1302,1478,2501,9373,6923,15546,11297,4759,14906,15820,15134,16390,14433,15605,1041,959,12230,13373,11714,15767,3757,1042,505,1271,2085,811,200,14026,14639,774,514,14846,10712,3410,15850,1565,9456,3275,15316,15326,1524,789,6930,889,15771,16069,443,16403,1022,15368,869,1264,893,1786,16208,15073,1338
