from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ogishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang,Bahrain,Guanabara
Hazira,1233,12309,3100,3826,10036,4244,3048,2111,4900,3340,8899,1501,4807,3941,4900,6042,2463,7622,3912,7608,9999,3216,9915,5389,4907,8694,5381,2315,4032,4806,9465,9710,10017,10395,8570,,,5266,3770,5150,,4342,4037,5277,6273,8901,6448,8830,1629,8888,8171,4415,5809,8409,4802,9946,1011,4622,5495,1881,4488,6398,9911,4047,8519,8557,5073,5855,3952,2213,7822,7768,5226,,5493,5309,5584,3240,6399,5265,3376,5188,5854,6550,1190,4918,2621,5385,2582,4986,1848,532,,1604,5125,9429,7496,4547,7543,4492,5953,3886,9931,6394,5154,3422,6378,4677,3317,4206,11389,3341,3993,4017,10743,1551,5264,,8746,6172,4987,4440,408,4998,5537,5541,5485,7032,5589,8156,2138,5488,5149,4676,4352,7698,11284,2794,1317,9705,8165,,9733,3767,8590,8363,9078,5352,4238,6049,9243,7600,5179,822,5141,5376,3961,10154,1322,3827,8649,10374,4676,7274,6588,9918,4887,8108,5287,5260,8524,5866,8632,8839,3135,5287,5694,4846,4022,5415,5547,5445,4560,5498,5677,6300,7005,2467,7304,4547,9925,4573,4162,6756,5422,5122,1328,5109,4547,3483,5611,7857,5258,6822,5176,4773,5372,4207,4387,6527,4913,1394,
Higashi-Ogishima,6470,6922,8316,9041,15251,2718,8263,3402,10116,8556,10360,6824,10022,1838,10115,11258,3045,10964,2579,10950,15215,2486,15131,1300,10123,13910,213,4440,1746,8146,14681,4314,15233,5000,13786,5281,5576,1177,3742,1002,8332,3206,2836,798,11488,14117,11663,14046,4500,10818,13387,9630,11025,13625,10018,15162,6244,1302,14,4482,9704,3846,15127,1710,13735,13773,741,459,1958,4498,13038,12984,523,5493,,395,189,2518,11620,10486,8597,1055,762,11770,6430,1041,2908,10605,2926,599,4510,5824,5103,6844,561,4034,12717,9767,10888,9712,600,2327,15151,11614,1147,8642,11598,9897,2410,2481,6006,3046,9214,9237,9151,6791,439,8488,10673,11393,8333,7785,5704,706,864,830,16,4891,774,13377,4427,8,495,842,9572,12918,8525,3514,6557,14926,12225,5522,14953,3736,13810,13583,14298,3327,9458,954,3848,10945,1046,6047,1128,1304,2160,9297,6562,9047,10838,4983,9896,12494,11809,15138,10108,13328,372,429,11869,11086,11255,14060,3314,373,299,1044,1746,134,874,10665,9781,13,282,11521,10350,3049,12525,1247,9273,2626,9382,11972,1350,559,6568,707,9768,8703,968,13078,343,12042,521,1016,216,1448,9607,11748,1112,6631,
Himeji,6286,7224,8132,8858,15068,2619,8080,3218,9932,8372,10632,6640,9838,1654,9931,11074,2864,10780,2466,10766,15031,2297,14947,969,9939,13726,274,4257,1547,7962,14497,4617,15049,5302,13602,5097,5392,846,3643,671,8148,3109,2737,467,11304,13933,11480,13862,4316,11090,13203,9447,10841,13441,9834,14978,6060,1103,389,4298,9520,3915,14943,1511,13551,13589,410,761,1759,4315,12854,12800,156,5309,395,,492,2331,11439,10305,8416,725,1017,11589,6249,725,2727,10424,2745,402,4329,5643,4922,6663,232,4337,12536,9586,10707,9531,903,2203,14970,11433,818,8461,11417,9716,2230,2384,6306,2859,9033,9056,9438,6610,69,8307,10946,11212,8152,7604,5523,392,691,695,380,4974,743,13196,4246,383,193,661,9391,12737,8825,3333,6376,14745,12044,5341,14772,3639,13629,13402,14117,3384,9277,1212,4151,10764,717,5866,799,974,1965,9577,6381,8866,11110,5286,9715,12313,11628,14957,9927,13147,47,59,11688,10905,11528,13879,3220,48,602,768,1549,312,701,10484,9600,392,585,11340,10169,2868,12344,1050,9531,2563,9201,11788,1020,230,6387,378,9587,8522,794,12897,62,11861,164,760,265,1250,9426,11567,835,6447,
Hitachi,6560,6787,8406,9132,15342,2800,8354,3492,10207,8647,10387,6914,10113,1928,10206,11349,3137,11055,2664,11041,15305,2577,15222,1404,10213,14000,317,4531,1838,8236,14771,4162,15324,4859,13876,5371,5667,1281,3825,1106,8422,3290,2919,902,11579,14208,11754,14136,4590,10845,13477,9721,11115,13715,10108,15252,6335,1406,183,4572,9794,3866,15217,1802,13825,13863,845,282,2048,4589,13128,13074,627,5584,189,492,,2609,11711,10577,8688,1158,593,11862,6522,1145,3000,10697,3018,703,4601,5915,5194,6936,665,3908,12808,9859,10980,9804,,2418,15243,11706,1251,8734,11690,9989,2502,2565,5875,3137,9305,9329,9065,6882,542,8579,10703,11484,8424,7877,5795,809,694,661,187,4914,604,13468,4519,191,598,934,9664,13010,8403,3606,6648,15017,12317,5613,15045,3820,13902,13675,14390,3349,9550,791,3717,11037,1150,6139,1232,1407,2251,9244,6653,9139,10867,4847,9988,12586,11900,15230,10199,13420,476,532,11961,11178,11285,14151,3400,476,134,1148,1838,238,704,10757,9872,200,,11612,10442,3140,12616,1350,9209,2702,9474,12062,1453,662,6660,811,9859,8795,798,13169,447,12134,625,1120,320,1539,9699,11839,1215,6722,
Ho Chi Min City,4216,9319,6063,6788,12998,2072,6010,1148,7863,6303,9985,4570,7769,957,7862,9005,793,8711,1436,8697,12961,50,12878,2394,7869,11656,2397,2187,1032,5892,12428,6727,12980,7407,11532,3027,3323,2271,2251,2155,6078,2495,2063,2282,9235,11864,9410,11793,2247,9974,11134,7377,8771,11372,7764,12909,3991,1627,,2228,7450,4136,12873,1047,11482,11520,2078,2864,953,2245,10785,10730,2231,3240,2518,2331,2609,,9367,8234,6345,2201,2867,9518,4178,1931,656,8353,674,2000,2258,3571,2850,4592,2138,6454,10464,7515,8636,7460,2966,1115,12899,9362,2168,6390,9346,7645,626,1836,8407,758,6962,6985,10796,4539,2278,6236,9839,9141,6081,5533,3451,2012,2551,2555,2510,5281,2603,11125,2175,2514,2163,1700,7320,10666,10754,1356,4305,12674,9973,3270,12701,2248,11558,11331,12046,3332,7206,3062,6269,8693,2193,3795,2155,2389,970,10418,4309,6795,9742,7395,7644,10242,9557,12886,7856,11076,2310,2273,9617,8834,9726,11808,1233,2311,2719,1859,1031,2439,2561,8413,7529,2523,2702,9268,8098,796,10272,1561,10229,2108,7130,9718,2435,2136,4316,2122,7515,6451,2624,10825,2281,9790,2189,1787,2396,1220,7355,9496,1927,4378,
Holyhead,6236,11708,3308,2912,4830,10363,3590,8230,1525,3278,6467,4866,1786,10059,1525,654,8554,4304,10031,4239,4793,9335,4710,11508,1512,3721,11500,8434,10151,6471,4489,14042,4812,13192,3229,6417,6366,11385,9889,11269,8438,10433,10156,11396,158,2602,568,3523,7748,6200,2778,2883,633,3584,1964,4741,5996,10740,11614,8000,2292,12517,4705,10166,3586,3624,11191,11974,10071,8332,2424,1469,11345,6399,11620,11439,11711,9367,,1175,3065,11279,11945,623,6153,11009,8713,1278,8673,11077,7939,6068,6533,6567,11216,14690,1448,2984,4439,2929,12044,9977,4719,467,11245,3158,411,2118,9409,10297,12232,9432,3027,2642,9505,6513,11355,8585,6059,519,6322,7876,6166,11089,11628,11632,11576,11899,11680,2759,8229,11580,11240,10767,2789,1650,10046,8885,6279,4494,3830,6262,4521,9858,3803,3505,4015,11443,2168,12140,14726,4372,11271,5746,11232,11467,10052,8917,6284,2759,5782,13220,2119,1226,661,4706,1646,2709,11378,11351,4388,1610,5409,3534,9226,11379,11785,10937,10113,11506,11639,994,1852,11589,11768,145,4727,8558,1256,10638,8687,10665,2529,841,11513,11213,6290,11200,2984,3283,11702,1809,11349,895,11267,10864,11463,10298,3421,601,11004,6398,
Huelva,5102,10807,2175,1778,4850,9229,2456,7096,391,2144,5605,3732,652,8926,391,849,7440,3394,8898,3328,4813,8201,4729,10374,378,3510,10366,7300,9017,5561,4281,13141,4831,12291,3382,5284,5232,10251,8755,10135,7528,9319,9022,10262,1079,3707,1254,3636,6614,5338,2980,1749,615,,830,4760,4862,9607,10480,6866,1158,11383,4725,9032,3336,3374,10058,10840,8937,7198,2628,2574,10211,5265,10486,10305,10577,8234,1175,,1951,10164,10830,1352,5038,9894,7598,265,7559,9963,6824,4954,5418,5452,10101,13784,2299,1869,3529,1814,10929,8862,4733,1196,10131,2044,1180,1003,8294,9183,11327,8318,1913,1528,8599,5398,10241,7675,5197,975,5412,6966,5051,9975,10514,10518,10462,10993,10566,2959,7115,10465,10125,9652,1674,2500,9140,7770,5164,4508,3028,5148,4536,8744,3406,,3882,10329,1053,11025,13821,3462,10156,4631,10118,10352,8937,8011,5169,1644,4921,12315,1005,2076,1391,4721,531,2910,10263,10236,3532,724,4548,3642,8112,10264,10671,9822,8999,10392,10524,247,738,10474,10653,1103,3817,7443,2107,9524,7781,9550,1415,1562,10398,10099,5176,10085,1870,2168,10587,2660,10235,1624,10152,9750,10349,9184,2306,1330,9890,5264,
Idku,3213,12625,285,566,6732,7340,567,5207,1597,268,7423,1843,1499,7036,1596,2739,5550,5211,7009,5146,6695,6312,6612,8485,1603,5390,8477,5411,7128,7378,6162,12806,6714,13491,5266,3394,3343,8362,6866,8246,8074,7428,7133,8373,2969,5598,3144,5527,4725,7156,4868,1121,2505,5106,1495,6643,2973,7718,8591,4977,1184,9494,6607,7143,5216,5254,8168,8951,7048,5309,4519,4464,8322,3376,8597,8416,8688,6345,3065,1951,,8274,8940,3234,3148,8004,5708,2069,5668,8072,4934,3063,3528,3562,8211,12515,4180,1240,5342,1185,9039,6972,6614,3078,8240,266,3061,1360,6404,7292,13140,6427,720,693,10413,3508,8350,8214,7010,2856,7225,7512,3161,8085,8623,8627,8571,10119,8675,4840,5224,8575,8235,7762,1045,4382,10954,5880,3274,6389,4849,3257,6417,6853,5273,5046,5761,8438,922,9135,12330,5275,8266,2741,8227,8462,7047,9825,3279,539,6734,13460,1360,3958,3272,6602,1571,4792,8373,8346,5346,2550,6362,5523,6222,8374,8780,7932,7108,8501,8634,2128,1244,8584,8763,2984,5630,5553,3988,7634,9595,7660,855,3452,8508,8209,3286,8195,1241,368,8697,4541,8344,3506,8262,7860,8458,7293,1114,3211,7999,3375,
Inchon,6164,7744,8010,8736,14946,2741,7958,3096,9811,8250,10997,6518,9717,1558,9810,10953,2728,10659,2456,10645,14909,2169,14825,424,9817,13604,933,4135,1419,7840,14375,5098,14927,5809,13480,4975,5270,290,3662,62,8026,3217,2860,614,11183,13811,11358,13740,4194,11456,13081,9325,10719,13319,9712,14856,5938,907,1049,4176,9398,4294,14821,1383,13429,13467,399,1208,1632,4193,12732,12678,621,5188,1055,725,1158,2201,11279,10164,8274,,1210,11453,6113,422,2591,10288,2608,572,4192,5506,4785,6527,481,4786,12399,9450,10571,9395,1291,2121,14834,11297,,8325,11281,9580,2119,2491,6813,2716,8896,8920,9988,6473,653,8170,11299,11075,8015,7468,5386,481,887,891,1027,5381,936,13059,4110,1030,557,712,9255,12601,9341,3201,6239,14608,11908,5204,14636,3646,13493,13265,13981,3736,9141,1376,4601,10628,47,5730,332,410,1822,10206,6244,8730,11463,5778,9579,12177,11491,14821,9790,13011,730,649,11552,10769,11660,13742,3078,731,1249,502,1406,959,897,10348,9463,1039,1232,11203,10033,2731,12207,852,10151,2732,9065,11666,456,478,6251,434,9450,8386,937,12760,744,11725,558,495,912,1108,9290,11430,570,6326,
Ishikariwan-Shinko,6830,6702,8676,9402,15612,3336,8624,3762,10476,8916,10816,7184,10383,2216,10476,11618,3406,11325,3113,11311,15575,2835,15491,1475,10483,14270,890,4801,2085,8506,15041,4036,15593,4763,14146,5641,5936,1352,4319,1177,8692,3825,3454,766,11849,14477,12024,14406,4860,11274,13747,9991,11385,13985,10378,15522,6604,1614,757,4842,10064,4402,15487,2049,14095,14133,916,328,2298,4859,13398,13344,913,5854,762,1017,593,2867,11945,10830,8940,1210,,12132,6792,1228,3269,10967,3287,1086,4871,6185,5464,7206,792,3746,13078,10129,11250,10074,430,2791,15512,11976,1321,9004,11959,10258,2789,3100,5798,3395,9575,9599,8988,7152,964,8849,11132,11754,8694,8146,6065,903,,,761,5450,389,13738,4789,764,868,1302,9934,13280,8326,3879,6918,15287,12587,5883,15315,4316,14171,13944,14659,3886,9820,284,3561,11307,1221,6408,1302,1478,2501,9373,6923,9409,11297,4759,10258,12856,12170,15500,10469,13690,1041,959,12230,11448,11714,14421,3757,1042,505,1271,2085,811,,11026,10142,774,514,11882,10712,3410,12886,1565,9456,3275,9744,12332,1524,789,6930,889,10129,9064,443,13439,1022,12404,869,1264,893,1786,9969,12109,1338,6991,
Isle of Grain,6387,11845,3459,3062,5142,10514,3740,8380,1676,3429,6631,5016,1937,10210,1675,777,8719,4455,10182,4389,5106,9486,5022,11659,1662,4010,11651,8585,10301,6622,4782,14178,5124,13329,3554,6568,6516,11535,10040,11420,8589,10598,10306,11547,521,2574,124,3848,7898,6365,3103,3033,774,3846,2114,5053,6146,10891,11765,8150,2443,12668,5018,10316,3870,3908,11342,12125,10222,8482,2749,1441,11496,6550,11770,11589,11862,9518,623,1352,3234,11453,12132,,6317,11174,8877,1443,8838,11242,8103,6233,6697,6731,11380,14838,1039,3149,4604,3094,12209,10141,5053,255,11410,3323,778,2283,9573,10462,12381,9597,3192,2807,9653,6678,11520,8750,6240,648,6487,8041,6330,11254,11793,11797,11741,12047,11845,3106,8394,11744,11405,10932,2954,1240,10195,9050,6444,4828,4012,6427,4855,10023,4091,3799,4339,11608,2333,12304,14875,4537,11435,5910,11397,11631,10217,9065,6449,2924,5963,13369,2284,817,157,5040,1811,3056,11543,11515,4569,1775,5591,3880,9391,11543,11950,11102,10278,11671,11803,1158,2017,11754,11932,548,4892,8723,847,10803,8835,10829,2694,333,11677,11378,6455,11364,3149,3447,11867,1400,11514,382,11431,11029,11628,10463,3585,128,11169,6548,
Jebel Ali,81,13238,2884,3610,9820,5174,2832,3041,4684,3124,9814,1392,4591,4870,4683,5826,3398,8299,4842,8233,9783,4146,9699,6319,4691,8478,6311,3245,4961,5722,9249,10640,9801,11325,8354,1228,1157,6196,4700,6080,5907,5277,4966,6207,6056,8685,6232,8614,2558,9803,7955,4199,5593,8193,4586,9730,245,5551,6425,2811,4272,7328,9695,4976,8303,8341,6002,6785,4882,3142,7606,7552,6156,1190,6430,6249,6522,4178,6153,5038,3148,6113,6792,6317,,5853,3556,5181,3517,5921,2782,761,1377,513,6059,10364,7292,4342,8454,4287,6888,4821,9726,6190,6089,3217,6173,4472,4252,5141,12324,4276,3789,3812,11663,459,6199,6063,9666,5968,5908,5360,951,5933,6472,6476,6420,7967,6524,7952,3073,6423,6084,5611,4147,7494,12204,3729,230,9501,7961,1085,9528,4702,8385,8158,8873,6287,4034,6983,10178,8387,6114,443,6076,6310,4896,11075,211,3622,9570,11309,4472,7070,6384,9713,4683,7904,6222,6195,8457,5661,9474,8635,4070,6222,6629,5781,4957,6350,6482,5240,4356,6433,6611,6096,7925,3402,7100,5482,10845,5509,3958,6540,6356,6057,241,6043,4343,3278,6546,7653,6193,6618,6111,5708,6307,5142,4182,6323,5848,310,
Jiangsu,5894,7752,7740,8466,14676,2501,7688,2826,9541,7980,10851,6248,9447,1288,9540,10683,2471,10389,2186,10375,14639,1899,14555,604,9547,13334,920,3865,1149,7570,14105,5107,14657,5818,13210,4705,5000,481,3392,389,7756,2990,2619,622,10913,13541,11088,13470,3924,11309,12811,9055,10449,13049,9442,14586,5668,634,1036,3906,9128,4136,14551,1113,13159,13197,409,1216,1362,3923,12462,12408,621,4918,1041,725,1145,1931,11009,9894,8004,422,1228,11174,5853,,2334,10031,2351,539,3935,5249,4528,6270,499,4814,12142,9193,10314,9138,1318,1864,14577,11040,377,8068,11024,9323,1862,2265,6841,2459,8639,8663,10016,6216,671,7913,11167,10818,7758,7211,5129,433,912,916,1033,5249,963,12802,3853,1036,576,558,8998,12344,9369,2944,5982,14351,11651,4947,14379,3389,13235,13008,13724,3592,8884,1404,4629,10371,427,5473,364,599,1565,10166,5987,8473,11331,5806,9322,11920,11234,14564,9533,12754,749,667,11295,10512,11403,13485,2821,749,1255,222,1149,966,922,10091,9206,1045,1238,10946,9776,2474,11950,592,10092,2524,8808,11396,645,497,5994,462,9193,8129,965,12503,763,11468,577,215,919,851,9033,11173,289,6056,
Johore,3598,9716,5444,6170,12380,1753,5392,530,7244,5684,9366,3952,7150,1348,7243,8386,175,8092,1422,8078,12343,624,12259,2796,7251,11038,2789,1569,1439,5274,11809,7118,12361,7803,10914,2409,2704,2673,1746,2558,5460,1988,1558,2685,8616,11245,8792,11174,1628,9356,10515,6759,8153,10753,7146,12290,3372,2029,2903,1610,6832,3950,12255,1454,10863,10901,2480,3263,1360,1627,10166,10112,2634,2621,2908,2727,3000,656,8713,7598,5708,2591,3269,8877,3556,2334,,7735,56,2399,1639,2953,2232,3974,2537,6842,9846,6897,8018,6842,3366,1298,12281,8744,2567,5772,8728,7027,730,1713,8801,754,6344,6367,10740,3921,2677,5617,9221,8523,5463,4915,2833,2411,2950,2954,2898,5136,3002,10507,1557,2901,2562,2089,6702,10048,10779,849,3686,12056,9355,2651,12083,1740,10940,10713,11428,2901,6588,3461,6656,8075,2592,3177,2554,2788,1374,10305,3691,6177,9124,7787,7026,9624,8939,12268,7237,10458,2700,2673,8999,8216,9108,11190,726,2700,3107,2259,1435,2828,2960,7795,6911,2911,3089,8650,7480,178,9654,1960,10114,2080,6512,9100,2834,2535,3698,2521,6897,5833,3024,10207,2671,9172,2588,2186,2785,1620,6737,8878,2326,3759,
Jorf Lasfar,5222,10563,2294,1897,4784,9349,2576,7216,511,2264,5361,3852,772,9045,510,952,7562,3150,9017,3084,4747,8321,4664,10494,498,3404,10486,7420,9136,5316,4171,12897,4766,12047,3356,5403,5351,10371,8875,10255,7284,9441,9141,10382,1182,3811,1357,3599,6733,5094,2964,1868,718,,949,4694,4982,9726,10600,6986,1278,11503,4659,9152,3224,3262,10177,10960,9057,7317,2643,2677,10331,5385,10605,10424,10697,8353,1278,265,2069,10288,10967,1443,5181,10031,7735,,7681,10085,6946,5076,5540,5574,10223,13540,2366,1992,3285,1937,11052,8984,4669,1263,10253,2166,1247,1126,8416,9305,11083,8440,2035,1650,8355,5521,10363,7430,4953,1042,5167,6721,5173,10097,10636,10640,10584,10749,10688,2941,7237,10587,10248,9775,1797,2567,8896,7893,5287,4444,2792,5270,4471,8866,3258,,3791,10451,1176,11147,13577,3217,10278,4753,10240,10474,9060,7767,5292,1767,4677,12071,1127,2143,1458,4656,654,2891,10386,10358,3288,495,4304,3605,8234,10386,10793,9945,9121,10514,10646,314,860,10597,10775,1170,3573,7566,2174,9646,7537,9672,1537,1665,10520,10221,5298,10207,1992,2290,10710,2727,10357,1691,10274,9872,10471,9306,2428,1397,10012,5384,
Jurong Island,3558,9734,5405,6130,12340,1771,5352,490,7205,5645,9327,3912,7111,1366,7204,8347,134,8053,1439,8039,12303,641,12220,2814,7211,10998,2807,1529,1457,5234,11770,7136,12322,7821,10874,2369,2665,2691,1764,2575,5420,2009,1576,2702,8577,11206,8752,11135,1589,9316,10476,6719,8113,10714,7106,12251,3333,2047,2920,1570,6792,3968,12215,1472,10824,10862,2498,3280,1378,1587,10127,10072,2652,2582,2926,2745,3018,674,8673,7559,5668,2608,3287,8838,3517,2351,56,7681,,2420,1598,2912,2191,3933,2558,6863,9805,6856,7977,6801,3387,1319,12240,8703,2588,5731,8687,6986,751,1734,8822,775,6303,6326,10761,3880,2698,5576,9180,8482,5422,4874,2792,2432,2971,2975,2919,5157,3023,10466,1516,2922,2583,2110,6661,10007,10800,870,3645,12015,9314,2610,12042,1761,10899,10672,11387,2922,6547,3482,6677,8034,2613,3136,2575,2809,1395,10326,3650,6136,9083,7808,6985,9583,8897,12227,7196,10417,2721,2693,8958,8175,9067,11149,747,2721,3128,2280,1456,2849,2981,7754,6870,2932,3110,8609,7439,137,9613,1981,10135,2101,6471,9060,2855,2556,3657,2542,6856,5792,3045,10166,2692,9131,2609,2207,2806,1641,6696,8837,2347,3720,
Kagoshima,5963,7429,7809,8534,14744,2371,7756,2895,9609,8049,10502,6317,9515,1346,9608,10751,2539,10457,2209,10443,14708,1968,14624,830,9616,13402,478,3933,1218,7639,14174,4821,14726,5507,13279,4774,5069,707,3396,539,7824,2861,2489,512,10981,13610,11156,13539,3993,10961,12880,9123,10517,13118,9511,14655,5737,780,594,3974,9196,3822,14620,1182,13228,13266,327,966,1430,3991,12531,12477,303,4986,599,402,703,2000,11077,9963,8072,572,1086,11242,5921,539,2399,10085,2420,,4004,5318,4597,6339,300,4548,12211,9261,10382,9206,1114,1922,14645,11108,660,8136,11092,9391,1920,2135,6517,2528,8708,8731,9639,6285,349,7982,10819,10887,7827,7279,5198,172,759,763,591,4900,811,12871,3921,594,234,371,9066,12412,9036,3012,6051,14420,11719,5016,14447,3391,13304,13077,13792,3278,8952,1280,4362,10439,579,5541,647,827,1633,9725,6056,8541,10983,5497,9390,11988,11303,14632,9602,12823,381,344,11363,10580,11400,13554,2889,382,813,515,1217,524,769,10159,9275,604,796,11015,9844,2543,12019,724,9650,2341,8876,11465,873,298,6062,353,9262,8197,854,12572,352,11536,260,488,477,919,9101,11242,582,6124,
Kakinada,2824,11318,4670,5396,11606,3355,4618,1128,6470,4910,8810,3178,6377,2949,6469,7612,1474,7534,3023,7520,11569,2225,11485,4398,6477,10264,4390,653,3041,4718,11035,8719,11587,9404,10140,1635,1930,4275,3055,4159,4903,3579,3159,4286,7842,10471,8018,10400,286,8800,9741,5985,7379,9979,6372,11516,2598,3631,4504,,6058,5552,11481,3056,10089,10127,4081,4864,2961,489,9392,9338,4235,1848,4510,4329,4601,2258,7939,6824,4934,4192,4871,8103,2782,3935,1639,6946,1598,4004,,2173,1452,3194,4135,8439,9066,6117,7454,6062,4963,2896,11501,7964,4165,4992,7948,6247,2328,3310,10399,2352,5563,5587,10653,3140,4275,,8657,7742,4899,4351,2053,4009,4548,4552,4496,6460,4600,9726,,4499,4160,3687,5922,9268,11194,2031,2906,11275,8791,1871,11303,3052,10160,9932,10648,4499,5808,5059,8254,7511,4190,2397,4152,4386,2972,10065,2911,5397,8561,9385,6246,8844,8158,11488,6457,9678,4298,4270,8435,7436,8544,10409,2324,4298,4705,3856,3033,4426,4558,7015,6130,4509,4687,7870,6916,1477,8874,3558,9835,3678,5732,8326,4432,4133,2918,4119,6117,5053,4621,9427,4269,8392,4186,3784,4383,3218,5957,8097,3924,2985,
Karachi,803,12632,2800,3525,9735,4567,2747,2434,4600,3040,9209,1308,4506,4263,4599,5742,2786,7933,4235,7919,9699,3539,9615,5712,4607,8393,5704,2638,4355,5117,9165,10033,9717,10718,8270,597,498,5589,4093,5473,5303,4665,4360,5600,5972,8601,6147,8530,1952,9199,7871,4114,5508,8109,4502,9646,588,4944,5818,2204,4187,6721,9611,4370,8219,8257,5395,6178,4275,2536,7522,7467,5549,532,5824,5643,5915,3571,6068,4954,3063,5506,6185,6233,761,5249,2953,5076,2912,5318,2173,,749,1171,5447,9752,7193,4244,7853,4189,6276,4208,9628,6091,5477,3119,6075,4374,3640,4529,11711,3664,3691,3714,11053,1117,5587,5453,9057,5870,5298,4750,271,5321,5860,5864,5808,7355,5912,7854,2461,5811,5472,4999,4049,7395,11594,3117,883,9403,7862,421,9430,4090,8287,8060,8775,5675,3935,6371,9566,7911,5502,441,5464,5698,4284,10465,888,3524,8960,10697,4373,6971,6286,9615,4585,7805,5610,5582,8359,5563,8943,8537,3458,5610,6017,5169,4345,5738,5870,5142,4258,5821,5999,5997,7315,2790,7001,4870,10235,4896,3859,6456,5744,5445,895,5431,4244,3180,5934,7554,5581,6519,5498,5096,5695,4530,4084,6225,5236,964,
Karwar,1418,11911,3264,3990,10200,3846,3212,1713,5064,3504,8513,1772,4971,3542,5064,6206,2065,7236,3514,7222,10163,2818,10079,4991,5071,8858,4983,1917,3634,4421,9629,9312,10181,9997,8734,209,,4868,3372,4752,4606,3944,3639,4879,6437,9065,6612,8994,1230,8502,8335,4579,5973,8573,4966,10110,,4223,5097,1483,4652,6000,10075,3649,8683,8721,4674,5457,3554,1814,7986,7932,4828,,5103,4922,5194,2850,6533,5418,3528,4785,5464,6697,1377,4528,2232,5540,2191,4597,1452,749,,1785,4726,9031,7657,4708,7157,4653,5554,3487,10092,6555,4756,3583,6539,4838,2919,3808,10990,2943,4155,4178,10357,1732,4866,,8360,6334,4602,4054,,4600,5139,5143,5087,6634,5191,8318,1740,5090,4751,4278,4513,7859,10898,2396,1498,9867,8326,,9894,3369,8751,8524,9239,4954,4399,5650,8845,7214,4781,988,4743,4977,3563,9769,1502,3988,8263,9976,4837,7435,6750,10079,5049,8269,4889,4861,8138,6027,8247,9001,2737,4889,5296,4448,3624,5017,5149,5606,4722,5100,5278,6461,6619,2069,7465,4149,9539,4175,4323,6920,5023,4724,1509,4710,4708,3644,5213,8018,4860,6983,4777,4375,4974,3809,4548,6689,4515,1579,
