from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bahrain,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ogishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang,Guanabara
Hammerfest,13569,6221,15416,4305,5569,13713,15363,12563,2919,4672,7789,13731,13923,3180,14371,2918,2099,12916,5674,13511,5608,5532,13668,5449,14180,2906,4601,13225,12984,14484,7840,5321,9063,5551,8200,3975,12395,12690,14057,12589,13882,9808,13549,13402,13421,1603,1176,1459,4269,12297,7522,3524,4276,2053,4548,3357,5479,13344,14316,13095,12550,3686,13217,5444,14499,4494,4532,13604,12818,14405,12881,3170,,13554,12603,13115,13421,12980,13692,1469,2574,4464,13944,12895,1441,13521,13953,13074,2677,13034,13623,12515,12914,12218,13935,13519,9717,1648,4383,5806,4328,12660,13819,5454,1585,14037,4557,1547,3517,13760,13723,7125,13793,4426,4042,7473,13882,13464,9952,7378,1965,7689,9243,12795,13633,13166,13132,13107,12075,13076,3500,12806,13110,13518,13851,4188,1850,6801,12530,13648,5229,5114,12624,5256,12583,4794,4479,4843,13568,3567,12690,9753,5739,13936,13135,14018,14193,14413,7966,13653,4158,7101,8234,3518,1426,1398,5441,3045,3451,13398,13455,5706,2975,6729,4275,12861,13399,12915,13996,14474,13157,13176,2393,3251,13120,12924,1592,6094,12919,1456,14270,8162,14091,3929,1227,14239,13517,13659,13565,4383,4682,13199,2009,13369,1294,13545,13989,13239,14455,4820,1457,14064,
Hatsukaichi,6194,7357,8040,14218,9880,2568,7988,3126,12831,14584,10601,6356,6548,13092,1569,12831,12696,2771,10689,2408,10675,9848,2199,9791,867,12818,9048,407,4165,1449,7870,8238,4750,9877,5436,10105,5005,5300,744,3592,569,8056,3058,2686,365,12665,14684,12951,9801,4224,11059,10405,14189,12465,9394,13270,9818,5969,1006,522,4206,13598,3958,9787,1414,9193,9163,308,894,1662,4223,10558,13554,,5226,523,156,627,2231,12705,12497,14377,621,913,12997,6156,621,2634,12387,2652,303,4235,5549,4828,6570,128,4472,13693,14296,10614,14241,1006,2135,9779,12841,714,14471,12522,13430,2143,2332,6441,2759,14340,13955,9573,6516,105,8213,10917,12733,8058,7511,5429,288,587,591,515,5021,639,10375,4153,518,93,574,14101,13895,8960,3244,6282,9643,11010,5247,9624,3587,9401,9398,8761,3417,13480,1108,4286,10671,613,5773,695,870,1865,9712,6287,14071,11081,5421,13431,13471,13036,9766,12958,10539,182,101,11595,12035,11499,9789,3126,183,737,663,1449,447,597,12390,13164,527,719,12645,10076,2774,13501,950,9666,2529,13842,13100,916,126,6294,274,14297,14595,690,14054,197,13269,60,656,400,1151,14733,12975,731,
Hazira,1233,12309,3100,11968,12777,4244,3048,2111,10582,12335,8899,1394,,10843,3941,10581,10910,2463,7622,3912,7608,12746,3216,12689,5389,10568,11112,5381,2315,4032,4806,11638,9710,12774,10395,12061,,,5266,3770,5150,,4342,4037,5277,11141,13737,11316,12052,1629,8888,11932,11939,10677,10597,11020,12715,1011,4622,5495,1881,11349,6398,12684,4047,10931,10959,5073,5855,3952,2213,11692,12603,5226,,5493,5309,5584,3240,11238,10328,12145,5188,5854,11389,1190,4918,2621,10083,2582,4986,1848,532,,1604,5125,9429,12335,12064,7543,12009,5953,3886,12696,11233,5154,12238,11193,11198,3317,4206,11389,3341,12107,11722,10743,1551,5264,,8746,11011,4987,4440,408,4998,5537,5541,5485,7032,5589,11922,2138,5488,5149,4676,11869,12537,11284,2794,1317,12560,8880,,12540,3767,10577,10662,11491,5352,11248,6049,9243,7600,5179,822,5141,5376,3961,10154,1322,11839,8649,10374,11199,12113,11427,12683,10726,11898,5287,5260,8524,9666,8632,12060,3135,5287,5694,4846,4022,5415,5547,10319,10932,5498,5677,11139,7005,2467,12143,4547,9925,4573,11609,11624,5422,5122,1328,5109,12064,12363,5611,12696,5258,11661,5176,4773,5372,4207,12501,11366,4913,
Higashi-Ogishima,6470,6922,8316,13779,9441,2718,8263,3402,12392,14146,10360,6631,6824,12653,1838,12392,12258,3045,10964,2579,10950,9410,2486,9353,1300,12379,8609,213,4440,1746,8146,7799,4314,9438,5000,9666,5281,5576,1177,3742,1002,8332,3206,2836,798,12227,14246,12513,9362,4500,10818,9966,13750,12027,8956,12831,9380,6244,1302,14,4482,13160,3846,9348,1710,8754,8724,741,459,1958,4498,10120,13115,523,5493,,395,189,2518,12269,12061,13942,1055,762,12562,6430,1041,2908,11951,2926,599,4510,5824,5103,6844,561,4034,13257,13861,10888,13806,600,2327,9344,12406,1147,14035,12086,12995,2410,2481,6006,3046,13904,13519,9151,6791,439,8488,10673,12297,8333,7785,5704,706,864,830,16,4891,774,9939,4427,8,495,842,13666,13459,8525,3514,6557,9208,10574,5522,9188,3736,8966,8962,8326,3327,13044,954,3848,10945,1046,6047,1128,1304,2160,9297,6562,13636,10838,4983,12996,13035,12600,9331,12522,10103,372,429,11398,11600,11255,9354,3314,373,299,1044,1746,134,874,11954,12729,13,282,12210,10350,3049,13065,1247,9273,2626,13406,12662,1350,559,6568,707,13861,14159,968,13618,343,12834,521,1016,216,1448,14297,12539,1112,
Himeji,6286,7224,8132,14084,9747,2619,8080,3218,12698,14451,10632,6447,6640,12959,1654,12697,12563,2864,10780,2466,10766,9715,2297,9658,969,12685,8915,274,4257,1547,7962,8104,4617,9744,5302,9972,5097,5392,846,3643,671,8148,3109,2737,467,12532,14551,12818,9667,4316,11090,10271,14055,12332,9261,13136,9685,6060,1103,389,4298,13465,3915,9654,1511,9059,9029,410,761,1759,4315,10425,13421,156,5309,395,,492,2331,12570,12362,14242,725,1017,12862,6249,725,2727,12252,2745,402,4329,5643,4922,6663,232,4337,13558,14161,10707,14106,903,2203,9644,12707,818,14336,12387,13295,2230,2384,6306,2859,14205,13820,9438,6610,69,8307,10946,12598,8152,7604,5523,392,691,695,380,4974,743,10240,4246,383,193,661,13966,13760,8825,3333,6376,9508,10875,5341,9489,3639,9266,9263,8626,3384,13345,1212,4151,10764,717,5866,799,974,1965,9577,6381,13936,11110,5286,13296,13336,12901,9631,12823,10404,47,59,11688,11900,11528,9655,3220,48,602,768,1549,312,701,12255,13030,392,585,12510,10169,2868,13366,1050,9531,2563,13707,12967,1020,230,6387,378,14162,14460,794,13919,62,13134,164,760,265,1250,14598,12840,835,
Hitachi,6560,6787,8406,13644,9306,2800,8354,3492,12257,14010,10387,6722,6914,12518,1928,12257,12123,3137,11055,2664,11041,9274,2577,9218,1404,12244,8474,317,4531,1838,8236,7664,4162,9303,4859,9531,5371,5667,1281,3825,1106,8422,3290,2919,902,12092,14110,12377,9227,4590,10845,9831,13615,11892,8821,12696,9244,6335,1406,183,4572,13024,3866,9213,1802,8619,8589,845,282,2048,4589,9984,12980,627,5584,189,492,,2609,12138,11930,13810,1158,593,12430,6522,1145,3000,11820,3018,703,4601,5915,5194,6936,665,3908,13126,13729,10980,13674,,2418,9212,12275,1251,13904,11955,12863,2502,2565,5875,3137,13773,13388,9065,6882,542,8579,10703,12166,8424,7877,5795,809,694,661,187,4914,604,9808,4519,191,598,934,13534,13328,8403,3606,6648,9076,10443,5613,9057,3820,8834,8831,8194,3349,12913,791,3717,11037,1150,6139,1232,1407,2251,9244,6653,13504,10867,4847,12864,12904,12469,9199,12391,9972,476,532,11266,11469,11285,9223,3400,476,134,1148,1838,238,704,11823,12598,200,,12078,10442,3140,12934,1350,9209,2702,13275,12526,1453,662,6660,811,13730,14028,798,13487,447,12702,625,1120,320,1539,14166,12408,1215,
Ho Chi Min City,4216,9319,6063,13057,11839,2072,6010,1148,11671,13424,9985,4378,4570,11932,957,11670,11999,793,8711,1436,8697,11808,50,11751,2394,11657,11007,2397,2187,1032,5892,10197,6727,11836,7407,12064,3027,3323,2271,2251,2155,6078,2495,2063,2282,12229,14826,12405,11760,2247,9974,12364,13028,11766,11354,12109,11778,3991,1627,,2228,12438,4136,11746,1047,11152,11122,2078,2864,953,2245,12518,13692,2231,3240,2518,2331,2609,,12331,11421,13238,2201,2867,12482,4178,1931,656,11177,674,2000,2258,3571,2850,4592,2138,6454,13428,13157,8636,13102,2966,1115,11746,12326,2168,13332,12286,12291,626,1836,8407,758,13201,12816,10796,4539,2278,6236,9839,12105,6081,5533,3451,2012,2551,2555,2510,5281,2603,12341,2175,2514,2163,1700,12962,13630,10754,1356,4305,11610,9973,3270,11590,2248,11368,11364,10728,3332,12341,3062,6269,8693,2193,3795,2155,2389,970,10418,4309,12932,9742,7395,12292,13206,12521,11733,11819,12505,2310,2273,9617,10759,9726,11756,1233,2311,2719,1859,1031,2439,2561,11412,12026,2523,2702,12232,8098,796,13236,1561,10229,2108,12703,12713,2435,2136,4316,2122,13158,13456,2624,13789,2281,12754,2189,1787,2396,1220,13594,12460,1927,
Holyhead,12200,5388,14046,2912,4830,12344,13994,11194,1525,3278,6467,12362,12554,1786,13002,1525,654,11549,4304,12142,4239,4793,12299,4710,13348,1512,3721,12393,11615,13115,6471,4489,8231,4812,7368,3229,11025,11321,13225,11219,13050,8438,12183,12033,12589,158,2602,568,3523,10928,6200,2778,2883,633,3584,1964,4741,11975,13484,12263,11180,2292,12385,4705,13130,3586,3624,12772,11985,13035,11512,2424,1469,12705,11238,12269,12570,12138,12331,,1175,3065,13116,12067,623,12155,13124,11707,1278,11668,12795,11148,11547,10851,12569,12690,8888,1448,2984,4439,2929,11832,12452,4719,467,13208,3158,411,2118,12393,12356,6297,12427,3027,2642,6644,12515,12636,8585,6059,519,6322,7876,11429,12804,12337,12304,12279,11247,12247,2759,11439,12282,12690,13023,2789,1650,5973,11163,12281,4494,3830,11258,4521,11216,3803,3505,4015,12740,2168,11861,8925,4372,13108,11769,13189,13365,13046,7138,12286,2759,5782,7405,2119,1226,661,4706,1646,2709,12570,12626,4388,1610,5409,3534,11494,12570,12087,13168,13108,12328,12347,994,1852,12291,12096,145,4727,11552,1256,13442,7334,12724,2529,841,13411,12688,12293,12736,2984,3283,12371,1809,12541,895,12717,13161,12411,13293,3421,601,13235,
Huelva,11290,5181,13136,1778,4850,11433,13083,10283,391,2144,5605,11451,11644,652,12091,391,849,10638,3394,11231,3328,4813,11389,4729,13140,378,3510,12186,10704,12204,5561,4281,8023,4831,7160,3382,10115,10410,13017,10309,12842,7528,11272,11122,12382,1079,3707,1254,3636,10017,5338,2980,1749,615,,830,4760,11064,12794,12056,10270,1158,12177,4725,12219,3336,3374,12564,11778,12125,10602,2628,2574,12497,10328,12061,12362,11930,11421,1175,,1951,12902,11853,1352,11244,12911,10797,265,10757,12581,10238,10637,9941,11658,12477,8675,2299,1869,3529,1814,11618,11542,4733,1196,12995,2044,1180,1003,11483,11446,6083,11516,1913,1528,6431,11605,12423,7675,5197,975,5412,6966,10518,12591,12124,12090,12065,10993,12034,2959,10528,12068,12476,12809,1674,2500,5759,10252,11370,4508,3028,10347,4536,10306,3406,,3882,12309,1053,11648,8711,3462,12894,10858,12976,13151,12136,6924,11375,1644,4921,7192,1005,2076,1391,4721,531,2910,12356,12413,3532,724,4548,3642,10584,12357,11874,12954,12197,12115,12134,247,738,12078,11883,1103,3817,10642,2107,12722,7120,11813,1415,1562,13197,12475,11382,12523,1870,2168,12157,2660,12327,1624,12503,12947,12197,12382,2306,1330,13022,
Idku,13107,7061,14953,566,6732,13251,14901,12101,1597,268,7423,13269,13461,1499,13909,1596,2739,12452,5211,13049,5146,6695,13206,6612,15021,1603,5390,14066,12522,14022,7378,6162,9904,6714,9041,5266,11932,12228,14898,12126,14723,9346,13086,12940,14262,2969,5598,3144,5527,11835,7156,4868,1121,2505,5106,1495,6643,12882,14611,13936,12087,1184,14058,6607,14037,5216,5254,14444,13658,13942,12419,4519,4464,14377,12145,13942,14242,13810,13238,3065,1951,,14780,13730,3234,13058,14788,12610,2069,12571,14458,12051,12450,11754,13472,14354,10552,4180,1240,5342,1185,13495,13355,6614,3078,14872,266,3061,1360,13296,13259,7961,13330,720,693,8308,13418,14300,9488,7010,2856,7225,8779,12332,14468,14001,13967,13942,12807,13911,4840,12342,13946,14354,14664,1045,4382,7636,12066,13184,6389,4849,12161,6417,12119,5273,5046,5761,14123,922,13525,10589,5275,14771,12672,14853,15028,13949,8801,13189,539,6734,9069,1360,3958,3272,6602,1571,4792,14233,14290,5346,2550,6362,5523,12397,14234,13751,14831,14011,13992,14011,2128,1244,13955,13760,2984,5630,12455,3988,14536,8997,13627,855,3452,15074,14352,13195,14400,1241,368,14035,4541,14204,3506,14380,14762,14074,14196,1114,3211,14899,
Inchon,6164,7744,8010,14608,10270,2741,7958,3096,13222,14975,10997,6326,6518,13483,1558,13221,13087,2728,10659,2456,10645,10239,2169,10182,424,13208,9438,933,4135,1419,7840,8628,5098,10267,5809,10496,4975,5270,290,3662,62,8026,3217,2860,614,13056,15075,13342,10191,4194,11456,10795,14579,12856,9785,13660,10209,5938,907,1049,4176,13989,4294,10178,1383,9583,9553,399,1208,1632,4193,10949,13944,621,5188,1055,725,1158,2201,13116,12902,14780,,1210,13376,6113,422,2591,12765,2608,572,4192,5506,4785,6527,481,4786,14071,14675,10571,14619,1291,2121,10157,13220,,14849,12900,13809,2119,2491,6813,2716,14718,14333,9988,6473,653,8170,11299,13111,8015,7468,5386,481,887,891,1027,5381,936,10753,4110,1030,557,712,14479,14273,9341,3201,6239,10022,11388,5204,10002,3646,9780,9776,9140,3736,13858,1376,4601,10628,47,5730,332,410,1822,10206,6244,14450,11463,5778,13810,13849,13414,10145,13336,10917,730,649,11552,12414,11660,10168,3078,731,1249,502,1406,959,897,12768,13543,1039,1232,13024,10033,2731,13879,852,10151,2732,14220,13491,456,478,6251,434,14675,14973,937,14432,744,13648,558,495,912,1108,15111,13353,570,
Ishikariwan-Shinko,6830,6702,8676,13559,9221,3336,8624,3762,12172,13925,10816,6991,7184,12433,2216,12172,12038,3406,11325,3113,11311,9189,2835,9133,1475,12159,8389,890,4801,2085,8506,7579,4036,9218,4763,9446,5641,5936,1352,4319,1177,8692,3825,3454,766,12007,14026,12292,9142,4860,11274,9746,13530,11807,8736,12611,9159,6604,1614,757,4842,12939,4402,9128,2049,8534,8504,916,328,2298,4859,9900,12895,913,5854,762,1017,593,2867,12067,11853,13730,1210,,12353,6792,1228,3269,11743,3287,1086,4871,6185,5464,7206,792,3746,13049,13652,11250,13597,430,2791,9135,12197,1321,13827,11878,12786,2789,3100,5798,3395,13696,13311,8988,7152,964,8849,11132,12089,8694,8146,6065,903,,,761,5450,389,9731,4789,764,868,1302,13457,13251,8326,3879,6918,8999,10366,5883,8980,4316,8757,8754,8117,3886,12836,284,3561,11307,1221,6408,1302,1478,2501,9373,6923,13427,11297,4759,12787,12827,12392,9122,12314,9895,1041,959,11189,11391,11714,9145,3757,1042,505,1271,2085,811,,11746,12521,774,514,12001,10712,3410,12857,1565,9456,3275,13198,12441,1524,789,6930,889,13653,13951,443,13410,1022,12625,869,1264,893,1786,14089,12331,1338,11728
Isle of Grain,12351,5681,14197,3062,5142,12494,14145,11344,1676,3429,6631,12512,12705,1937,13153,1675,777,11714,4455,12292,4389,5106,12450,5022,13641,1662,4010,12686,11765,13265,6622,4782,8524,5124,7661,3554,11176,11471,13518,11370,13342,8589,12348,12183,12882,521,2574,124,3848,11079,6365,3103,3033,774,3846,2114,5053,12125,13777,12556,11331,2443,12678,5018,13280,3870,3908,13064,12278,13186,11663,2749,1441,12997,11389,12562,12862,12430,12482,623,1352,3234,13376,12353,,12319,13436,11872,1443,11832,13106,11313,11712,11016,12734,13002,9200,1039,3149,4604,3094,12143,12617,5053,255,13520,3323,778,2283,12558,12521,6609,12591,3192,2807,6956,12680,12948,8750,6240,648,6487,8041,11594,13116,12649,12615,12590,11558,12559,3106,11604,12593,13002,13334,2954,1240,6284,11328,12446,4828,4012,11422,4855,11381,4091,3799,4339,13051,2333,12173,9236,4537,13419,11934,13501,13676,13211,7449,12451,2924,5963,7717,2284,817,157,5040,1811,3056,12881,12938,4569,1775,5591,3880,11659,12882,12399,13479,13272,12640,12659,1158,2017,12603,12408,548,4892,11717,847,13754,7645,12889,2694,333,13722,13000,12457,13048,3149,3447,12682,1400,12852,382,13028,13472,12722,13458,3585,128,13547,
Jebel Ali,81,13238,2884,12886,13695,5174,2832,3041,11500,13253,9814,310,1392,11761,4870,11499,11828,3398,8540,4842,8526,13664,4146,13607,6319,11486,12029,6311,3245,4961,5722,12556,10640,13692,11325,12979,1228,1157,6196,4700,6080,5907,5277,4966,6207,12059,14655,12234,12970,2558,9803,12850,12857,11595,11515,11938,13633,245,5551,6425,2811,12267,7328,13602,4976,11849,11877,6002,6785,4882,3142,12610,13521,6156,1190,6430,6249,6522,4178,12155,11244,13058,6113,6792,12319,,5853,3556,11004,3517,5921,2782,761,1377,513,6059,10364,13256,12985,8463,12930,6888,4821,13616,12153,6089,13159,12113,12119,4252,5141,12324,4276,13028,12643,11663,459,6199,6063,9666,11932,5908,5360,951,5933,6472,6476,6420,7967,6524,12843,3073,6423,6084,5611,12790,13457,12204,3729,230,13480,9800,1085,13461,4702,11498,11583,12412,6287,12168,6983,10178,8520,6114,443,6076,6310,4896,11075,211,12760,9570,11309,12120,13033,12348,13603,11647,12818,6222,6195,9444,10586,9553,12980,4070,6222,6629,5781,4957,6350,6482,11239,11853,6433,6611,12060,7925,3402,13064,5482,10845,5509,12530,12542,6356,6057,241,6043,12985,13283,6546,13617,6193,12581,6111,5708,6307,5142,13421,12287,5848,
Jiangsu,5894,7752,7740,14616,10279,2501,7688,2826,13230,14983,10851,6056,6248,13491,1288,13229,13095,2471,10389,2186,10375,10247,1899,10190,604,13217,9447,920,3865,1149,7570,8637,5107,10276,5818,10504,4705,5000,481,3392,389,7756,2990,2619,622,13064,15083,13350,10200,3924,11309,10804,14587,12864,9793,13668,10217,5668,634,1036,3906,13997,4136,10186,1113,9592,9562,409,1216,1362,3923,10957,13953,621,4918,1041,725,1145,1931,13124,12911,14788,422,1228,13436,5853,,2334,12793,2351,539,3935,5249,4528,6270,499,4814,14099,14702,10314,14647,1318,1864,10185,13247,377,14876,12928,13836,1862,2265,6841,2459,14745,14361,10016,6216,671,7913,11167,13139,7758,7211,5129,433,912,916,1033,5249,963,10781,3853,1036,576,558,14507,14300,9369,2944,5982,10049,11416,4947,10030,3389,9807,9804,9167,3592,13886,1404,4629,10371,427,5473,364,599,1565,10166,5987,14477,11331,5806,13837,13876,13442,10172,13364,10945,749,667,11295,12441,11403,10195,2821,749,1255,222,1149,966,922,12796,13570,1045,1238,13051,9776,2474,13907,592,10092,2524,14248,13499,645,497,5994,462,14702,15001,965,14460,763,13675,577,215,919,851,15139,13381,289,
Johore,3598,9716,5444,12439,12237,1753,5392,530,11052,12805,9366,3759,3952,11313,1348,11052,11381,175,8092,1422,8078,12205,624,12148,2796,11039,11405,2789,1569,1439,5274,10594,7118,12234,7803,12462,2409,2704,2673,1746,2558,5460,1988,1558,2685,11611,14207,11786,12157,1628,9356,12402,12410,11147,11067,11491,12175,3372,2029,2903,1610,11819,3950,12144,1454,11402,11430,2480,3263,1360,1627,12162,13074,2634,2621,2908,2727,3000,656,11707,10797,12610,2591,3269,11872,3556,2334,,10559,56,2399,1639,2953,2232,3974,2537,6842,12810,12539,8018,12484,3366,1298,12140,11708,2567,12714,11668,11673,730,1713,8801,754,12583,12198,10740,3921,2677,5617,9221,11486,5463,4915,2833,2411,2950,2954,2898,5136,3002,12398,1557,2901,2562,2089,12344,13012,10779,849,3686,12004,9355,2651,11985,1740,11052,11137,11122,2901,11723,3461,6656,8075,2592,3177,2554,2788,1374,10305,3691,12314,9124,7787,11674,12588,11902,12127,11201,12373,2700,2673,8999,10141,9108,12150,726,2700,3107,2259,1435,2828,2960,10794,11408,2911,3089,11614,7480,178,12618,1960,10114,2080,12085,12094,2834,2535,3698,2521,12540,12838,3024,13171,2671,12136,2588,2186,2785,1620,12976,11842,2326,
Jorf Lasfar,11045,5071,12892,1897,4784,11189,12839,10039,511,2264,5361,11207,11399,772,11847,510,952,10394,3150,10987,3084,4747,11144,4664,13030,498,3404,12076,10460,11960,5316,4171,7913,4766,7050,3356,9871,10166,12907,10065,12732,7284,11028,10878,12272,1182,3811,1357,3599,9773,5094,2964,1868,718,,949,4694,10820,12550,11946,10026,1278,12067,4659,11975,3224,3262,12454,11668,11881,10357,2643,2677,12387,10083,11951,12252,11820,11177,1278,265,2069,12765,11743,1443,11004,12793,10559,,10513,12471,9993,10393,9696,11414,12366,8564,2366,1992,3285,1937,11508,11297,4669,1263,12884,2166,1247,1126,11239,11202,5973,11272,2035,1650,6320,11360,12312,7430,4953,1042,5167,6721,10274,12480,12013,11980,11955,10749,11923,2941,10284,11958,12366,12607,1797,2567,5649,10008,11126,4444,2792,10103,4471,10062,3258,,3791,12065,1176,11537,8601,3217,12784,10614,12865,13041,11892,6814,11131,1767,4677,7081,1127,2143,1458,4656,654,2891,12245,12302,3288,495,4304,3605,10340,12246,11763,12777,11953,12004,12023,314,860,11967,11772,1170,3573,10398,2174,12478,7010,11569,1537,1665,13087,12364,11138,12412,1992,2290,12047,2727,12217,1691,12393,12704,12086,12138,2428,1397,12844,
Jurong Island,3558,9734,5405,12399,12254,1771,5352,490,11013,12766,9327,3720,3912,11274,1366,11012,11341,134,8053,1439,8039,12223,641,12166,2814,10999,11422,2807,1529,1457,5234,10612,7136,12251,7821,12479,2369,2665,2691,1764,2575,5420,2009,1576,2702,11571,14168,11747,12175,1589,9316,12363,12370,11108,11028,11451,12193,3333,2047,2920,1570,11780,3968,12161,1472,11362,11390,2498,3280,1378,1587,12123,13034,2652,2582,2926,2745,3018,674,11668,10757,12571,2608,3287,11832,3517,2351,56,10513,,2420,1598,2912,2191,3933,2558,6863,12769,12498,7977,12443,3387,1319,12161,11667,2588,12673,11627,11632,751,1734,8822,775,12542,12157,10761,3880,2698,5576,9180,11445,5422,4874,2792,2432,2971,2975,2919,5157,3023,12357,1516,2922,2583,2110,12303,12971,10800,870,3645,12025,9314,2610,12006,1761,11011,11096,11143,2922,11682,3482,6677,8034,2613,3136,2575,2809,1395,10326,3650,12273,9083,7808,11633,12547,11861,12148,11160,12332,2721,2693,8958,10100,9067,12171,747,2721,3128,2280,1456,2849,2981,10753,11366,2932,3110,11573,7439,137,12577,1981,10135,2101,12044,12055,2855,2556,3657,2542,12499,12797,3045,13130,2692,12095,2609,2207,2806,1641,12935,11801,2347,
Kagoshima,5963,7429,7809,14287,9949,2371,7756,2895,12900,14654,10502,6124,6317,13161,1346,12900,12766,2539,10457,2209,10443,9918,1968,9861,830,12887,9117,478,3933,1218,7639,8307,4821,9946,5507,10174,4774,5069,707,3396,539,7824,2861,2489,512,12735,14754,13021,9870,3993,10961,10474,14258,12535,9464,13339,9887,5737,780,594,3974,13667,3822,9856,1182,9262,9232,327,966,1430,3991,10628,13623,303,4986,599,402,703,2000,12795,12581,14458,572,1086,13106,5921,539,2399,12471,2420,,4004,5318,4597,6339,300,4548,13769,14372,10382,14317,1114,1922,9855,12918,660,14547,12598,13506,1920,2135,6517,2528,14416,14031,9639,6285,349,7982,10819,12809,7827,7279,5198,172,759,763,591,4900,811,10451,3921,594,234,371,14177,13971,9036,3012,6051,9719,11086,5016,9700,3391,9477,9474,8837,3278,13556,1280,4362,10439,579,5541,647,827,1633,9725,6056,14147,10983,5497,13508,13547,13112,9842,13034,10615,381,344,11363,12112,11400,9866,2889,382,813,515,1217,524,769,12466,13241,604,796,12722,9844,2543,13577,724,9650,2341,13918,13170,873,298,6062,353,14373,14671,854,14130,352,13345,260,488,477,919,14809,13051,582,
Kakinada,2824,11318,4670,11880,12689,3355,4618,1128,10493,12246,8810,2985,3178,10754,2949,10493,10822,1474,7534,3023,7520,12657,2225,12600,4398,10480,11023,4390,653,3041,4718,11549,8719,12686,9404,11973,1635,1930,4275,3055,4159,4903,3579,3159,4286,11052,13648,11227,11964,286,8800,11843,11851,10588,10508,10932,12627,2598,3631,4504,,11260,5552,12596,3056,10843,10871,4081,4864,2961,489,11603,12515,4235,1848,4510,4329,4601,2258,11148,10238,12051,4192,4871,11313,2782,3935,1639,9993,1598,4004,,2173,1452,3194,4135,8439,12247,11976,7454,11920,4963,2896,12607,11144,4165,12150,11104,11110,2328,3310,10399,2352,12019,11634,10653,3140,4275,,8657,10923,4899,4351,2053,4009,4548,4552,4496,6460,4600,11834,,4499,4160,3687,11781,12448,11194,2031,2906,12471,8791,1871,12452,3052,10489,10574,11402,4499,11159,5059,8254,7511,4190,2397,4152,4386,2972,10065,2911,11751,8561,9385,11111,12024,11339,12594,10637,11809,4298,4270,8435,9577,8544,11971,2324,4298,4705,3856,3033,4426,4558,10230,10844,4509,4687,11050,6916,1477,12055,3558,9835,3678,11521,11535,4432,4133,2918,4119,11976,12274,4621,12607,4269,11572,4186,3784,4383,3218,12412,11278,3924,
