from,Acajutla,Aliaga,Altamira,Arzew,Ashdod,Barcelona,Bethioua,Bilbao,Bonny,Brass,Brownsville,Cameron,Cape Town,Cartagena,Caucedo,Coega,Corpus Christi,Cove Point,Damietta,Dar-es-Salaam,Dragon,Drovyanoy,Dunkirk,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Fos Sur Mer,Freeport,Gibraltar,Gioia Tauro,Golden Pass,Guanabara,Guayama,Guayanilla,Gulf Gateway,Hadera,Halifax,Hammerfest,Holyhead,Huelva,Idku,Isle of Grain,Jorf Lasfar,Klaipeda,Koper,Kribi,Krk Island,Lake Charles,Le Havre,Limassol,Limerick,Livorno,Malta,Marmara Ereglisi,Marsa el Brega,Mombasa,Montoir,Mossel Bay,Mozambique Port,Neptune,Northeast Gateway,Ortona,Paldiski South Harbour,Panigaglia,Pascagoula,Pecem,Plaquemines,Point Fortin,Pointe-a-Pitre,Port Arthur,Port Dolphin,Port Esquivel,Port Said,Porto Empedocle,Puerto Bahia,Punta Europa,Quebec,Revithoussa,Rio Grande,Rosignano,Rostock,Rotterdam,Rovigo,Sabine Pass,Sagunto,Saint John,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Shtokman,Sines,Skikda,South Hook,Soyo,Swinoujscie,Taranto,Teesport,Trieste,Tripoli,Vyborg,Wilhelmshaven,Yuzhny,Zeebrugge,Boryeong,Caofeidian,Chita,Coos Bay,Costa Azul,Dalian,Dangjin,Donghae,Fukuoko,Futtsu,Gladstone,Gwangyang,Hachinohe,Hakodate,Hatsukaichi,Heibei,Hibiki,Higashi-Ogishima,Himeji,Hitachi,Inchon,Ishikariwan-Shinko,Jiangsu,Joetsu,Kagoshima,Kawagoe,Kenai,Kitakyushu,Kitimat,Kushiro,Kwangyang,Lianyungang,Manzanillo,Mejillones,Mizushima,Nagasaki,Nanao,Naoetsu,Negishi,Niigata-Higashi,Niigata-Nishi,Ogishima,Oita,Osaka,Pampa Melchorita,Prigorodnoye,Prince Rupert,Pyeong Taek,Qingdao,Qinhuangdao,Quintero,Rosarito,Sakai,Sakaide,Samcheog,Senboku,Sendai,Shanghai,Shimizu,Shinminato,Sodegaura,Soma,Talcahuano,Tangshan,Tianjin (Sinopec),Tianjin Lingang,Tobata,Tokyo Bay,Tong Yong,Vladivostok,Wakayama,Yanai,Yokkaichi,Yokohama,Zhangjiagang,Ambon,Arun,Barrow Island,Batangas,Bei Hai,Bintulu,Bladin Point,Bontang,Cai Mep,Chiwan,Dampier,Darwin,Dili,Fujian,Guangdong,Haikou,Hainan,Ho Chi Min City,Ichthys,Jakarta,Johore,Karratha,Lahad Datu,Lumut,Luwuk,Malacca,Map Ta Phut,New Plymouth,Ningbo,Okinawa,Onslow,Panjang,Pluto,Port Moresby,Prelude FLNG,Qinzhou,Semarang,Seria,Shenzhen,Singapore,Sungai Udang,Tabangao,Taichung,Tangguh,Yangpu,Yangshan,Yuedong,Yung An,Zhoushan,Zhuhai
Cartagena,5484.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13119.785,13461.009,12489.777,8327.439,7464.256,13321.290,13146.188,12685.828,12995.536,12359.732,12469.553,12868.030,12081.915,12104.060,12801.018,13461.009,12770.492,12365.390,12666.133,12234.710,13186.269,12156.436,13206.860,12386.348,12877.219,12491.087,9726.402,12773.053,8970.793,11914.224,12868.030,13288.521,6379.297,6735.565,12710.312,12886.965,12419.806,12386.348,12358.567,12329.740,12332.410,12361.232,12775.527,12645.456,6064.860,11934.534,9007.475,13183.303,13269.879,13439.997,7230.981,7487.982,12642.410,12702.370,12685.828,12643.001,12169.650,13250.024,12406.521,12430.014,12368.868,12178.609,7424.205,13461.009,13489.184,13489.184,12770.964,12372.379,12819.415,12453.294,12613.941,12798.696,12491.029,12360.303,13317.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caucedo,1713.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9348.698,9689.922,8718.690,4556.352,3693.169,9550.203,9375.101,8914.741,9224.449,8588.645,8698.466,9096.943,8310.828,8332.973,9029.931,9689.922,8999.405,8594.303,8895.046,8463.623,9415.182,8385.349,9435.773,8615.261,9106.132,8720.000,5955.315,9001.966,5199.706,8143.137,9096.943,9517.434,2608.210,2964.478,8939.225,9115.878,8648.719,8615.261,8587.480,8558.653,8561.323,8590.145,9004.440,8874.369,2293.773,8163.447,5236.388,9412.216,9498.792,9668.910,3459.894,3716.895,8871.323,8931.283,8914.741,8871.914,8398.563,9478.937,8635.434,8658.927,8597.781,8407.522,3653.118,9689.922,9718.097,9718.097,8999.877,8601.292,9048.328,8682.207,8842.854,9027.609,8719.942,8589.216,9546.060,10347.690,,,10315.564,10641.089,11001.567,10292.038,10697.665,10963.957,10235.360,,10292.038,10389.912,9809.579,10199.808,10446.240,10444.623,10991.321,10292.038,,11398.684,,10564.968,10853.644,10436.647,,11524.502,7568.189,9525.420,9350.484,,,,9054.643,10537.516,10644.886,,10848.357,10234.259,11411.574,,10315.564,9759.127,10289.342,10517.825,9473.457,10199.808,9937.681,9501.961,10245.739
Chita,,13903.104,9564.879,12516.898,14271.352,12777.453,12516.374,12381.973,,,9533.303,9476.561,,12503.349,8729.894,,9561.921,9790.448,14149.958,,12346.525,14299.796,12630.203,10085.057,13873.815,12151.014,9079.911,12955.103,12958.195,9503.226,12263.071,13283.543,9472.061,,8878.167,8848.224,9364.224,14262.705,10243.795,13156.327,12405.782,12198.164,14074.509,12723.711,12086.788,13397.250,13978.834,,13936.846,9481.847,12537.168,14167.738,12219.423,13123.078,13248.396,14038.313,13651.370,,12433.391,,,10072.012,10071.460,13804.339,13595.556,13139.294,9342.698,10709.174,9326.779,9100.607,9097.106,9478.611,9272.261,8464.533,14173.703,13179.715,8193.943,,11011.744,13771.407,,13133.536,13172.405,12741.437,13964.262,9468.986,12664.339,10234.288,11532.524,11744.118,,9486.318,13464.088,12090.461,12862.453,12343.423,,13201.885,13538.891,12780.587,13980.894,14291.928,13758.797,12974.257,14429.816,12678.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiwan,,,11079.817,,,,,,,,11048.241,10991.499,,,10244.832,,11076.859,11305.386,,,,,,11599.995,,,10594.849,,,11018.164,,,10986.999,,10393.105,10363.162,10879.162,,11758.733,,,,,,,,,,,10996.785,,,,,,,,,,,,11586.950,11586.398,,,,10857.636,,10841.717,10615.545,10612.044,10993.549,10787.199,9979.471,,,9708.881,,12526.682,,,,,,,10983.924,,11749.226,,,,11001.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coega,7770.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10612.862,9749.679,,,,,,,,,,,,,,,,,,,,,,,,11256.216,,,,8664.720,,,,,,,,,,,,,,11292.898,,,,,9773.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coos Bay,,9738.009,5399.784,8351.803,10106.257,8612.358,8351.279,8216.878,9039.112,8977.603,5368.208,5311.466,10205.822,8338.254,4564.799,10622.107,5396.826,5625.353,9984.863,,8181.430,10134.701,8465.108,5919.962,9708.720,7985.919,4914.816,8790.008,8793.100,5338.131,8097.976,9118.448,5306.966,8060.095,4713.072,4683.129,5199.129,10097.610,6078.700,8991.232,8240.687,8033.069,9909.414,8558.616,7921.693,9232.155,9813.739,9178.148,9771.751,5316.752,8372.073,10002.643,8054.328,8957.983,9083.301,9873.218,9486.275,,8268.296,10493.405,,5906.917,5906.365,9639.244,9430.461,8974.199,5177.603,6544.079,5161.684,4935.512,4932.011,5313.516,5107.166,4299.438,10008.608,9014.620,4028.848,9110.979,6846.649,9606.312,,8968.441,9007.310,8576.342,9799.167,5303.891,8499.244,6069.193,7367.429,7579.023,8390.119,5321.223,9298.993,7925.366,8697.358,8178.328,9429.692,9036.790,9373.796,8615.492,9815.799,10126.833,9593.702,8809.162,10264.721,8513.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corpus Christi,2544.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10179.748,10520.972,9549.740,5387.402,4524.219,10381.253,10206.151,9745.791,10055.499,9419.695,9529.516,9927.993,9141.878,9164.023,9860.981,10520.972,9830.455,9425.353,9726.096,9294.673,10246.232,9216.399,10266.823,9446.311,9937.182,9551.050,6786.365,9833.016,6030.756,8974.187,9927.993,10348.484,3439.260,3795.528,9770.275,9946.928,9479.769,9446.311,9418.530,9389.703,9392.373,9421.195,9835.490,9705.419,3124.823,8994.497,6067.438,10243.266,10329.842,10499.960,4290.944,4547.945,9702.373,9762.333,9745.791,9702.964,9229.613,10309.987,9466.484,9489.977,9428.831,9238.572,4484.168,10520.972,10549.147,10549.147,9830.927,9432.342,9879.378,9513.257,9673.904,9858.659,9550.992,9420.266,10377.110,11178.740,12717.032,11915.116,11146.614,11472.139,11832.617,11123.088,11528.715,11795.007,11066.410,11943.381,11123.088,11220.962,10640.629,11030.858,11277.290,11275.673,11822.371,11123.088,12396.899,12229.734,11939.316,11396.018,11684.694,11267.697,12353.227,12355.552,8399.239,10356.470,10181.534,11809.271,12504.211,11940.267,9885.693,11368.566,11475.936,12199.240,11679.407,11065.309,12242.624,12355.936,11146.614,10590.177,11120.392,11348.875,10304.507,11030.858,10768.731,10333.011,11076.789
Costa Azul,,8875.015,4536.790,7488.809,9243.263,7749.364,7488.285,7353.884,8176.118,8114.609,4505.214,4448.472,9342.828,7475.260,3701.805,9759.113,4533.832,4762.359,9121.869,11726.461,7318.436,9271.707,7602.114,5056.968,8845.726,7122.925,4051.822,7927.014,7930.106,4475.137,7234.982,8255.454,4443.972,7197.101,3850.078,3820.135,4336.135,9234.616,5215.706,8128.238,7377.693,7170.075,9046.420,7695.622,7058.699,8369.161,8950.745,8315.154,8908.757,4453.758,7509.079,9139.649,7191.334,8094.989,8220.307,9010.224,8623.281,11876.827,7405.302,9630.411,11167.869,5043.923,5043.371,8776.250,8567.467,8111.205,4314.609,5681.085,4298.690,4072.518,4069.017,4450.522,4244.172,3436.444,9145.614,8151.626,3165.854,8247.985,5983.655,8743.318,,8105.447,8144.316,7713.348,8936.173,4440.897,7636.250,5206.199,6504.435,6716.029,7527.125,4458.229,8435.999,7062.372,7834.364,7315.334,8566.698,8173.796,8510.802,7752.498,8952.805,9263.839,8730.708,7946.168,9401.727,7650.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cove Point,2770.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10405.167,10746.391,9775.159,5612.821,4749.638,10606.672,10431.570,9971.210,10280.918,9645.114,9754.935,10153.412,9367.297,9389.442,10086.400,10746.391,10055.874,9650.772,9951.515,9520.092,10471.651,9441.818,10492.242,9671.730,10162.601,9776.469,7011.784,10058.435,6256.175,9199.606,10153.412,10573.903,3664.679,4020.947,9995.694,10172.347,9705.188,9671.730,9643.949,9615.122,9617.792,9646.614,10060.909,9930.838,3350.242,9219.916,6292.857,10468.685,10555.261,10725.379,4516.363,4773.364,9927.792,9987.752,9971.210,9928.383,9455.032,10535.406,9691.903,9715.396,9654.250,9463.991,4709.587,10746.391,10774.566,10774.566,10056.346,9657.761,10104.797,9738.676,9899.323,10084.078,9776.411,9645.685,10602.529,11404.159,,,11372.033,11697.558,12058.036,11348.507,11754.134,12020.426,11291.829,,11348.507,11446.381,10866.048,11256.277,11502.709,11501.092,12047.790,11348.507,,12455.153,,11621.437,11910.113,11493.116,,12580.971,8624.658,10581.889,10406.953,,,,10111.112,11593.985,11701.355,,11904.826,11290.728,12468.043,,11372.033,10815.596,11345.811,11574.294,10529.926,11256.277,10994.150,10558.430,11302.208
Dalian,,14738.567,10400.342,13352.361,15106.815,13612.916,13351.837,13217.436,,,10368.766,10312.024,,13338.812,9565.357,,10397.384,10625.911,14985.421,,13181.988,15135.259,13465.666,10920.520,14709.278,12986.477,9915.374,13790.566,13793.658,10338.689,13098.534,14119.006,10307.524,,9713.630,9683.687,10199.687,15098.168,11079.258,13991.790,13241.245,13033.627,14909.972,13559.174,12922.251,14232.713,14814.297,,14772.309,10317.310,13372.631,15003.201,13054.886,13958.541,14083.859,14873.776,14486.833,,13268.854,,,10907.475,10906.923,14639.802,14431.019,13974.757,10178.161,11544.637,10162.242,9936.070,9932.569,10314.074,10107.724,9299.996,15009.166,14015.178,9029.406,,11847.207,14606.870,,13968.999,14007.868,13576.900,14799.725,10304.449,13499.802,11069.751,,12579.581,,10321.781,14299.551,12925.924,13697.916,13178.886,,14037.348,14374.354,13616.050,14816.357,15127.391,14594.260,13809.720,15265.279,13513.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damietta,7138.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14772.842,15114.066,14142.834,9980.496,9117.313,14974.347,14799.245,14338.885,14648.593,14012.789,14122.610,14521.087,13734.972,13757.117,14454.075,15114.066,14423.549,14018.447,14319.190,13887.767,14839.326,13809.493,14859.917,14039.405,14530.276,14144.144,11379.459,14426.110,10623.850,13567.281,14521.087,14941.578,8032.354,8388.622,14363.369,14540.022,14072.863,14039.405,14011.624,13982.797,13985.467,14014.289,14428.584,14298.513,7717.917,13587.591,10660.532,14836.360,14922.936,15093.054,8884.038,9141.039,14295.467,14355.427,14338.885,14296.058,13822.707,14903.081,14059.578,14083.071,14021.925,13831.666,9077.262,15114.066,15142.241,15142.241,14424.021,14025.436,14472.472,14106.351,14266.998,14451.753,14144.086,14013.360,14970.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dampier,,,11951.725,,,,,,,,11920.149,11863.407,,,,,11948.767,,,,,,,,,,,,,11890.072,,,11858.907,,,,11751.070,,,,,,,,,,,,,11868.693,,,,,,,,,,,,,,,,,11729.544,,11713.625,,,11865.457,11659.107,10851.379,,,10580.789,,,,,,,,,11855.832,,,,,,11873.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dangjin,,14565.254,10227.029,13179.048,14933.502,13439.603,13178.524,13044.123,,,10195.453,10138.711,,13165.499,9392.044,,10224.071,10452.598,14812.108,,13008.675,14961.946,13292.353,10747.207,14535.965,12813.164,9742.061,13617.253,13620.345,10165.376,12925.221,13945.693,10134.211,,9540.317,9510.374,10026.374,14924.855,10905.945,13818.477,13067.932,12860.314,14736.659,13385.861,12748.938,14059.400,14640.984,,14598.996,10143.997,13199.318,14829.888,12881.573,13785.228,13910.546,14700.463,14313.520,,13095.541,,,10734.162,10733.610,14466.489,14257.706,13801.444,10004.848,11371.324,9988.929,9762.757,9759.256,10140.761,9934.411,9126.683,14835.853,13841.865,8856.093,,11673.894,14433.557,,13795.686,13834.555,13403.587,14626.412,10131.136,13326.489,10896.438,,12406.268,,10148.468,14126.238,12752.611,13524.603,13005.573,,13864.035,14201.041,13442.737,14643.044,14954.078,14420.947,13636.407,15091.966,13340.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dar-es-Salaam,9736.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11715.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,10630.561,,,,,,,,,,,,,,,,,,,11739.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darwin,,,11133.001,,,,,,,,11101.425,11044.683,,,10298.016,,11130.043,11358.570,,,,,,11653.179,,,10648.033,,,11071.348,,,11040.183,,10446.289,10416.346,10932.346,,11811.917,,,,,,,,,,,11049.969,,,,,,,,,,,,11640.134,11639.582,,,,10910.820,,10894.901,10668.729,10665.228,11046.733,10840.383,10032.655,,,9762.065,,12579.866,,,,,,,11037.108,,11802.410,,,,11054.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dili,,,11230.876,,,,,,,,11199.300,11142.558,,,10395.891,,11227.918,11456.445,,,,,,11751.054,,,10745.908,,,11169.223,,,11138.058,,10544.164,10514.221,11030.221,,11909.792,,,,,,,,,,,11147.844,,,,,,,,,,,,11738.009,11737.457,,,,11008.695,,10992.776,10766.604,10763.103,11144.608,10938.258,10130.530,,,9859.940,,12677.741,,,,,,,11134.983,,11900.285,,,,11152.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donghae,,14096.587,9758.362,12710.381,14464.835,12970.936,12709.857,12575.456,,,9726.786,9670.044,,12696.832,8923.377,,9755.404,9983.931,14343.441,,12540.008,14493.279,12823.686,10278.540,14067.298,12344.497,9273.394,13148.586,13151.678,9696.709,12456.554,13477.026,9665.544,,9071.650,9041.707,9557.707,14456.188,10437.278,13349.810,12599.265,12391.647,14267.992,12917.194,12280.271,13590.733,14172.317,,14130.329,9675.330,12730.651,14361.221,12412.906,13316.561,13441.879,14231.796,13844.853,,12626.874,,,10265.495,10264.943,13997.822,13789.039,13332.777,9536.181,10902.657,9520.262,9294.090,9290.589,9672.094,9465.744,8658.016,14367.186,13373.198,8387.426,,11205.227,13964.890,,13327.019,13365.888,12934.920,14157.745,9662.469,12857.822,10427.771,,11937.601,,9679.801,13657.571,12283.944,13055.936,12536.906,,13395.368,13732.374,12974.070,14174.377,14485.411,13952.280,13167.740,14623.299,12871.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon,5328.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12962.968,13304.192,12332.960,8170.622,7307.439,13164.473,12989.371,12529.011,12838.719,12202.915,12312.736,12711.213,11925.098,11947.243,12644.201,13304.192,12613.675,12208.573,12509.316,12077.893,13029.452,11999.619,13050.043,12229.531,12720.402,12334.270,9569.585,12616.236,8813.976,11757.407,12711.213,13131.704,6222.480,6578.748,12553.495,12730.148,12262.989,12229.531,12201.750,12172.923,12175.593,12204.415,12618.710,12488.639,5908.043,11777.717,8850.658,13026.486,13113.062,13283.180,7074.164,7331.165,12485.593,12545.553,12529.011,12486.184,12012.833,13093.207,12249.704,12273.197,12212.051,12021.792,7267.388,13304.192,13332.367,13332.367,12614.147,12215.562,12662.598,12296.477,12457.124,12641.879,12334.212,12203.486,13160.330,,,,,,,,,,,,,,13423.849,,,,,,,,,,,,,,11182.459,13139.690,12964.754,,,,12668.913,,,,,,,,,13373.397,,,13087.727,,,13116.231,
Drovyanoy,7279.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14914.790,15256.014,14284.782,10122.444,9259.261,15116.295,14941.193,14480.833,14790.541,14154.737,14264.558,14663.035,13876.920,13899.065,14596.023,15256.014,14565.497,14160.395,14461.138,14029.715,14981.274,13951.441,15001.865,14181.353,14672.224,14286.092,11521.407,14568.058,10765.798,13709.229,14663.035,15083.526,8174.302,8530.570,14505.317,14681.970,14214.811,14181.353,14153.572,14124.745,14127.415,14156.237,14570.532,14440.461,7859.865,13729.539,10802.480,14978.308,15064.884,15235.002,9025.986,9282.987,14437.415,14497.375,14480.833,14438.006,13964.655,15045.029,14201.526,14225.019,14163.873,13973.614,9219.210,15256.014,15284.189,15284.189,14565.969,14167.384,14614.420,14248.299,14408.946,14593.701,14286.034,14155.308,15112.152,,,,,,,,,,,,,,15375.671,,,,,,,,,,,,,,13134.281,15091.512,14916.576,,,,14620.735,,,,,,,,,15325.219,,,15039.549,,15503.773,15068.053,
Dunkirk,5612.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13247.703,13588.927,12617.695,8455.357,7592.174,13449.208,13274.106,12813.746,13123.454,12487.650,12597.471,12995.948,12209.833,12231.978,12928.936,13588.927,12898.410,12493.308,12794.051,12362.628,13314.187,12284.354,13334.778,12514.266,13005.137,12619.005,9854.320,12900.971,9098.711,12042.142,12995.948,13416.439,6507.215,6863.483,12838.230,13014.883,12547.724,12514.266,12486.485,12457.658,12460.328,12489.150,12903.445,12773.374,6192.778,12062.452,9135.393,13311.221,13397.797,13567.915,7358.899,7615.900,12770.328,12830.288,12813.746,12770.919,12297.568,13377.942,12534.439,12557.932,12496.786,12306.527,7552.123,13588.927,13617.102,13617.102,12898.882,12500.297,12947.333,12581.212,12741.859,12926.614,12618.947,12488.221,13445.065,,,,,,,,,,,,,,13708.584,,,,,,,,,,,,,,11467.194,13424.425,13249.489,,,,12953.648,,,,,,,,,13658.132,,,13372.462,,,13400.966,
Everett,3065.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10699.828,11041.052,10069.820,5907.482,5044.299,10901.333,10726.231,10265.871,10575.579,9939.775,10049.596,10448.073,9661.958,9684.103,10381.061,11041.052,10350.535,9945.433,10246.176,9814.753,10766.312,9736.479,10786.903,9966.391,10457.262,10071.130,7306.445,10353.096,6550.836,9494.267,10448.073,10868.564,3959.340,4315.608,10290.355,10467.008,9999.849,9966.391,9938.610,9909.783,9912.453,9941.275,10355.570,10225.499,3644.903,9514.577,6587.518,10763.346,10849.922,11020.040,4811.024,5068.025,10222.453,10282.413,10265.871,10223.044,9749.693,10830.067,9986.564,10010.057,9948.911,9758.652,5004.248,11041.052,11069.227,11069.227,10351.007,9952.422,10399.458,10033.337,10193.984,10378.739,10071.072,9940.346,10897.190,11698.820,,,11666.694,11992.219,12352.697,11643.168,12048.795,12315.087,11586.490,,11643.168,11741.042,11160.709,11550.938,11797.370,11795.753,12342.451,11643.168,,,,11916.098,12204.774,11787.777,,12875.632,8919.319,10876.550,10701.614,,,,10405.773,11888.646,11996.016,,12199.487,11585.389,,,11666.694,11110.257,11640.472,11868.955,10824.587,11550.938,11288.811,10853.091,11596.869
Falconara,6859.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14494.195,14835.419,13864.187,9701.849,8838.666,14695.700,14520.598,14060.238,14369.946,13734.142,13843.963,14242.440,13456.325,13478.470,14175.428,14835.419,14144.902,13739.800,14040.543,13609.120,14560.679,13530.846,14581.270,13760.758,14251.629,13865.497,11100.812,14147.463,10345.203,13288.634,14242.440,14662.931,7753.707,8109.975,14084.722,14261.375,13794.216,13760.758,13732.977,13704.150,13706.820,13735.642,14149.937,14019.866,7439.270,13308.944,10381.885,14557.713,14644.289,14814.407,8605.391,8862.392,14016.820,14076.780,14060.238,14017.411,13544.060,14624.434,13780.931,13804.424,13743.278,13553.019,8798.615,14835.419,14863.594,14863.594,14145.374,13746.789,14193.825,13827.704,13988.351,14173.106,13865.439,13734.713,14691.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrol,5135.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12770.208,13111.432,12140.200,7977.862,7114.679,12971.713,12796.611,12336.251,12645.959,12010.155,12119.976,12518.453,11732.338,11754.483,12451.441,13111.432,12420.915,12015.813,12316.556,11885.133,12836.692,11806.859,12857.283,12036.771,12527.642,12141.510,9376.825,12423.476,8621.216,11564.647,12518.453,12938.944,6029.720,6385.988,12360.735,12537.388,12070.229,12036.771,12008.990,11980.163,11982.833,12011.655,12425.950,12295.879,5715.283,11584.957,8657.898,12833.726,12920.302,13090.420,6881.404,7138.405,12292.833,12352.793,12336.251,12293.424,11820.073,12900.447,12056.944,12080.437,12019.291,11829.032,7074.628,13111.432,13139.607,13139.607,12421.387,12022.802,12469.838,12103.717,12264.364,12449.119,12141.452,12010.726,12967.570,,,,,,,,,,,,,,,,,,,,,,,,,,,,10989.699,12946.930,12771.994,,,,12476.153,,,,,,,,,,,,12894.967,,,12923.471,
