from,Bintulu,Limassol,Mizushima,Tombak LNG Terminal,Fos - Cavaou LNG Terminal,Kitakyushu,Barcelona,Tangguh,Chiwan,Halifax,Malacca,Point Fortin,Otaru,Kushiro,Le Havre,Koper,Kagoshima,Quintero,Osaka,Kochi,Qalhat,Incheon,Quebec,Rotterdam,Khor al Zubair,Isle of Grain,Okinawa,Falconara,Ohgishima,Semarang,Hadera,Mossel Bay,Donghae,Bahrain,Cameron,Arzew,Shenzhen,Dalian,Zhangjiagang,Aliaga,Punta Europa,Guayama,Tobata,Wakayama,Nanao,Suez Canal,Seria,Lahad Datu,Zhuhai,Pointe-a-Pitre,Soyo,Pluto,Gioia Tauro,Luwuk,Shanghai,Rostock,Qinzhou,Vyborg,Port Qasim,Pecem,Guayanilla,Swinoujscie,Karwar - South Port,Lumut,Sabine Pass,Negishi,Cartagena,Joetsu,Kwangyang,Panigaglia,Qingdao,Rosignano LNG,Dragon,Hakodate,Shinminato,Lake Charles,Port Esquivel,New Plymouth,Yokohama,Coega,Niigata-Nishi,Kakinada,Escobar,Qinhuangdao,Pampa Melchorita,Balboa,Livorno,Sodegaura,Port Moresby,Costa Azul,Huelva,Rio Grande,Zeebrugge,Revithoussa,Kenai,Tianjin,Fujairah,Corpus Christi,Tripoli,Senboku,El Ferrol,Kitimat,Dar-es-Salaam,Northeast Gateway Deepwater Port,Cove Point,Marsa el Brega,Rosarito,Everett,Heibei,Acajutla,Paldiski,Yangshan,Sendai,Cai Mep,Hammerfest,Higashi-Ogishima,Fos Sur Mer,Lianyungang,Sakhalin,Salvador,Bonny,Karratha Gas Plant,Ortona,Mombasa,Fort de France,Map Ta Phut,Barrow Island,Soma,Mejillones,Canaport,Hatsukaichi,Pascagoula,Manzanillo,Mozambique Port,Niigata Higashi,Yuzhny,Jiangsu,AES Andres,Golden Pass,Brownsville,Dahej,Hainan,Gwangyang,Colon,Ningbo,Ashdod,Skikda,Cape Town,Bethioua,Yokkaichi,Sungai Udang,Sagunto,Dunkirk,Guanabara,Jorf Lasfar,Arun,Batangas,Dangjin,Pipavav,Boryeong,Drovyanoy,Bal Haf LNG,Hitachi,Trieste,Puerto Bahia,Gulf Gateway Deepwater Port,Tenerife,Haikou,Bilbao,Jebel Ali,Panama Canal,Krk Island,Tokyo Bay,Yangpu,Chittagong,Neptune,Yung An,Montevideo,Freeport,Taranto,Chita,Coos Bay,Marmara Ereglisi,Porto Empedocle,Taichung,Johore,Ennore,Fukuoko,Panjang,Guangdong,Nagasaki,Gibraltar,Himeji,Jakarta,Sao Francisco do Sul,Darwin,South Hook LNG,Futtsu,Talcahuano,Hachinohe,Dampier,Port Dolphin,Tabangao,Ras Laffan,Hazira,Ho Chi Min City,Altamira,Shimizu,Gladstone,Sakai,Klaipeda,Gangavaram,Jurong Marine Base - Singapore,Vladivostok,Malta,Karachi,Ambon,Kawagoe,Sakaide,Haldia,Teeside,Yanai,Pars LNG Terminal,Mundra,Holyhead,Brass,Port Said,Shtokman,Plaquemines,Abu Dhabi,Limerick,Sines,Ain Sokhna,Dabhol,Idku,Bahia Blanca,Oita,Aqaba,Dili,Tong Yong,Montoir,Kribi,Damietta,Port Arthur,Wilhelmshaven,Elba,Fujian,Samcheog,Prince Rupert,Suez,Mina Al Ahmadi,Bontang,Rovigo,Pyeongtaek
Qinhuangdao,2465,8505,921,6438,9898,747,9902,2968,1605,12918,2918,13674,1471,1557,11444,9615,825,10472,997,4670,5920,415,13295,11648,6714,11630,979,9510,1297,3277,8454,8204,861,6511,15011,9996,1604,171,748,8921,10821,13615,744,1009,1154,,2313,2316,1615,13450,10226,3845,9600,2720,681,12345,2020,12931,5704,12100,13653,12375,4975,2318,15004,1295,10003,1158,645,9794,429,9759,11368,1362,1164,15016,14164,5633,1297,8026,1192,4384,11693,0,9607,8833,9774,1305,3987,6056,10350,11716,11585,8910,4433,137,6124,15113,8564,997,10905,5052,8211,13253,13666,9100,6044,13267,109,7991,12769,,1516,2355,12864,1302,9901,,1640,11744,10845,3844,9441,8362,13505,2915,3861,1498,10254,13191,868,14788,7079,7659,1201,9470,597,13786,15007,15095,5455,1816,645,14559,773,8438,9644,8469,9995,1182,2921,9972,11537,11678,10472,3282,1744,381,5392,,13997,6704,1405,9617,14340,14899,10947,1817,11138,6308,,9573,1309,1889,4319,13254,1306,11552,15046,9245,1180,5345,9078,9321,1053,2794,4380,770,3399,,733,10226,972,3310,11853,3447,11365,1296,10408,1454,3848,14677,1744,6434,5375,2382,15131,1226,4530,996,12570,4362,2807,1203,9237,5696,2956,1182,913,4380,11852,824,6426,5576,11464,10830,8300,13161,14819,6381,11451,10509,8196,5161,8460,11235,825,8143,3074,701,11231,10764,8352,15013,11881,13926,1089,861,4867,8198,6660,2641,9601,412
Pampa Melchorita,10448,11047,8868,12333,9834,8934,9656,9473,,9576,10910,8182,8325,8083,10009,10858,9035,1216,8804,10623,11815,9348,10186,10213,12610,10195,9278,10753,8520,10216,11142,6649,8847,12407,10297,9395,10129,9483,9478,10782,7886,8540,8932,8772,8581,,10296,9898,10141,8269,7509,9380,10162,9590,9411,10910,10544,11496,11601,6487,8568,10940,10898,10302,10290,8518,9382,8548,9029,10018,9431,10012,9944,8265,8591,10302,9098,5912,8519,6778,8494,11194,4318,9601,0,1443,10002,8528,7932,3633,9141,4340,10150,10650,5895,9651,12020,10382,11171,8801,9480,5139,8634,9684,9736,10530,3657,9698,9623,1812,11334,9406,8338,10721,11340,8525,9837,9450,8103,5704,7852,9379,10683,8784,8205,11183,9350,8347,700,9717,8959,10163,2557,8075,8491,11309,9368,8716,10293,10354,11365,10340,9029,9244,9458,11150,9741,6415,9395,8650,10913,9543,10102,5024,8896,11161,10086,9307,11302,9281,12474,12599,8403,10860,9014,10185,8472,10341,9714,12204,,10816,8532,10414,11658,9685,9833,4177,10324,10418,8649,4496,10917,10059,9688,10787,10972,9154,10188,10095,9048,9142,8824,10307,4758,9140,9941,8519,1446,8250,9383,10084,10086,12330,11285,10749,10385,8566,7260,8800,11135,11225,10800,8622,10127,11594,9195,8650,8860,11557,10416,8957,12322,11475,10045,7805,11053,11638,10147,12277,9933,9129,11179,11071,10953,3860,8934,11460,9238,8981,9807,7865,11029,10299,10446,9670,9739,8847,5176,11155,12556,10003,10843,9345
Balboa,10148,12397,8088,13683,11184,8150,11006,9438,9384,10926,10671,9532,7534,7292,11359,12208,8255,2608,8023,11973,13165,8564,11536,11563,13960,11545,8499,12103,7739,10516,12492,7999,8063,13757,11647,10746,9383,8699,8694,12132,9236,9890,8148,7991,7797,,9997,9713,9394,9620,8859,10258,11513,9584,8627,12260,9797,12846,12951,7837,9918,12290,12248,10002,11640,7736,10732,7764,8245,11368,8647,11363,11294,7481,7807,11653,10448,6717,7738,8128,7710,12137,5668,8817,1441,0,11352,7746,8203,2842,10491,5691,11500,12000,5104,8867,13370,11733,12521,8020,10831,4348,9984,11034,11086,11880,2865,11048,8839,862,12684,8622,7547,10112,12690,7743,11187,8666,7312,7054,9202,10257,12033,10134,9555,10673,10232,7556,2113,11067,8178,11513,1757,9425,7707,12659,8584,10067,11643,11704,12715,9593,8245,10594,8674,12500,11091,7765,10745,7868,10673,10893,11452,6374,10246,11034,9464,8523,12652,8497,13824,13949,7611,12210,10364,11535,9822,9595,11064,13554,,12166,7750,9667,12072,11035,9086,5527,11674,11768,7867,3705,12267,11409,8908,10547,12133,8373,10821,9348,8264,10492,8043,10714,6108,9441,11291,7737,2802,7459,10261,11434,9464,13680,12635,10140,11736,7784,7857,8020,12485,12114,10560,7831,11477,12944,9496,7868,8080,12133,11766,8176,13672,12825,11396,9156,12403,12988,11497,13627,11283,10479,12529,12421,12304,5210,8153,12810,9538,8197,11157,9215,12379,11649,11796,11020,8958,8063,4385,12505,13906,9846,12193,8561
Livorno,7633,1467,9684,4615,242,9543,377,8983,8444,3562,6879,4318,10267,10371,2088,1276,9404,8869,9709,5141,4075,9600,3938,2292,4891,2274,9083,1171,9906,7545,1560,6293,9687,4688,5655,667,8443,9675,9333,1202,4322,4259,9540,9677,9955,,7730,8299,8435,4093,4677,8177,451,8616,9266,2989,8379,3575,4403,3896,4297,3019,4851,7735,5647,9903,632,9959,9482,35,9559,30,2012,10176,9965,5660,4807,11444,9905,6421,9998,6260,6199,9793,10001,11353,0,9914,9762,13152,994,5782,2229,1070,13228,9844,4286,5757,1591,9706,1548,13847,8389,3897,4309,964,13175,3911,9816,11668,3413,9192,10112,7626,3507,9910,246,9571,10465,4393,4255,8176,1102,8539,4149,7759,8148,10095,9460,3834,9636,5432,12187,7830,10007,1729,9336,4430,5650,5738,4655,8360,9482,5202,9165,1569,441,5978,666,9792,6881,520,2181,5079,1116,6520,8350,9560,4583,9536,4641,3156,10002,1278,4983,5542,1591,8362,1782,4485,,1234,9917,8290,6724,3898,8625,6057,5689,836,9791,14001,1337,466,8971,7048,6038,9445,7203,8457,9416,870,9729,7337,5409,8752,2009,9905,8641,10265,8180,5320,8350,4612,4692,7653,5775,9833,10806,9705,3214,6290,6999,10029,551,4387,8654,9792,9676,6623,2495,9594,4603,4484,2108,4189,1473,3805,5462,4558,2095,1153,1599,4708,1374,6466,9570,1880,8446,9527,1874,4389,1449,5657,2525,4570,9031,9687,13661,1575,4837,8322,1262,9597
Sodegaura,2562,8629,436,6562,10022,565,10026,2631,1750,13042,3042,13799,768,611,11568,9739,603,9306,371,4794,6044,1046,13419,11772,6838,11755,863,9634,13,3319,8578,8328,802,6635,15135,10120,1748,1181,1115,9046,10945,13739,563,340,874,,2411,2324,1760,13574,10350,3743,9724,2486,1048,12470,2164,13055,5828,12225,13777,12499,5099,2416,15128,19,10127,841,745,9918,1130,9883,11492,559,885,15140,14288,4898,16,8150,787,4508,10822,1299,8543,7762,9898,0,3333,5004,10474,10844,11709,9034,3426,1350,6248,15237,8688,369,11029,4045,8336,13377,13790,9224,4993,13391,1321,6926,12893,1020,310,2490,12988,12,10025,1148,970,11868,10969,3742,9565,8486,13629,3051,3785,292,9205,13315,527,14912,6014,7783,784,9594,1045,13910,15131,15219,5579,1960,745,14683,1060,8562,9768,8593,10119,218,3045,10096,11661,11528,10596,3406,1842,1006,5516,980,14121,6828,200,9741,14464,15023,11071,1962,11262,6432,,9697,12,2034,4444,13378,1451,10680,15170,9369,217,4318,9202,9445,1256,2918,4504,721,3519,1713,709,10350,392,3430,11262,3212,11489,18,,463,3746,14801,1842,6558,5500,2518,15255,133,3848,368,12694,4486,2931,979,9361,5820,2722,218,428,4504,11976,525,6550,5700,11588,10954,8424,13285,14943,6505,11575,10633,8320,5285,8584,10364,501,8268,2840,711,11355,10888,8476,15137,12005,14050,1306,802,3859,8322,6784,2583,9725,1044
Port Moresby,3026,8483,3428,6416,9876,3415,9881,1937,3366,12896,3032,12273,3881,3676,11422,9593,3278,7464,3363,4648,5898,3743,13273,11626,6692,11609,3065,9488,3322,2338,8432,6993,3652,6489,14388,9975,3365,3870,3596,8900,9581,12631,3413,3332,3874,,2874,2456,3360,12360,8986,2079,9578,1713,3529,12324,3633,12909,5682,10577,12659,12353,4953,2880,14380,3319,9981,3878,3522,9772,3788,9737,11347,3671,3884,14393,13189,2296,3321,6834,3899,4499,8409,3988,7932,8211,9752,3330,0,6227,10328,8431,11563,8889,5583,4038,6102,14473,8543,3361,10883,6035,7231,13232,13644,9078,6203,13245,4010,7558,12747,3458,3443,3299,12842,3326,9879,3800,3977,9795,9605,2078,9419,7381,12296,3525,2122,3425,7904,13169,3417,14254,6772,6678,3897,9448,3592,12807,14383,14445,5433,3429,3522,13335,3467,8416,9623,7230,9974,3350,3035,9950,11515,9115,10450,3396,2729,3703,5370,3676,13975,6682,3349,9596,13105,14276,10925,3430,11116,6287,,9551,3333,3502,4434,13232,3200,8267,14415,9223,3349,6004,9057,9299,3341,2909,4495,3392,2643,3346,3380,10205,3384,2536,8849,1262,11343,3321,7275,3575,2082,14175,2729,6413,5353,3327,14476,3324,1110,3360,12549,4476,2922,3977,9215,5674,1317,3350,3420,4495,11830,3375,6404,5554,11443,9591,8278,13140,14238,6360,11430,10487,8174,5139,8438,7951,3351,8122,1360,3547,11209,9524,8330,14390,11859,13760,3401,3652,5928,8176,6638,2190,9579,3740
Costa Azul,7437,13518,5341,11451,12985,5383,12807,6938,6639,12726,7931,11332,4770,4530,13159,14008,5508,4682,5277,9683,10933,5796,13336,13364,11727,13346,5752,13903,4990,7948,13467,9800,5296,11524,13448,12546,6638,5931,5927,13933,11037,11690,5381,5245,5030,,7285,7044,6649,11420,10659,8150,13313,7021,5860,14061,7053,14647,10717,9637,11718,14090,9988,7290,13440,4988,12533,4996,5478,13169,5880,13163,13095,4714,5040,13453,12248,,4989,9928,4943,9397,7469,6050,3633,2852,13153,4998,6226,0,12292,7491,13300,13801,2331,6100,11137,13533,13577,5274,12631,1576,11784,12835,12887,13681,29,12848,6072,2016,14484,5855,4793,7374,14491,4994,12988,5899,4548,8855,11002,8149,13834,11935,11356,7935,8192,,4295,12868,5432,13314,1104,11226,4940,14459,5817,11867,13443,13504,10468,6848,5478,12394,5907,13451,12892,9565,12546,5123,7934,12694,13252,8175,12046,8295,6726,5756,10405,5730,15624,11717,4858,14010,12165,13335,11623,6850,12865,11321,,13966,5001,6922,9332,12835,6341,7327,13474,13568,5122,932,14068,13209,6161,7807,9393,5550,8253,6603,5497,12292,5297,8145,7908,7465,13092,4989,4816,4696,8154,13235,6726,11447,10388,7401,13536,5039,6298,5273,14286,9374,7820,5066,13278,10709,7129,5123,5333,9393,13567,5430,11439,10589,13196,10956,13313,14788,13298,11394,13083,12280,13209,10174,13472,7011,5407,13156,7247,5430,12957,11015,13364,13450,13596,12820,6212,5296,1612,13210,11673,7212,13994,5794
Huelva,8208,2042,10259,5190,829,10118,652,9558,9019,2629,7454,3404,10842,10946,1155,1853,9979,8009,10284,5716,4650,10175,3006,1359,5466,1342,9658,1748,10481,8120,2137,5433,10262,5264,4730,391,9018,10251,9908,1777,3462,3337,10116,10252,10530,,8305,8874,9010,,3818,8752,1158,9191,9841,2057,8954,2642,4978,3027,3375,2086,5426,8310,4722,10479,378,10534,10057,1013,10134,1008,1079,10751,10541,4735,3893,10994,10480,5561,10573,6835,5339,10369,9141,10493,997,10489,10337,12292,0,4922,1296,1646,13803,10419,4862,4832,2166,10281,616,13785,7529,2967,3382,1526,12315,2980,10391,10808,2480,9767,10687,8201,2575,10485,832,10146,11040,3533,3395,8751,1679,7679,,8334,8723,10670,8600,2904,10211,4506,11327,6970,10582,2304,9911,3507,4725,4813,5230,8935,10057,4279,9740,2146,737,5118,390,10367,7456,539,1248,4219,265,7096,8925,10135,5158,10111,3708,3731,10577,1855,4062,4617,717,8937,849,5061,,1811,10492,8865,7299,2967,9200,5197,4764,1413,10366,13142,1912,1054,9546,7623,6613,10020,7779,9032,9992,137,10304,7912,4549,9327,1076,10480,7781,10840,8755,4395,8925,5187,5267,8228,4850,10408,11382,10281,2281,6866,7574,10604,1123,4962,9229,10367,10252,7198,1563,10169,5178,5059,1175,3329,2048,2872,4537,5134,1162,220,2174,5283,1949,5606,10146,2456,9021,10102,942,3530,2024,4732,1592,3637,9606,10262,13822,2150,5412,8897,1838,10172
Rio Grande,9697,6827,11154,9699,5615,11079,5437,10119,10528,5342,8962,3948,11291,11005,5778,6638,10982,3208,11089,7989,9181,11470,5952,5982,9975,5964,10813,6533,10833,8900,6922,3753,11316,9772,6064,5176,10527,11598,11357,6563,4097,4306,11077,11058,11398,,9794,9857,10519,4036,,8627,5943,9767,11290,6679,10463,7265,8967,2253,4334,6709,8263,9799,6056,10830,5163,11364,11238,5799,11518,5793,5691,11082,11408,6069,4864,6193,10832,3882,11310,8560,476,11716,4340,5692,5782,10841,8431,7491,4922,0,5919,6431,9735,11766,9385,6149,6951,11087,5245,8984,5849,5450,5502,6311,7515,5464,11738,6007,7103,11227,10927,9710,7101,10837,5618,11530,11209,1476,4047,8626,6464,5999,3972,9843,8596,10910,3799,5484,11081,5930,6527,5290,11307,7089,11331,4483,6059,6120,8730,10444,11238,5010,11226,6931,5522,3493,5175,10904,8965,5324,5871,773,4676,8604,10412,11430,8667,11403,8234,8517,10867,6640,4780,5951,4253,10446,5479,9569,,6596,10844,10373,9024,5451,10709,335,6090,6198,10903,8341,6698,5839,11055,9132,8338,11096,8573,10541,11084,4922,11110,8692,481,9594,5688,10832,2981,10999,8630,5851,10412,9695,8651,9737,6152,10901,7623,11086,6904,8591,9083,11502,5908,8959,9689,10904,11146,8923,6185,11039,9687,8841,5782,3991,6833,7399,5914,9642,5698,4906,6959,8436,6734,749,11015,7241,9443,11226,5571,4137,6809,6066,6215,5436,11115,11316,9021,6936,9921,9552,6624,11467
Zeebrugge,9471,3304,11522,6452,2092,11380,1914,10821,10281,2726,8716,4039,12104,12208,223,3115,11242,9023,11546,6978,5913,11437,2962,145,6729,130,10920,3010,11744,9382,3399,6470,11524,6526,4999,1653,10280,11513,11170,3040,4500,3848,11378,11515,11793,,9567,10137,10273,3753,4855,10014,2420,10453,11103,843,10216,1428,6240,3972,3886,872,6689,9573,4992,11741,1640,11797,11319,2276,11397,2270,499,12013,11803,5005,4291,12008,11743,6599,11835,8097,6342,11631,10155,11507,2260,11751,11599,13306,1331,5924,0,2908,15065,11681,6124,5102,3428,11544,751,14799,8567,3067,3532,2788,13330,3081,11653,11822,1266,11029,11950,9463,1457,11748,2095,11409,12302,4530,4433,10013,2941,8717,3823,9596,9985,11932,9614,3003,11473,4776,12342,8008,11845,3566,11173,3984,4995,5083,6492,10198,11319,4757,11003,3408,1999,6156,1653,11630,8719,1801,95,5222,1397,8358,10188,11397,6420,11373,2590,4994,11839,3117,4551,4887,1730,10199,754,6323,,3073,11755,10127,8561,3068,10463,6201,5034,2675,11628,14156,3175,2316,10809,8886,7876,11283,9041,10294,11254,1400,11567,9174,5552,10590,496,11742,8796,12102,10017,4665,10188,6449,6529,9491,5120,11671,12644,11543,1067,8128,8836,11866,2385,6225,10491,11630,11514,8460,349,11431,6441,6321,600,4367,3310,1754,4807,6396,731,1137,3436,6545,3211,6609,11408,3718,10284,11364,620,4567,3286,5002,378,3826,10869,11524,14836,3413,6675,10160,3101,11434
Revithoussa,6770,549,8820,3751,1188,8679,1193,8120,7580,4212,6015,4969,9403,9507,2738,879,8541,9519,8845,4277,3211,8736,4589,2942,4028,2925,8219,774,9043,6681,664,6943,8823,3825,6305,1290,7579,8812,8469,211,4973,4909,8677,8813,9092,,6866,7436,7572,4744,5328,7313,894,7752,8402,3640,7515,4225,3539,4547,4947,3669,3988,6872,6298,9040,1297,9096,8618,1088,8696,1053,2662,9312,9102,6310,5458,10580,9042,7072,9134,5396,6849,8930,10651,12003,1068,9050,8898,13802,1644,6432,2879,0,12364,8980,3423,6407,673,8843,2199,12983,8524,4547,4960,538,13826,4561,8952,12318,4063,8328,9249,6762,4158,9047,1191,8707,9601,5043,4905,7312,705,8674,4799,6895,7284,9231,10110,4485,8772,6082,12838,7971,9144,738,8472,5080,6301,6389,3791,7497,8618,5853,8302,680,938,6628,1289,8929,6018,1266,2831,5729,1766,5657,7487,8696,3719,8672,5291,2293,9138,881,5634,6193,2241,7498,2432,3622,,837,9054,7426,5860,4548,7762,6708,6340,509,8927,13256,346,615,8108,6185,5175,8581,6340,7593,8553,1520,8866,6473,6059,7889,2659,9041,9291,9401,7316,5971,7487,3748,3828,6790,6425,8970,9943,8842,3864,5427,6135,9165,536,3523,7790,8929,8813,5759,3146,8730,3740,3620,2758,4839,609,4455,6113,3695,2745,1803,735,3844,538,7116,8707,1017,7583,8663,2525,5040,588,6307,3175,5220,8167,8823,12798,712,3974,7458,865,8733
Kenai,5874,11941,3762,9874,13334,3761,13338,5718,5060,14971,6354,13577,3126,2906,14880,13051,3928,6944,3697,8106,9356,4174,15580,15084,10150,15066,4175,12946,3410,6558,11890,11604,3674,9947,15692,13432,5059,4309,4305,12357,13281,13934,3759,3665,3408,,5723,,5070,13664,12903,6930,13036,5683,4238,15781,5475,16367,9140,11881,13962,15811,8411,5728,15684,3408,13439,3374,3856,13230,4258,13195,14804,3092,3418,15697,14492,6336,3409,11436,3320,7820,9713,4427,5895,5114,13210,3418,5583,2331,13786,9735,15021,12346,0,4477,9560,15777,12000,3694,14340,1171,11647,15079,15131,12536,2319,15092,4449,4279,16205,4232,3203,5802,16300,3414,13337,4276,2904,11099,13247,6929,12877,11798,13600,6363,6972,,6557,15112,3852,15558,3367,11095,3317,12906,4195,14111,15687,15749,8891,5271,3856,14638,4284,11874,13080,11809,13431,3543,6357,13408,14973,10419,13908,6718,5154,4134,8828,4107,17433,10140,3285,13053,14409,15579,13867,5273,14574,9744,,13009,3421,5345,7755,15079,4762,9571,15718,12681,3542,1533,12514,12757,4545,6230,7816,3927,6831,5024,3875,13662,3717,6742,10152,6399,14801,3409,7077,3073,6933,15479,5154,9870,8811,5830,15780,3459,6013,3694,16006,7797,6243,3423,12673,9132,5909,3543,3754,7816,15287,3838,9862,9012,14900,13200,11736,16597,15542,9817,14887,13945,11632,8597,11896,9255,3827,11579,6027,3807,14667,13259,11788,15694,15317,15064,4589,3674,913,11633,10096,5822,13037,4171
Tianjin,2513,8553,969,6486,9946,794,9950,3016,1653,12966,2966,13722,1519,1605,11492,9663,873,10520,1045,4718,5968,463,13343,11696,6762,11678,1027,9558,1345,3325,8502,8252,909,6559,15059,10044,1651,219,796,8969,10869,13663,792,1057,1202,,2361,2364,1663,13498,10274,3892,9648,2768,729,12393,2068,12979,5752,12148,13701,12423,5023,2366,15052,1343,10051,1206,693,9842,477,9807,11416,1410,1212,15064,14212,5681,1345,8074,1240,4432,11741,138,9655,8881,9822,1353,4035,6104,10398,11764,11633,8958,4481,0,6172,15161,8612,1045,10952,5100,8259,13301,13714,9148,6092,13315,45,8039,12817,718,1564,2403,12912,1350,9949,535,1688,11792,10893,3892,9489,8410,13553,2963,3909,1546,10302,13239,916,14836,7127,7707,1249,9518,645,13834,15055,15143,5503,1864,693,14607,821,8486,9692,8517,10043,1230,2969,10020,11585,11726,10520,3330,1792,429,5440,476,14045,6752,1453,9665,14388,14947,10995,1865,11186,6356,,9621,1357,1937,4367,13302,1354,11600,15094,9293,1228,5393,9126,9369,1101,2842,4428,818,3447,1616,781,10274,1020,3358,11901,3495,11413,1344,10456,1502,3896,14725,1792,6482,5423,2430,15179,1274,4578,1044,12618,4409,2855,1251,9285,5744,3004,1230,961,4428,11899,872,6474,5624,11512,10878,8348,13209,14867,6429,11499,10557,8244,5209,8508,11283,872,8191,3122,749,11279,10812,8400,15061,11929,13974,1137,909,4915,8246,6708,2689,9649,460
Fujairah,3974,3000,6025,381,4393,5883,4397,5324,4785,7413,3219,8170,6608,6712,5939,4110,5745,10888,6049,1481,242,5941,7790,6143,658,6126,5424,4005,6247,3886,2949,5720,6028,455,9506,4491,4784,6016,5674,3417,8174,8110,5881,6018,6296,,4071,4640,4776,7945,7739,4517,4095,4956,5606,6841,4720,7426,609,7748,8148,6870,,4076,9499,6244,4498,6300,5823,4289,5900,4254,5863,6517,6306,9512,8659,7785,6246,5542,6339,2601,9624,6134,12020,13371,4269,6255,6102,11146,4845,9384,6080,3405,9569,6185,0,9609,3059,6047,5400,10188,5728,7748,8161,3595,11133,7762,6156,13059,7264,5532,6453,3967,7359,6251,4396,5912,6806,8244,8106,4516,3936,5878,8000,4100,4489,6435,11479,7686,5977,9283,12147,5176,6348,3965,5677,8281,9502,9590,979,4701,5823,9054,5506,2933,4139,5983,4490,6133,3222,4467,6032,8930,4967,2861,4691,5900,907,5876,8492,1199,6343,4112,8835,9394,5442,4703,5633,252,,4068,6258,4630,3065,7749,4966,9482,9541,3740,6132,10461,3573,3816,5312,3389,2379,5786,3544,4798,5757,4721,6070,3678,9260,5093,5860,6245,10660,6606,4521,9172,4691,378,1016,3994,9627,6174,7147,6046,7065,2631,3340,6370,3732,587,4994,6133,6017,2964,6347,5934,370,773,5960,8040,2795,7656,9314,325,5946,5004,2691,1047,2955,9635,5911,2639,4787,5868,5726,8241,2847,9508,6376,8421,5372,6028,10002,2693,604,4663,4096,5938
Corpus Christi,12972,6805,15023,9953,5593,14881,5415,14262,13783,2460,12217,2329,15605,15709,4966,6616,14743,9251,15047,10479,9414,14938,3275,5170,10230,5152,14422,6511,15245,12884,6900,7880,15025,10027,276,5154,13781,15014,14671,6541,6397,1922,14879,15016,15294,,13068,13638,13774,2206,6752,12754,5921,13894,14604,5574,13718,6159,9741,3931,1889,5603,10190,13074,243,15242,5141,15298,14821,5777,14898,5771,4758,15514,15304,281,1341,12236,15244,8009,15336,11598,6568,15132,10383,11735,5761,15252,14474,13534,4832,6150,5107,6409,15778,15182,9625,0,6929,15045,4677,15027,9976,2262,1905,6289,13558,2276,15154,12050,5997,14530,15451,12964,5552,15249,5596,14910,15803,4754,6330,12753,6442,10127,2234,13098,12724,15433,9842,2425,14974,595,12570,9418,15346,7067,14674,1734,246,216,9994,13699,14821,1642,14504,6909,5500,7593,5154,15131,12220,5302,5059,5447,4767,11859,13689,14898,9922,14874,6682,8495,15340,6619,1665,294,4504,13701,4902,9824,,6574,15256,13628,12062,2263,13964,6426,159,6177,15129,14384,6676,5817,14310,12387,11377,14784,12542,13796,14755,4901,15068,12676,5777,13721,4754,15243,9023,15603,12757,817,13689,9950,10031,12992,389,15172,13666,15044,5798,11629,12338,15367,5886,9726,13882,15131,15015,11961,5182,14932,9942,9823,4817,6264,6811,5846,511,9897,4605,4704,6938,10047,6712,6834,14909,7219,13571,14866,4901,6464,6788,252,5387,1458,14370,15025,15064,6914,10176,13661,6602,14936
Tripoli,6425,141,8476,3407,1711,8335,1716,7775,7236,4735,5671,5492,9059,9163,3261,1407,8196,10043,8501,3933,2867,8392,5112,3466,3683,3448,7875,1302,8698,6337,205,7466,8479,3481,6828,1814,7235,8468,8125,685,5496,5432,8333,8469,8747,,6522,7091,7227,5267,5851,6969,1417,7408,8058,4163,7171,4749,3195,5070,5470,4192,3643,6527,6821,8696,1820,8751,8274,1612,8351,1576,3186,8968,8758,6834,5981,10236,8697,7595,8790,5052,7372,8586,11175,12526,1592,8706,8554,13597,2167,6955,3402,674,12020,8636,3079,6931,0,8498,2722,12639,8179,5071,5483,953,13584,5084,8608,12841,4586,7984,8904,6418,4681,8702,1714,8363,9257,5566,5429,6968,1233,8330,5322,6551,6940,8887,10634,5008,8428,6605,13361,7627,8799,1234,8128,5603,6824,6912,3447,7152,8274,6376,7957,,1462,7152,1813,8584,5673,1789,3354,6252,2290,5313,7142,8352,3375,8328,5814,1948,8794,1409,6157,6716,2765,7154,2956,3278,,1365,8709,7082,5516,5071,7417,7231,6863,1037,8583,12912,842,1138,7763,5840,4830,8237,5996,7249,8209,2044,8521,6129,6582,7544,3183,8697,9815,9057,6972,6494,7142,3404,3484,6445,6949,8625,9599,8498,4388,5082,5791,8821,1058,3179,7446,8584,8469,5415,3669,8386,3395,3276,3282,5362,265,4979,6636,3351,3269,2327,391,3500,366,7640,8363,673,7238,8319,3048,5563,283,6831,3698,5743,7823,8479,12453,367,3629,7114,1393,8389
