from,Bintulu,Limassol,Mizushima,Tombak LNG Terminal,Fos - Cavaou LNG Terminal,Kitakyushu,Barcelona,Tangguh,Chiwan,Halifax,Malacca,Point Fortin,Otaru,Kushiro,Le Havre,Koper,Kagoshima,Quintero,Osaka,Kochi,Qalhat,Incheon,Quebec,Rotterdam,Khor al Zubair,Isle of Grain,Okinawa,Falconara,Ohgishima,Semarang,Hadera,Mossel Bay,Donghae,Bahrain,Cameron,Arzew,Shenzhen,Dalian,Zhangjiagang,Aliaga,Punta Europa,Guayama,Tobata,Wakayama,Nanao,Suez Canal,Seria,Lahad Datu,Zhuhai,Pointe-a-Pitre,Soyo,Pluto,Gioia Tauro,Luwuk,Shanghai,Rostock,Qinzhou,Vyborg,Port Qasim,Pecem,Guayanilla,Swinoujscie,Karwar - South Port,Lumut,Sabine Pass,Negishi,Cartagena,Joetsu,Kwangyang,Panigaglia,Qingdao,Rosignano LNG,Dragon,Hakodate,Shinminato,Lake Charles,Port Esquivel,New Plymouth,Yokohama,Coega,Niigata-Nishi,Kakinada,Escobar,Qinhuangdao,Pampa Melchorita,Balboa,Livorno,Sodegaura,Port Moresby,Costa Azul,Huelva,Rio Grande,Zeebrugge,Revithoussa,Kenai,Tianjin,Fujairah,Corpus Christi,Tripoli,Senboku,El Ferrol,Kitimat,Dar-es-Salaam,Northeast Gateway Deepwater Port,Cove Point,Marsa el Brega,Rosarito,Everett,Heibei,Acajutla,Paldiski,Yangshan,Sendai,Cai Mep,Hammerfest,Higashi-Ogishima,Fos Sur Mer,Lianyungang,Sakhalin,Salvador,Bonny,Karratha Gas Plant,Ortona,Mombasa,Fort de France,Map Ta Phut,Barrow Island,Soma,Mejillones,Canaport,Hatsukaichi,Pascagoula,Manzanillo,Mozambique Port,Niigata Higashi,Yuzhny,Jiangsu,AES Andres,Golden Pass,Brownsville,Dahej,Hainan,Gwangyang,Colon,Ningbo,Ashdod,Skikda,Cape Town,Bethioua,Yokkaichi,Sungai Udang,Sagunto,Dunkirk,Guanabara,Jorf Lasfar,Arun,Batangas,Dangjin,Pipavav,Boryeong,Drovyanoy,Bal Haf LNG,Hitachi,Trieste,Puerto Bahia,Gulf Gateway Deepwater Port,Tenerife,Haikou,Bilbao,Jebel Ali,Panama Canal,Krk Island,Tokyo Bay,Yangpu,Chittagong,Neptune,Yung An,Montevideo,Freeport,Taranto,Chita,Coos Bay,Marmara Ereglisi,Porto Empedocle,Taichung,Johore,Ennore,Fukuoko,Panjang,Guangdong,Nagasaki,Gibraltar,Himeji,Jakarta,Sao Francisco do Sul,Darwin,South Hook LNG,Futtsu,Talcahuano,Hachinohe,Dampier,Port Dolphin,Tabangao,Ras Laffan,Hazira,Ho Chi Min City,Altamira,Shimizu,Gladstone,Sakai,Klaipeda,Gangavaram,Jurong Marine Base - Singapore,Vladivostok,Malta,Karachi,Ambon,Kawagoe,Sakaide,Haldia,Teeside,Yanai,Pars LNG Terminal,Mundra,Holyhead,Brass,Port Said,Shtokman,Plaquemines,Abu Dhabi,Limerick,Sines,Ain Sokhna,Dabhol,Idku,Bahia Blanca,Oita,Aqaba,Dili,Tong Yong,Montoir,Kribi,Damietta,Port Arthur,Wilhelmshaven,Elba,Fujian,Samcheog,Prince Rupert,Suez,Mina Al Ahmadi,Bontang,Rovigo,Pyeongtaek
Luwuk,1530,13352,2380,5270,12139,2330,11962,644,1871,11956,1844,10811,3095,2975,12335,13163,2135,9114,2362,3502,4752,2498,12724,12540,5547,12522,1816,13058,2476,1149,13447,6116,2518,5344,11189,11701,1870,2604,2268,13088,8718,10590,2327,2331,2783,,1378,961,1866,10809,8123,1431,12468,0,2201,13237,2139,13823,4536,9998,10560,13267,3807,1383,11181,2473,11688,2787,2329,12324,2487,12318,12260,2923,2793,11194,10177,3948,2475,5948,2826,3310,10042,2722,9590,9594,12307,2484,1713,7021,11447,9767,12477,12956,5683,2772,4956,11274,13476,2360,11796,6293,6258,11789,11503,12836,7008,11802,2744,8814,13660,2130,2674,1803,13723,2480,12143,2499,3292,9641,8742,1430,12989,6408,10792,2265,1473,2657,9551,11952,2331,11055,7915,5706,2835,13614,2264,10442,11184,11246,4287,1934,2329,9633,2123,13456,12047,6366,11700,2409,1846,11849,12429,9575,11201,2208,,2458,4224,2431,14856,5536,2564,13165,9906,11076,10789,1936,12030,5141,,13121,2487,2008,3245,11789,1712,9900,11215,12723,2408,6486,13223,12364,1929,1720,3306,2234,1454,1852,2213,11447,2383,1347,9750,926,12257,2474,8925,2827,1434,10985,,5267,4208,1831,11277,2428,2757,2359,13462,3287,1733,2860,12433,4528,454,2409,2372,3306,12743,2289,5258,4408,12356,8727,13358,14020,11039,5214,12311,11436,7028,3993,13259,9604,2266,6976,528,2359,12122,8661,13334,11191,12773,11199,1989,2518,6115,7030,5492,995,13149,2495
Shanghai,1937,14924,716,5909,13712,542,13534,2459,1076,11001,2390,9855,1266,1361,13294,14736,514,10169,792,4142,5392,509,11768,13498,6186,13480,534,14631,1040,2748,15019,7676,665,5983,10233,13273,1075,566,91,14660,10292,9635,539,798,954,,1785,1788,1087,9854,9697,3316,14040,2199,0,13934,1492,14520,5175,11466,9605,13964,4447,1790,10226,1037,13260,958,452,13896,449,13890,13108,1167,964,10239,9221,5207,1039,7498,997,3856,11267,684,9412,8638,13880,1047,3526,5860,12955,11289,13435,14528,4238,734,5596,10319,15048,792,12908,4857,7683,10833,10547,14408,5849,10847,706,7795,14358,,1258,1827,13994,1044,13715,461,1445,11216,10317,3315,14561,7834,9837,2387,3333,1240,10059,10996,663,10099,6883,7131,1006,15187,221,9487,10229,10290,4927,1288,452,8677,180,15028,13619,7941,13273,924,2392,13421,13387,11150,12776,2754,1216,469,4864,448,15125,6176,1148,14738,8951,10121,12364,1289,13139,5780,,14694,1051,1361,3791,10834,778,11126,10260,14296,923,5150,14795,13936,525,2266,3852,495,2871,1040,460,13020,767,2782,11325,2926,13105,1038,10096,1259,3319,10029,1216,5906,4847,1854,10322,968,4069,791,14159,3833,2279,1007,14005,5168,2435,924,708,3852,13542,619,5898,5048,13168,10302,14930,14289,10084,5853,12981,12847,7668,4633,14831,10809,620,7615,2553,505,13190,10235,14907,10235,13731,10243,561,665,4672,7669,6132,2113,14721,506
Rostock,13161,4050,13380,13162,2838,13442,2660,13598,13992,3107,12426,4674,12826,12583,970,3862,13546,7900,13315,11452,12644,13856,3232,780,13439,817,13790,3757,13030,12364,4145,7217,13355,13236,5466,2399,13990,13991,13986,3786,5246,4413,13440,13283,13089,,13258,13320,13983,4370,5602,12090,3166,13231,13919,0,13927,718,12430,4718,4451,137,11727,13263,5458,13028,2386,13056,13537,3022,13939,3016,1245,12773,13099,5471,4777,12009,13030,7345,13002,12024,7088,14109,6733,5291,3006,13038,13495,8133,2077,6671,849,3654,10396,14159,12849,5568,4174,13312,1497,9640,9313,3448,3913,3534,8157,3462,14131,6154,555,13914,12839,13173,1425,13035,2841,13958,12604,5276,5179,12089,3687,9463,4450,13307,12060,12848,7405,3384,13470,5243,7049,8754,12999,4313,13876,4527,5461,5549,12194,13908,13537,5252,13966,4154,2745,6902,2399,13160,12429,2547,840,5968,2143,12068,13875,13815,12131,13789,2559,13428,12903,3864,5093,5353,2476,13910,1500,13033,,3820,13042,13837,12488,3449,14173,6947,5500,3422,13159,8997,3921,3062,14199,12596,11802,13665,12037,14005,13556,2146,13335,12156,6298,13058,1242,13029,8093,12751,12094,5131,13875,13159,12114,13201,5586,13076,13149,13312,353,12054,12547,13123,3131,12423,13218,13160,13372,12387,704,13468,13151,12304,1225,5113,4056,1723,5273,13106,1307,1883,14921,11900,3957,7355,13445,14868,12907,13489,1366,5314,4033,5468,657,4207,14250,13355,9677,14922,13385,13016,3847,13853
Qinzhou,1189,14042,1913,5025,12830,1771,12652,2411,,12171,1505,11025,2495,2599,13026,13853,1633,10676,1947,3257,4507,1828,12939,13230,5301,13212,1330,13748,2155,1915,14137,6791,1915,5098,11403,12391,494,1904,1561,13778,9408,10805,1769,1915,2184,,1142,1545,487,11024,8813,2930,13158,2139,1494,13927,0,14513,4291,10688,10775,13957,3562,1147,11396,2152,12378,2188,1711,13014,1788,13008,12950,2404,2194,11409,10391,5541,2154,6613,2226,2971,10695,2022,10545,9808,12998,2163,3634,7053,12137,10457,13167,13646,5476,2072,4711,11489,14166,1944,12486,6095,6799,12003,11717,13526,7040,12017,2044,8973,14351,1420,2361,937,14413,2159,12833,1800,2693,10332,9432,2929,13679,6949,11007,1497,2946,2343,10988,12166,1864,11270,8061,6246,2236,14304,1564,10657,11399,11460,4042,221,1711,9847,1394,14146,12737,7056,12391,2039,1508,12539,13119,10265,11891,1869,984,1788,3979,1764,15546,5291,2251,13855,10121,11291,11479,223,12720,4895,,13811,2166,158,2907,12004,800,10553,11430,13413,2038,6369,13913,13054,1200,1382,2967,1674,2038,516,1645,12138,1964,1949,10440,2865,12947,2153,10488,2497,2933,11199,984,5022,3963,964,11492,2081,4394,1944,14152,2949,1394,2257,13123,4283,2375,2040,1905,2967,13433,1822,5013,4163,13046,9417,14048,14711,11254,4968,13001,12127,6783,3748,13949,10705,1799,6731,2493,1756,12812,9351,14024,11406,13463,11413,1260,1915,5909,6785,5247,1871,13839,1826
Vyborg,13744,4634,13963,13745,3421,14025,3243,14181,14575,3690,13009,5257,13409,13167,1553,4445,14130,8483,13898,12036,13228,14439,3816,1364,14022,1400,14374,4340,13614,12947,4729,7800,13938,13819,6049,2982,14574,14574,14570,4369,5830,4996,14023,13866,13672,,13841,13904,14566,4953,6185,12674,3749,13814,14502,718,14510,0,13014,5301,5034,679,12310,13846,6041,13611,2969,13639,14120,3605,14522,3599,1828,13356,13682,6054,5360,12592,13613,7929,13585,12607,7671,14692,7316,5875,3589,13621,14078,8717,2660,7254,1433,4237,10979,14742,13432,6151,4758,13895,2080,10223,9896,4031,4496,4117,8740,4045,14714,6737,186,14497,13422,13756,2008,13618,3424,14541,13187,5859,5762,12673,4270,10046,5034,13890,12643,13431,7988,3967,14053,5826,7632,9337,13582,4896,14459,5110,6044,6133,12777,14491,14120,5835,14549,4737,3328,7485,2982,13743,13012,3130,1423,6551,2726,12651,14458,14399,12714,14372,3142,14012,13487,4447,5676,5937,3059,14493,2084,13616,,4403,13625,14420,13071,4032,14756,7530,6084,4005,13742,9580,4504,3646,14783,13179,12385,14248,12620,14588,14139,2729,13919,12739,6881,13641,1825,13612,8677,13334,12677,5715,14458,13742,12698,13784,6169,13659,13733,13895,482,12638,13130,13706,3714,13006,13801,13743,13955,12970,1288,14051,13734,12888,1809,5696,4640,2306,5856,13689,1890,2466,15504,12483,4540,7938,14028,15451,13490,14072,1949,5897,4616,6051,1240,4790,14833,13938,10260,15505,13968,13599,4430,14436
Port Qasim,3553,12550,5604,912,11338,5463,11160,4903,4364,12009,2799,10891,6187,6291,11534,12362,5325,10469,5629,1058,460,5520,12512,11738,1189,11720,5003,12257,5826,3465,12645,5302,5607,986,13006,10899,4363,5596,5253,12286,7916,11249,5461,5597,5875,,3650,4219,4355,10979,7321,,11666,4536,5186,12435,4299,13021,0,9196,11277,12465,,3655,12999,5824,10886,5879,5402,11522,5480,11516,11458,6096,5886,13012,11807,7364,5825,5124,5918,2180,9206,5714,11601,11992,11506,5834,5682,10725,10645,8965,11675,12154,9148,5764,609,13092,12674,5626,10994,9767,5309,12236,12379,12034,10712,12249,5736,12639,12859,5112,6032,3546,12921,5831,11341,5491,6385,8840,7940,,12187,5460,10915,3679,4068,6015,11060,12209,5556,12873,11727,4757,5927,12813,5256,11426,13002,13063,504,4280,5402,11953,5085,12654,11245,5565,10899,5712,2802,11047,11627,8774,10400,2441,4270,5480,432,5456,14054,1323,5922,12364,11723,12894,9988,4282,11228,783,,12320,5837,4210,2644,12236,4545,9064,13033,11922,5711,10040,12421,11562,4891,2968,1958,5365,3124,4377,5337,10646,5649,3257,8948,,11455,5825,10241,6185,,12791,4270,909,541,3573,13095,5753,6726,5626,12660,2211,2919,5949,11631,45,4574,5712,5597,2543,11941,5514,901,278,11554,7926,12556,13219,12857,856,11509,10635,2815,,12457,9216,5491,2763,4366,5447,11320,7859,12533,13008,11971,12370,4951,5607,9582,2817,1135,4242,12347,5517
Pecem,9928,4941,10919,9929,3729,10981,3551,10365,10758,3182,9193,1730,10365,10123,3826,4753,11086,5354,10854,8219,9411,11395,3823,4030,10206,4012,11330,4648,10570,9131,5036,3984,10894,10003,3845,3290,10757,11530,11526,4677,2898,2089,10979,10822,10628,,10024,10087,10750,1817,,8857,4057,9998,11458,4727,10693,5313,9197,0,2116,4757,8494,10030,3837,10567,3277,10595,11076,3913,11478,3907,3733,10312,10638,3850,2645,8339,10569,4112,10541,8791,2671,11648,4272,2831,3897,10577,10577,5673,3028,2253,3967,4545,7935,11698,9616,3930,5065,10851,3298,7179,6080,3277,3304,4425,5696,3290,11670,3693,5151,11453,10378,9940,5114,10574,3732,11497,10143,858,2831,8856,4578,6230,1753,10073,8827,10387,4944,3319,11009,3711,4588,5521,10538,5204,11415,2265,3840,3902,8961,10675,11076,2791,11480,5045,3636,3696,3290,10699,9196,3438,3919,1550,2791,8835,10642,11355,8898,11328,6247,10195,10443,4755,2562,3732,,10676,3532,9800,,4711,10581,10604,9255,3277,10940,2529,3871,4313,10698,6536,4812,3953,11286,9363,8569,11204,8804,10771,11095,3037,10875,8923,1880,9825,3730,10568,5127,10290,8860,3640,10642,9926,8881,9968,3933,10615,9769,10851,4952,8821,9313,10662,4022,9190,9985,10700,10911,9154,4234,11007,9918,9071,3829,2766,4947,5411,3695,9873,3718,3007,11688,8667,4848,2937,10984,11635,9674,11028,3624,2954,4924,3847,4263,3229,11346,10894,7216,11689,10152,9783,4738,11392
Guayanilla,11118,5343,9057,12010,4130,9120,3953,10407,10353,1678,11274,565,8503,8261,3747,5154,9224,3578,8992,10300,11492,9533,2447,3951,12287,3934,9468,5049,8708,11212,5438,6065,9033,12084,1802,3692,10352,9668,9664,5078,4570,48,9118,8961,8766,,10966,10683,10364,,4913,10938,4459,10554,9597,4456,10767,5041,11278,2116,0,4485,10575,10971,1795,8705,3678,8733,9215,4314,9617,4309,3567,8451,8777,1808,621,7686,8707,6193,8679,10872,4752,9786,2411,969,4298,8716,9172,3811,3375,4334,3888,4947,6073,9836,11697,1888,5467,8990,3347,5317,8161,1568,1385,4827,3835,1582,9808,1832,4879,9591,8516,11082,4532,8712,4133,9635,8281,2939,4502,10937,4979,8311,392,11642,10908,8525,3082,1731,9148,1668,2726,7602,8676,5605,9554,180,1798,1859,11042,10562,9215,930,9643,5446,4038,5777,3691,8838,11277,3839,3840,3631,3261,10916,10433,9493,10979,9466,5662,12276,8581,5156,715,1690,2927,10564,3578,11881,,5112,8719,10636,11336,1569,10055,4610,1829,4714,8836,4674,5213,4355,9877,11444,10650,9342,10885,10318,9234,3438,9013,11004,3961,10410,3564,8706,3771,8429,10942,1567,10433,12007,10962,11109,1891,8753,8827,8989,4681,10902,11395,8800,4424,11271,10465,8838,9049,11235,4064,9145,11999,11152,3626,4436,5349,4826,1653,11954,3458,3270,13769,10748,5250,5018,9122,13716,10508,9166,3637,4637,5325,1804,4184,1185,9927,9033,5354,13770,12233,10815,5139,9530
Swinoujscie,13192,4081,13410,13193,2869,13473,2691,13629,14022,3138,12457,4705,12856,12614,1000,3892,13577,7931,13345,11483,12675,13886,3263,811,13470,848,13821,3787,13061,12395,4176,7247,13386,13267,5497,2430,14021,14021,14017,3817,5277,4444,13471,13314,13120,,13288,13351,14013,4400,5632,12121,3197,13261,13950,139,13957,677,12461,4749,4482,0,11758,13294,5489,13059,2417,13086,13568,3053,13970,3047,1276,12804,13130,5502,4808,12039,13060,7376,13032,12055,7119,14139,6764,5322,3037,13069,13526,8164,2108,6701,880,3685,10426,14190,12880,5599,4205,13343,1528,9671,9344,3479,3943,3565,8188,3493,14161,6185,515,13945,12870,13204,1456,13065,2872,13989,12635,5307,5210,12120,3718,9494,4481,13337,12091,12879,7436,3414,13501,5273,7079,8785,13030,4343,13907,4557,5492,5580,12225,13939,13568,5283,13997,4185,2776,6933,2430,13191,12460,2578,871,5999,2174,12099,13906,13846,12162,13820,2589,13459,12934,3894,5124,5384,2507,13940,1531,13064,,3850,13072,13868,12519,3480,14204,6978,5531,3452,13190,9027,3952,3093,14230,12627,11833,13696,12068,14035,13587,2177,13366,12187,6329,13089,1273,13060,8124,12782,12124,5162,13906,13190,12145,13231,5617,13107,13180,13342,299,12085,12577,13153,3162,12454,13249,13191,13402,12418,735,13499,13182,12335,1256,5144,4087,1754,5304,13137,1338,1914,14951,11930,3988,7386,13476,14899,12938,13519,1397,5344,4063,5499,688,4237,14281,13386,9708,14953,13416,13047,3878,13884
Karwar - South Port,2825,11847,4876,1505,10634,4734,10456,4175,3636,11306,2070,10187,5459,5563,10830,11658,4596,9765,4900,328,987,4792,11809,11034,1782,11017,4275,11553,5098,2737,11942,4598,4879,1579,12303,10196,3635,4867,4525,11582,7212,10545,4732,4869,5147,,2922,3491,3627,10275,6617,3368,10963,3807,4458,11732,3571,12317,,8492,10573,11761,0,2927,12295,5095,10182,5151,4674,10818,4751,10813,10754,5368,5157,12308,11103,6636,5097,4420,5190,1452,8502,4985,10898,11289,10802,5106,4953,9997,9941,8262,10971,11450,8420,5036,,12388,11971,4898,10291,9039,4606,11532,11675,11330,9984,11546,5007,11910,12155,4383,5304,2818,12217,5102,10637,4763,5657,8136,7237,,11483,4756,10211,2951,3340,5286,10356,11506,4828,12169,10998,,5199,12109,4528,10722,12298,12359,,3552,4674,11249,4357,11950,10541,4861,10195,4984,2073,10343,10923,8070,9696,1712,3542,4752,,4727,13351,1771,5194,11660,11020,12190,9284,3554,10524,1376,,11616,5109,3481,1916,11533,3817,8360,12329,11218,4983,9312,11717,10859,4163,2240,1230,4637,2395,3649,4608,9942,4921,2529,8245,3944,10751,5096,9538,5457,3372,12087,3542,1502,,2845,12391,5025,5998,4897,11956,1482,2191,5221,10927,748,3845,4984,4868,1815,11238,4786,1494,,10851,7222,11853,12515,12153,1449,10806,9931,3264,209,11754,8513,4762,3211,3638,4719,10617,7155,11829,12305,11267,11666,4223,4879,8853,3265,1728,3514,11643,4789
Lumut,218,13389,2192,4381,12176,2060,11999,1655,1172,12374,861,11229,2785,2888,12372,13200,1920,9964,2209,2613,3863,2126,13142,12577,4658,12559,1582,13095,2406,1159,13484,6137,2205,4455,11607,11738,1171,2202,1859,13124,8755,11008,2058,2178,2473,,9,658,1163,11227,8159,2174,12505,1383,1792,13274,1147,13860,3647,10034,10978,13303,2919,0,11599,2404,11725,2477,2000,12361,2086,12355,12297,2694,2483,11612,10595,4829,2405,5964,2516,2328,10051,2320,10302,10012,12344,2414,2880,7290,11484,9804,12513,12993,5728,2370,4068,11692,13513,2207,11833,6347,6155,12207,11921,12873,7277,12220,2342,9147,13697,1718,2612,593,13759,2410,12179,2097,2983,9678,8779,2173,13026,6305,11210,1024,2190,2595,10343,12370,2143,11473,8237,5603,2525,13651,1862,10860,11602,11664,3399,1113,2000,10051,1692,13493,12084,6403,11737,2291,864,11886,12465,9612,11238,1225,721,2086,3336,2062,14893,4647,2502,13202,10324,11494,10826,1115,12067,4252,,13158,2417,1058,2263,12207,1186,9910,11633,12760,2290,6620,13260,12401,1498,738,2324,1960,1282,1181,1935,11484,2230,1193,9787,2110,12294,2405,9776,2765,2177,11402,721,4378,3319,620,11695,2332,3682,2206,13499,2305,751,2547,12470,3640,1619,2291,2184,2324,12780,2101,4370,3520,12393,8764,13395,14057,11457,4325,12348,11473,6140,3104,13296,10062,2078,6087,1708,2045,12159,8697,13371,11609,12809,11617,1557,2205,6161,6141,4604,984,13186,2123
Sabine Pass,11736,6694,9675,13732,5482,9738,5304,11025,10971,2349,12258,2235,9121,8879,4855,6505,9842,4196,9610,12022,13214,10151,3164,5059,14009,5041,10086,6400,9326,12104,6789,7787,9651,13806,62,5043,10970,10286,10282,6430,6286,1828,9736,9579,9385,,11584,11301,10982,2112,6641,11845,5810,11172,10215,5462,11385,6048,13000,3837,1795,5492,12297,11590,0,9323,5030,9351,9833,5666,10235,5660,4646,9069,9395,67,1247,8304,9325,7915,9297,12594,6474,10404,3029,1587,5650,9334,9791,4429,4721,6056,4996,6298,6691,10454,13419,243,6818,9608,4565,5936,9883,2151,1794,6178,4453,2165,10426,2450,5886,10209,9135,11700,5441,9330,5485,10253,8899,4661,6219,11844,6331,10033,2140,12260,11820,9143,3700,2314,9766,467,3344,9324,9295,6956,10172,1640,3,347,12764,11181,9833,1548,10261,6798,5389,7499,5043,9456,12261,5191,4948,5353,4656,12622,11052,10111,12701,10085,6571,13998,9199,6507,1571,135,4393,11182,4791,13603,,6463,9337,11254,13058,2151,10674,6332,116,6065,9455,5292,6565,5706,10495,12135,12372,9960,12409,10936,9852,4790,9631,12302,5683,11028,4643,9325,4389,9047,11848,690,11052,13729,12684,11727,512,9371,9445,9607,5687,12624,12148,9418,5775,12993,11084,9456,9667,12957,5071,9764,13721,12874,4706,6153,6700,5735,383,13676,4494,4593,15491,12470,6601,6740,9740,15438,11126,9784,4790,6353,6676,10,5276,1347,10545,9651,5972,15492,13955,11434,6491,10148
Negishi,2550,14035,423,6549,12823,552,12645,2618,1737,10111,3029,8966,756,598,12405,13846,590,9293,359,4781,6031,1033,10879,12609,6825,12591,851,13741,10,3306,14130,8315,789,6622,9344,12384,1736,1168,1103,13771,10932,8746,550,327,862,,2398,2311,1747,8965,10337,3730,13151,2473,1035,13045,2152,13631,5815,10577,8716,13075,5087,2403,9337,0,12371,828,732,13007,1117,13001,12219,546,872,9349,8332,4885,9,8137,774,4495,10809,1287,8530,7749,12991,19,3320,4992,12066,10832,12546,13639,3413,1337,6235,9430,14159,356,12019,4032,8323,9944,9658,13519,4980,9958,1309,6913,13469,1007,297,2478,13105,15,12826,1136,957,11400,10956,3729,13672,8473,8948,3038,3772,280,9192,10107,514,9210,6001,7771,772,14297,1032,8598,9340,9401,5566,1947,732,7788,1047,14139,12730,8581,12384,205,3032,12532,12498,11515,11954,3393,1829,993,5504,967,14236,6815,187,13849,8062,9232,11612,1949,12250,6420,,13804,23,2021,4431,9945,1438,10668,9371,13407,204,4305,13906,13047,1243,2906,4491,709,3507,1701,697,12131,379,3417,11249,3199,12215,13,,450,3733,9140,1829,6546,5487,2505,9433,121,3836,355,13270,4473,2919,966,13116,5808,2709,205,415,4491,12653,512,6537,5687,12278,10942,14041,13400,9194,6493,12092,11958,8307,5272,13942,10351,489,8255,2827,699,12301,10875,14018,9346,12842,9354,1294,789,3846,8309,6771,2570,13832,1031
Cartagena,11616,1694,12709,11617,465,12772,287,12053,12447,2941,10881,3697,12155,11913,1467,1505,12876,7230,12644,9908,11100,13185,3318,1671,11894,1653,13086,1400,12360,10819,1789,5672,12685,11691,5034,114,12446,13320,13316,1430,3702,3638,12770,12613,12419,,11713,11776,12438,3473,4057,10546,809,11686,13249,2368,12382,2954,10886,3276,3676,2398,10182,11718,5027,12357,0,12385,12867,649,13269,643,1391,12103,12429,5039,4187,11233,12359,5801,12331,10479,5578,13438,6063,4621,633,12368,12549,7463,373,5161,1608,1298,9725,13488,11304,5136,1818,12642,928,8970,7768,3276,3689,1178,7487,3290,13460,5484,2792,13194,12168,11628,2887,12364,468,13287,11933,3772,3634,10545,1331,7918,3528,11762,10515,12177,6734,3214,12800,4811,6378,7209,12329,1956,13206,3809,5030,5118,10649,12363,12867,4582,13168,1798,392,5357,113,12490,10884,174,1560,4458,495,10523,12330,13145,10586,13119,4020,11884,12233,1507,4363,4922,970,12365,1161,11488,,1463,12371,12292,10943,3277,12628,5437,5069,1065,12489,8326,1565,706,12974,11051,10257,12994,10492,12460,12886,249,12665,10611,4788,11513,1388,12358,7423,12081,10549,4700,12330,11614,10570,11656,5154,12405,12479,12641,2593,10510,11002,12452,775,10878,11673,12490,12701,10842,1875,12797,11606,10760,1487,3568,1700,3184,4842,11561,1474,532,13376,10355,1601,5845,12774,13323,11362,12818,1254,3769,1677,5036,1904,3949,13034,12685,9006,13377,11840,11471,1491,13182
Joetsu,2623,14061,643,6605,12848,469,12670,2989,1772,10137,3085,8991,,497,12430,13872,763,9482,719,4837,6087,897,10905,12634,6881,12616,1007,13767,826,3444,14155,8371,,6678,9369,12409,1771,1032,1025,13796,10988,8771,467,731,,,2472,2474,1782,8990,10393,4003,13176,2787,958,13070,2187,13656,5871,10602,8741,13100,5142,2477,9362,823,12396,0,579,13032,981,13026,12244,303,,9375,8357,5481,825,8193,65,4551,11342,1150,8548,7774,13016,833,3877,4996,12091,11364,12571,13664,3374,1200,6291,9455,14184,719,12044,3993,8379,9969,9683,13544,4985,9983,1172,6931,13494,951,572,2522,13131,830,12851,999,657,11425,11012,4002,13697,8529,8973,3082,4019,581,9195,10132,591,9235,6019,7826,75,14323,915,8623,9365,9426,5622,1983,579,7813,999,14164,12755,8637,12409,904,3088,12557,12523,11845,11980,3449,1903,857,5560,831,14261,6871,660,13874,8087,9257,11637,1985,12275,6475,,13830,837,2057,4487,9970,1473,11200,9396,13432,903,4286,13931,13072,1257,2962,4547,638,3566,1736,586,12156,695,3477,11781,3513,12241,824,9521,395,4006,9165,1903,6602,5543,2549,9458,874,4417,718,13295,4529,2974,482,13141,5863,3023,904,635,4547,12678,546,6593,5743,12304,10998,14066,13425,9220,6548,12117,11983,8363,5328,13967,10884,547,8311,3141,534,12326,10931,14043,9371,12867,9379,1301,,3808,8365,6827,2800,13857,894
Kwangyang,2147,14542,361,6127,13330,186,13152,2549,1295,10619,2608,9473,911,979,12912,14354,327,9912,437,4360,5610,386,11386,13116,6404,13098,549,14249,737,2966,14637,7894,283,6201,9851,12891,1293,521,519,14278,10510,9253,184,449,577,,1995,1997,1305,9472,9915,3526,13658,2329,452,13552,1710,14138,5393,11084,9223,13582,4665,2000,9844,735,12878,580,0,13514,469,13508,12726,785,587,9857,8839,5155,736,7716,615,4074,11215,639,9030,8256,13498,745,3521,5478,12573,11238,13053,14146,3856,689,5814,9937,14666,437,12526,4475,7901,10451,10165,14026,5467,10465,661,7413,13976,446,955,2045,13612,742,13333,488,1063,11434,10535,3525,14179,8052,9455,2605,3542,938,9677,10614,308,9717,6501,7349,624,14805,409,9105,9847,9908,5145,1506,0,8295,498,14646,13237,8159,12891,622,2610,13039,13005,11368,12462,2972,1426,346,5082,319,14743,6394,845,14356,8569,9739,12119,1507,12757,5998,,14312,749,1579,4009,10452,996,11074,9878,13914,620,4768,14413,13554,766,2484,4070,227,3089,1258,174,12638,412,3000,11543,3055,12723,736,9854,877,3529,9647,1426,6124,5065,2072,9940,666,4064,436,13777,4051,2497,626,13623,5386,2565,622,353,4070,13160,264,6116,5266,12786,10520,14548,13907,9702,6071,12599,12465,7886,4851,14449,10757,264,7833,2683,123,12808,10453,14525,9853,13349,9861,808,283,4290,7887,6350,2323,14339,383
